Key,Source,en-us,es-es,fr-fr,it-it,ja-jp,ko-kr,pt-br,zh-cjv,zh-cn,zh-tw
Studio.MaterialManager.Materials.DiamondPlateVariant,Diamond Plate Variant,Diamond Plate Variant,Variante de placa de diamante,Variante de plaque de diamant,Variante Piastra Diamante,ダイヤモンド板のバリエーション,다이아몬드판 변형,Variante de placa de diamante,花纹板变量,花纹板变量,菱形板變種
Studio.MaterialManager.Materials.Brick,Brick,Brick,Ladrillo,Brique,Mattone,レンガ,벽돌,Tijolo,砖块,砖块,磚塊
Studio.MaterialManager.Categories.Stone,Stone,Stone,Piedra,Pierre,Pietra,石,돌,Pedra,石头,石头,石頭
Studio.MaterialManager.Materials.SmoothPlasticMaterial,Smooth Plastic Material,Smooth Plastic Material,Material de plástico liso,Matériau plastique lisse,Materiale Plastica Liscia,なめらかなプラスチック素材,매끈한 플라스틱 재질,Material de plástico liso,平滑塑料材质,平滑塑料材质,平滑塑膠材質
Studio.MaterialManager.Categories.Fabric,Fabric,Fabric,Tela,Tissu,Tessuto,布地,직물,Tecido,布料,布料,布料
Studio.MaterialManager.Materials.Fabric,Fabric,Fabric,Tela,Tissu,Tessuto,布地,직물,Tecido,布料,布料,布料
Studio.MaterialManager.Categories.Glacier,Glacier,Glacier,Glaciar,Glacier,Ghiacciaio,氷河,빙하,Geleira,冰川,冰川,冰河
Studio.MaterialManager.Materials.Glacier,Glacier,Glacier,Glaciar,Glacier,Ghiacciaio,氷河,빙하,Geleira,冰川,冰川,冰河
Studio.MaterialManager.Categories.Translucent,Translucent,Translucent,Translúcido,Translucide,Traslucido,透明,반투명,Translúcido,半透明,半透明,半透明
Studio.MaterialManager.Categories.Ground,Ground,Ground,Suelo,Sol,Suolo,地面,토양,Chão,土地,土地,土地
Studio.MaterialManager.Materials.Ground,Ground,Ground,Suelo,Sol,Suolo,地面,토양,Chão,土地,土地,土地
Studio.MaterialManager.Categories.Grass,Grass,Grass,Hierba,Herbe,Erba,草,잔디,Grama,草地,草地,草
Studio.MaterialManager.Materials.Grass,Grass,Grass,Hierba,Herbe,Erba,草,잔디,Grama,草地,草地,草
Studio.MaterialManager.Categories.Dirt,Dirt,Dirt,Tierra,Terre,Terriccio,土,흙먼지,Poeira,尘土,尘土,塵土
Studio.MaterialManager.Categories.Mineral,Mineral,Mineral,Mineral,Minéral,Minerale,鉱石,광물,Mineral,矿物,矿物,礦物
Studio.MaterialManager.Categories.Salt,Salt,Salt,Sal,Sel,Sale,塩,소금,Sal,盐,盐,鹽
Studio.MaterialManager.Materials.Salt,Salt,Salt,Sal,Sel,Sale,塩,소금,Sal,盐,盐,鹽
Studio.MaterialManager.Categories.Mud,Mud,Mud,Barro,Boue,Fango,泥,진흙,Lama,泥,泥,泥
Studio.MaterialManager.Materials.Mud,Mud,Mud,Barro,Boue,Fango,泥,진흙,Lama,泥,泥,泥
Studio.MaterialManager.Materials.Air,Air,Air,Aire,Air,Aria,空気,공기,Ar,空气,空气,空氣
Studio.MaterialManager.Materials.Cobblestone,Cobblestone,Cobblestone,Adoquín,Pavés,Ciottolo,玉砂利,왕자갈,Paralelepípedo,大鹅卵石,大鹅卵石,鵝卵石
Studio.MaterialManager.Categories.Concrete,Concrete,Concrete,Hormigón,Béton,Cemento,コンクリート,콘크리트,Concreto,水泥,水泥,混凝土
Studio.MaterialManager.Materials.Concrete,Concrete,Concrete,Hormigón,Béton,Cemento,コンクリート,콘크리트,Concreto,水泥,水泥,混凝土
Studio.MaterialManager.Materials.CorrodedMetal,Corroded Metal,Corroded Metal,Metal corroído,Métal corrodé,Metallo corroso,さびた金属,부식된 금속,Metal corroído,锈蚀金属,锈蚀金属,腐蝕金屬
Studio.MaterialManager.Materials.Foil,Foil,Foil,Papel aluminio,Feuille d'aluminium,Alluminio,ホイル,포일,Papel alumínio,锡箔,锡箔,金屬箔
Studio.MaterialManager.Materials.Forcefield,Force Field,Force Field,Campo de fuerza,Forcer le champ,Campo Forza,フォースフィールド,역장,Campo de força,力场,力场,力場
Studio.MaterialManager.Materials.Ice,Ice,Ice,Hielo,Glace,Ghiaccio,氷,얼음,Gelo,冰,冰,冰
Studio.MaterialManager.Materials.Limestone,Limestone,Limestone,Piedra caliza,Pierre calcaire,Calcare,ライムストーン,석회암,Calcário,石灰石,石灰石,石灰岩
Studio.MaterialManager.Materials.Marble,Marble,Marble,Mármol,Marbre,Marmo,大理石,대리석,Mármore,大理石,大理石,大理石
Studio.MaterialManager.Materials.Neon,Neon,Neon,Neón,Néon,Neon,ネオン,네온,Neon,霓虹,霓虹,霓虹
Studio.MaterialManager.Materials.Pavement,Pavement,Pavement,Pavimento,Pavé,Pavimento,舗道,보도,Pavimento,路面,路面,人行道
Studio.MaterialManager.Materials.Pebble,Pebble,Pebble,Piedrita,Galet,Sassi,小石,자갈,Cascalho,小鹅卵石,小鹅卵石,卵石
Studio.MaterialManager.Categories.Plastic,Plastic,Plastic,Plástico,Plastique,Plastica,プラスチック,플라스틱,Plástico,塑料,塑料,塑膠
Studio.MaterialManager.Materials.Plastic,Plastic,Plastic,Plástico,Plastique,Plastica,プラスチック,플라스틱,Plástico,塑料,塑料,塑膠
Studio.MaterialManager.Categories.Sand,Sand,Sand,Arena,4000,Sabbia,砂,모래,Areia,沙,沙,沙
Studio.MaterialManager.Materials.Sand,Sand,Sand,Arena,Sable,Sabbia,砂,모래,Areia,沙,沙,沙
Studio.MaterialManager.Materials.Slate,Slate,Slate,Pizarra,Ardoise,Asse,スレート,슬레이트,Ardósia,石板,石板,板岩
Studio.MaterialManager.Materials.Sandstone,Sandstone,Sandstone,Piedra arenisca,Grès,Arenaria,サンドストーン,사암,Arenito,砂岩,砂岩,砂岩
Studio.MaterialManager.CreateDialog.ErrorUploadFromFileMap,Failed to upload Texture Map,Failed to upload Texture Map,Error al cargar el mapa de textura,Échec du téléchargement de la carte des textures,Impossibile caricare la Mappa Texture,テクスチャマップをアップロードできませんでした,텍스처 맵을 업로드하지 못했습니다,Falha no upload do mapa de textura,上传纹理地图失败,上传纹理地图失败,無法上傳紋理圖
Studio.MaterialManager.Materials.SmoothPlastic,Smooth Plastic,Smooth Plastic,Plástico liso,Plastique lisse,Plastica liscia,なめらかなプラスチック,매끈한 플라스틱,Plástico liso,平滑塑料,平滑塑料,平滑塑膠
Studio.MaterialManager.Materials.Water,Water,Water,Agua,Eau,Acqua,水,물,Água,水,水,水
Studio.MaterialManager.Materials.WoodPlanks,Wood Planks,Wood Planks,Tablones de madera,Planches de bois,Assi di legno,木の板,나무 판자,Tábuas,木板,木板,木板
Studio.MaterialManager.CreateDialog.InsertAssetURL,URL,URL,URL,URL,URL,URL,URL,URL,URL,URL,網址
Studio.MaterialManager.MaterialInformation.ResetPartMaterial,Reset Part Material,Reset Part Material,Restablecer material de la pieza,Réinitialiser le matériel de la pièce,Reimposta Materiale Della Parte,パーツ素材をリセット,파트 재질 재설정,Reiniciar o material da parte,重置部件材质,重置部件材质,重置零件材質
Studio.MaterialManager.MaterialOptions.ResetPartMaterial,Reset Part Material,Reset Part Material,Restablecer material de la pieza,Réinitialiser le matériel de la pièce,Reimposta Materiale Parte,パーツ素材をリセット,파트 재질 재설정,Reiniciar o material da parte,重置部件材质,重置部件材质,重置零件材質
Studio.MaterialManager.MaterialInformation.ResetTerrainMaterial,Reset Terrain Material,Reset Terrain Material,Restablecer material del terreno,Réinitialiser le matériau du terrain,Reimposta Materiale Terreno,地形の素材をリセット,지형 재질 재설정,Reiniciar o material do terreno,重置地形材质,重置地形材质,重置地形材質
Studio.MaterialManager.MaterialOptions.ResetTerrainMaterial,Reset Terrain Material,Reset Terrain Material,Restablecer material del terreno,Réinitialiser le matériau du terrain,Reimposta Materiale Terreno,地形の素材をリセット,지형 재질 재설정,Reiniciar o material do terreno,重置地形材质,重置地形材质,重置地形材質
Studio.MaterialManager.MaterialOverrides.MaterialOverrides,Material Overrides,Material Overrides,Cambios de material,Substitutions de matériel,Sostituzione Materiale,素材のオーバーライド,재질 재정의,Substituições de material,材质覆盖,材质覆盖,材質覆寫
Studio.MaterialManager.MaterialInformation.ResetMaterial,Reset Material,Reset Material,Restablecer material,Réinitialiser le matériau,Reimposta Materiale,素材をリセット,재질 재설정,Reiniciar o material,重置材质,重置材质,重置材質
Studio.MaterialManager.MaterialOptions.ResetMaterial,Reset Material,Reset Material,Restablecer material,Réinitialiser le matériau,Reimposta Materiale,素材をリセット,재질 재설정,Reiniciar o material,重置材质,重置材质,重置材質
Studio.MaterialManager.MaterialInformation.Edit,Edit,Edit,Editar,Modifier,Modifica,編集する,편집,Editar,编辑,编辑,編輯
Studio.MaterialManager.MaterialOptions.Edit,Edit,Edit,Editar,Modifier,Modifica,編集する,편집,Editar,编辑,编辑,編輯
Studio.MaterialManager.MaterialInformation.SetPartOverride,Set Part Override,Set Part Override,Establecer reemplazo de la pieza,Définir le remplacement de pièce,Impostare la sostituzione della parte,パーツのオーバーライドを設定,파트 재정의 설정,Definir substituição de parte,设置部件覆盖,设置部件覆盖,設定零件覆寫
Studio.MaterialManager.MaterialOptions.SetPartOverride,Set Part Override,Set Part Override,Establecer reemplazo de la pieza,Définir le remplacement de pièce,Impostare la sostituzione della parte,パーツのオーバーライドを設定,파트 재정의 설정,Definir substituição de parte,设置部件覆盖,设置部件覆盖,設定零件覆寫
Studio.MaterialManager.MaterialInformation.SetTerrainOverride,Set Terrain Override,Set Terrain Override,Establecer reemplazo del terreno,Définir le remplacement du terrain,Imposta la sostituzione del terreno,地形のオーバーライドを設定,지형 재정의 설정,Definir Substituição de terreno,设置地形覆盖,设置地形覆盖,設定地形覆寫
Studio.MaterialManager.MaterialOptions.SetTerrainOverride,Set Terrain Override,Set Terrain Override,Establecer reemplazo del terreno,Définir le remplacement du terrain,Imposta la sostituzione del terreno,地形のオーバーライドを設定,지형 재정의 설정,Definir Substituição de terreno,设置地形覆盖,设置地形覆盖,設定地形覆寫
Studio.MaterialManager.Materials.WaterMaterial,Water Material,Water Material,Material de agua,Matériau d'eau,Materiale Acqua,水素材,물 재질,Material de água,水材质,水材质,水材質
Studio.MaterialManager.MaterialInformation.SetOverride,Set Override,Set Override,Establecer reemplazo,Définir la substitution,Imposta Sostituisci,オーバーライドを設定,재정의 설정,Definir substituição,设置覆盖,设置覆盖,設定覆寫
Studio.MaterialManager.MaterialOptions.SetOverride,Set Override,Set Override,Establecer reemplazo,Définir la substitution,Imposta Sostituzione,オーバーライドを設定,재정의 설정,Definir substituição,设置覆盖,设置覆盖,設定覆寫
Studio.MaterialManager.MaterialOverrides.SetOverride,Set Override,Set Override,Establecer reemplazo,Définir la substitution,Imposta Sostituisci,オーバーライドを設定,재정의 설정,Definir substituição,设置覆盖,设置覆盖,設定覆寫
Studio.MaterialManager.MaterialOverrides.PartOverride,Part Override,Part Override,Reemplazo de pieza,Remplacer les pièces,Sostituzione Parte,パーツをオーバーライド,파트 재정의,Substituição de parte,部件覆盖,部件覆盖,零件覆寫
Studio.MaterialManager.Materials.LimestoneMaterial,Limestone Material,Limestone Material,Material de piedra caliza,Matériau calcaire,Materiale Calcareo,ライムストーン素材,석회암 재질,Material de calcário,石灰岩材质,石灰岩材质,石灰岩材質
Studio.MaterialManager.MaterialOverrides.TerrainOverride,Terrain Override,Terrain Override,Cambio de terreno,Remplacer le terrain,Sostituzione Terreno,地形を上書き,지형 재정의,Substituição de terreno,地形覆盖,地形覆盖,地形覆寫
Studio.MaterialManager.MaterialOverrides.MaterialOverride,Material Override,Material Override,Cambio de material,Substitution de matériel,Sostituzione Materiale,素材をオーバーライド,재질 재정의,Substituição de material,材质覆盖,材质覆盖,材質覆寫
Studio.MaterialManager.Materials.SlateVariant,Slate Variant,Slate Variant,Variante de pizarra,Variante de l'ardoise,Variante Tegola,スレートのバリエーション,슬레이트 변형,Variante de ardósia,石板变量,石板变量,板岩變種
Studio.MaterialManager.MaterialOverrides.None,None,None,Ninguno,Aucun,Nessuno,なし,없음,Nenhum(a),无,无,無
Studio.MaterialManager.MaterialOverrides.CreateNew,Create New,Create New,Crear Nuevo,Créer un nouveau,Crea nuovo,新規作成,새로 만들기,Criar novo,新建,新建,新建
Studio.MaterialManager.CreateDialog.EditVariant,Edit Variant,Edit Variant,Editar variante,Modifier la variante,Modifica Variante,バリエーションを編集,변형 편집,Editar variante,编辑变量,编辑变量,編輯變種
Studio.MaterialManager.CreateDialog.ErrorNoName,Name required,Name required,Nombre obligatorio,Nom requis,Nome necessario,名前が必要です,이름은 필수입니다,Nome obrigatório,必填名称,必填名称,需要名稱
Studio.MaterialManager.CreateDialog.ErrorBaseMaterialNotSelected,No Base Material selected,No Base Material selected,Ningún material base seleccionado,Aucun matériau de base sélectionné,Nessun materiale base selezionato,ベース材料が選択されていません,선택한 기본 재질이 없습니다,Nenhum material base selecionado,未选择基本材质,未选择基本材质,未選擇底部材質
Studio.MaterialManager.CreateDialog.ErrorNameExists,Name already exists,Name already exists,El nombre ya existe,Le nom existe déjà,Il nome esiste già,名前がすでに使われています,이름이 이미 존재합니다,Nome já existe,名称已存在,名称已存在,名稱已存在
