Studio.Debugger.Watch.DropdownFieldText,{NumFields:int} Scopes,{NumFields:int} Scopes,{NumFields:int} ámbitos,{NumFields:int} Domaines,{NumFields:int} portate,{NumFields:int} 範囲,{NumFields:int} 범위,{NumFields:int} Escopos, ,{NumFields:int} 域,{NumFields:int} 域,{NumFields:int} 範圍
Studio.Debugger.EditDebugpoint.ConditionPlaceholder,Enter condition(s),Enter condition(s),Insertar condiciones,Entrer les condition(s),Inserisci condizione/i,条件を入力,조건 입력,Insira condições, ,输入条件,输入条件,輸入條件
Studio.Debugger.Callstack.SourceColumn,Source,Source,Fuente,Source,Sorgente,ソース,소스,Fonte,Исходник,来源,来源,來源
Studio.Debugger.BreakpointsWindow.DeleteLogpoint,Delete Logpoint,Delete Logpoint,Eliminar punto de registro,Supprimer le point d'entrée,Elimina logpoint,ログポイントを削除,로그 지점 삭제,Excluir ponto de registro, ,删除日志点,删除日志点,刪除紀錄點
Studio.Debugger.Common.DeleteLogpoint,Delete Logpoint,Delete Logpoint,Eliminar punto de registro,Supprimer le point d'entrée,Elimina logpoint,ログポイントを削除,로그 지점 삭제,Excluir ponto de registro, ,删除日志点,删除日志点,刪除紀錄點
Studio.Debugger.BreakpointsWindow.LogMessageColumn,Log Message,Log Message,Mensaje de registro,Message du journal,Messaggio di registro,ログメッセージ,로그 메시지,Mensagens de registro, ,日志信息,日志信息,紀錄訊息
Studio.Debugger.EditDebugpoint.LogLabel,Log Message,Log Message,Mensaje de registro,Message de journal,Messaggio di registro,ログメッセージ,로그 메시지,Mensagens de registro, ,日志信息,日志信息,紀錄訊息
Studio.Debugger.BreakpointsWindow.ScriptColumn,Script,Script,Script,Script,Script,スクリプト,스크립트,Script, ,脚本,脚本,指令碼
Studio.Debugger.EditDebugpoint.Cancel,Cancel,Cancel,Cancelar,Annuler,Annulla,キャンセル,취소,Cancelar,Отмена,取消,取消,取消
Studio.Debugger.Watch.Local,Local,Local,Local,Local,Locale,ローカル,로컬,Local, ,本地,本地,本機
Studio.Debugger.EditDebugpoint.Save,Save,Save,Guardar,Sauvegarder,Salva,保存,저장,Salvar,Сохранить,保存,保存,儲存
Studio.Debugger.EditDebugpoint.EnabledLabel,isEnabled,isEnabled,isEnabled,isEnabled,èAbilitato,isEnabled,isEnabled,isEnabled,isEnabled,isEnabled,isEnabled,isEnabled
Studio.Debugger.EditDebugpoint.LogPlaceholder,Enter log message(s),Enter log message(s),Insertar mensajes de registro,Entrer le(s) message(s) du journal,Inserisci messaggio/i di registro,ログメッセージを入力,로그 메시지 입력,Insira mensagens de registro, ,输入日志信息,输入日志信息,輸入記錄訊息
Studio.Debugger.EditDebugpoint.LogTooltip,Log message will be displayed in Output widget when a Logpoint is hit.,Log message will be displayed in Output widget when a Logpoint is hit.,El mensaje de registro se mostrará en el widget de salida cuando se alcance un punto de registro.,Le message du journal s'affichera dans le widget de sortie lorsqu'un point de log est touché.,Il messaggio di registro verrà mostrato nel widget di Output quando viene colpito un logpoint.,ログメッセージは、Logpoint に達したときに出力ウィジェットで表示されます。,Logpoint에 도달하면 출력 위젯에 로그 메시지가 표시됩니다.,Mensagens de registro serão mostrada no widget de saída quando chegar a um Logpoint., ,当触发日志点时，日志信息将显示在输出控件中。,当触发日志点时，日志信息将显示在输出控件中。,擊中紀錄點時，輸出小工具將會顯示紀錄訊息。
Studio.Debugger.BreakpointsWindow.WindowName,Breakpoints,Breakpoints,Puntos de interrupción,Points de rupture,Breakpoint,ブレークポイント,중단점,Pontos de interrupção, ,断点,断点,斷點
Studio.Debugger.Common.DeleteSelected,Delete Selected,Delete Selected,Eliminar seleccionado,Supprimer la sélection,Elimina selezionato,選択範囲を削除,선택 항목 삭제,Excluir seleção,Удалить выбранное,删除选定项,删除选定项,刪除選取項目
Studio.Debugger.Watch.DataTypeColumn,Data Type,Data Type,Tipo de datos,Type de données,Tipo di dati,データタイプ,데이터 형식,Tipo de dado, ,数据类型,数据类型,資料類型
Studio.Debugger.BreakpointsWindow.LineColumn,Line,Line,Línea,Lignes,Riga,行,줄,Linha, ,行,行,行
Studio.Debugger.Callstack.LineColumn,Line,Line,Línea,Ligne,Riga,行,줄,Linha, ,行,行,行
Studio.Debugger.BreakpointsWindow.SourceLineColumn,Source Line,Source Line,Línea fuente,Ligne source,Riga sorgente,ソース行,소스 줄,Linha fonte, ,源行,源行,原始行
Studio.Debugger.Watch.AllScopes,All Scopes,All Scopes,Todos los ámbitos,Tous les champs,Tutte le portate,すべての範囲,모든 범위,Todos os escopos, ,所有域,所有域,所有範圍
Studio.Debugger.Watch.Upvalue,Upvalue,Upvalue,Upvalue,Upvalue,Valore su,Upvalue,Upvalue,Upvalue,Upvalue,上值,上值,外部區域變數
Studio.Debugger.Common.AddExpression,Add Expression,Add Expression,Añadir expresión,Ajouter expression,Aggiungi espressione,式を追加,식 추가,Adicionar expressão, ,添加表达式,添加表达式,新增運算式
Studio.Debugger.Watch.Global,Global,Global,Global,Globale,Globale,グローバル,전역,Global, ,全局,全局,全域
Studio.Debugger.Watch.VariablesTab,Variables,Variables,Variables,Variables,Variabili,変数,변수,Variáveis, ,变量,变量,變數
Studio.Debugger.Watch.WatchesTab,My Watches,My Watches,Mis inspecciones,Mes veilles,Le mie osservazioni,観察中,내 조사식,Minhas observações, ,我的监视,我的监视,我的監看
Studio.Debugger.Watch.NameColumn,Name,Name,Nombre,Nom ,Nome,名前,이름,Nome,Имя,名称,名称,名稱
Studio.Debugger.Common.stepIntoActionV2,Step Into,Step Into,Depurar paso a paso por instrucciones,Entrer dans,Entra,ステップイン,한 단계씩 실행,Step Into, ,单步跳入,单步跳入,逐步執行
Studio.Debugger.Watch.ExpressionColumn,Expression,Expression,Expresión,Expression,Espressione,式,식,Expressão, ,表达式,表达式,運算式
Studio.Debugger.Watch.ScopeColumn,Scope,Scope,Ámbito,Domaine,Portata,範囲,범위,Escopo, ,域,域,範圍
Studio.Debugger.Common.simulationResumeActionV2,Resume,Resume,Reanudar,Reprendre,Riprendi,再開,재개,Retomar,Возобновить,继续,继续,繼續
Studio.Debugger.Watch.ValueColumn,Value,Value,Valor,Valeur,Valore,値,값,Valor, ,值,值,值
Studio.Debugger.BreakpointsWindow.EnableLogpoint,Enable Logpoint,Enable Logpoint,Activar punto de registro,Activer le point d'entrée,Abilita logpoint,ログポイントを有効化,로그 지점 활성화,Ativar ponto de registro, ,启用日志点,启用日志点,啟用紀錄點
Studio.Debugger.Common.EnableLogpoint,Enable Logpoint,Enable Logpoint,Activar punto de registro,Activer le point d'entrée,Abilita logpoint,ログポイントを有効化,로그 지점 활성화,Ativar ponto de registro, ,启用日志点,启用日志点,啟用紀錄點
Studio.Debugger.Callstack.LayerColumn,Layer,Layer,Capa,Couche,Strato,層,레이어,Camada, ,层,层,層
Studio.Debugger.Callstack.FunctionColumn,Function,Function,Función,Fonction,Funzione,関数,함수,Função,Функция,函数,函数,函式
Studio.Debugger.BreakpointsWindow.DisableBreakpoint,Disable Breakpoint,Disable Breakpoint,Desactivar punto de interrupción,Désactiver le point de rupture,Disabilita breakpoint,ブレークポイントを無効化,중단점 비활성화,Desativar ponto de interrupção, ,停用断点,停用断点,停用斷點
Studio.Debugger.Common.DisableBreakpoint,Disable Breakpoint,Disable Breakpoint,Desactivar punto de interrupción,Désactiver point d'arrêt,Disabilita breakpoint,ブレークポイントを無効化,중단점 비활성화,Desativar ponto de interrupção, ,停用断点,停用断点,停用斷點
Studio.Debugger.Common.SelectAll,Select All,Select All,Seleccionar todo,Tout sélectionner,Seleziona tutto,すべて選択,모두 선택,Selecionar tudo,Выбрать все,全选,全选,全選
Studio.Debugger.BreakpointsWindow.EnableBreakpoint,Enable Breakpoint,Enable Breakpoint,Activar punto de interrupción,Activer le point d'arrêt,Abilita breakpoint,ブレークポイントを有効化,중단점 활성화,Ativar ponto de interrupção, ,启用断点,启用断点,啟用斷點
Studio.Debugger.Common.EnableBreakpoint,Enable Breakpoint,Enable Breakpoint,Activar punto de interrupción,Activer le point d'arrêt,Abilita breakpoint,ブレークポイントを有効化,중단점 활성화,Ativar ponto de interrupção, ,启用断点,启用断点,啟用斷點
Studio.Debugger.BreakpointsWindow.DeleteBreakpoint,Delete Breakpoint,Delete Breakpoint,Eliminar punto de interrupción,Supprimer le point de rupture,Elimina breakpoint,ブレークポイントを削除,중단점 삭제,Excluir ponto de interrupção, ,删除断点,删除断点,刪除斷點
Studio.Debugger.Common.DeleteBreakpoint,Delete Breakpoint,Delete Breakpoint,Eliminar punto de interrupción,Supprimer le point d’arrêt,Elimina breakpoint,ブレークポイントを削除,중단점 삭제,Excluir ponto de interrupção, ,删除断点,删除断点,刪除斷點
Studio.Debugger.Watch.GlobalTooltip,A global variable is accessible from multiple blocks of code following where it's declared if the blocks are within the same script,A global variable is accessible from multiple blocks of code following where it's declared if the blocks are within the same script,Una variable global es accesible desde varios bloques de código que sigue donde se declara si los bloques están dentro del mismo script,Une variable globale est accessible à partir de plusieurs blocs de code suivant où elle est déclarée si les blocs sont dans le même script,Una variabile globale è accessibile da più blocchi di codice dopo dove è dichiarata se i blocchi sono all'interno dello stesso script,グローバル変数は、ブロックが同じスクリプト内にある場合に宣言されたところで後に続く複数のコードブロックからアクセスできます,"전역 변수는 블록들이 동일한 스크립트 내에 있는 경우, 선언된 후 여러 코드 블록에서 액세스할 수 있습니다.",Uma variável global é acessível a partir de vários blocos de código seguindo onde é declarada se os blocos estão dentro do mesmo script, , , ,全域變數可以從多個程式碼區塊地宣告存取，只要區塊都屬於同一個指令碼中就可以
Studio.Debugger.BreakpointsWindow.EditLogpoint,Edit Logpoint,Edit Logpoint,Editar punto de registro,Modifier le point d'entrée,Modifica logpoint,ログポイントを編集,로그 지점 편집,Editar ponto de registro, ,编辑日志点,编辑日志点,編輯紀錄點
Studio.Debugger.Common.EditLogpoint,Edit Logpoint,Edit Logpoint,Editar punto de registro,Modifier le point d'entrée,Modifica logpoint,ログポイントを編集,로그 지점 편집,Editar ponto de registro, ,编辑日志点,编辑日志点,編輯紀錄點
Studio.Debugger.BreakpointsWindow.DisableLogpoint,Disable Logpoint,Disable Logpoint,Desactivar punto de registro,Désactiver le point d'entrée,Disabilita logpoint,ログポイントを無効化,로그 지점 비활성화,Desativar ponto de registro, ,停用日志点,停用日志点,停用紀錄點
Studio.Debugger.Common.DisableLogpoint,Disable Logpoint,Disable Logpoint,Desactivar punto de registro,Désactiver le point d'entrée,Disabilita logpoint,ログポイントを無効化,로그 지점 비활성화,Desativar ponto de registro, ,停用日志点,停用日志点,停用紀錄點
Studio.Debugger.Common.EditExpression,Edit Expression,Edit Expression,Añadir expresión,Modifier l’expression,Modifica espressione,式を編集,식 편집,Editar expressão, ,编辑表达式,编辑表达式,編輯運算式
Studio.Debugger.Common.stepOutActionV2,Step Out,Step Out,Salir de la depuración,Sortir,Esci,ステップアウト,단계 출력,Step Out, ,单步跳出,单步跳出,跳出
Studio.Debugger.Common.stepOverActionV2,Step Over,Step Over,Depurar paso a paso por procedimientos,Passer outre,Supera,ステップオーバー,단위 실행,Step Over, ,单步跳过,单步跳过,不進入
Studio.Debugger.BreakpointsWindow.AllColumns,All Columns,All Columns,Todas las columnas,Toutes les colonnes,Tutte le colonne,すべての列,모든 열,Todas as colunas, ,所有列,所有列,所有行
Studio.Debugger.Callstack.AllColumns,All Columns,All Columns,Todas las columnas,Toutes les colonnes,Tutte le colonne,すべての列,모든 열,Todas as colunas, ,所有列,所有列,所有行
Studio.Debugger.Callstack.DropdownButtonText,{NumFields:int} Columns,{NumFields:int} Columns,{NumFields:int} columnas,{NumFields:int} Colonnes,{NumFields:int} colonne,{NumFields:int} 列,{NumFields:int} 열,{NumFields:int} Colunas, ,{NumFields:int} 列,{NumFields:int} 列,{NumFields:int} 行
Studio.Debugger.Callstack.DropdownFieldText,{NumFields:int} Columns,{NumFields:int} Columns,{NumFields:int} columnas,{NumFields:int} Colonnes,{NumFields:int} colonne,{NumFields:int} 列,{NumFields:int} 열,{NumFields:int} Colunas, ,{NumFields:int} 列,{NumFields:int} 列,{NumFields:int} 行
Studio.Debugger.BreakpointsWindow.ContinueExecutionColumn,Continue Execution,Continue Execution,Continuar ejecución,Poursuivre l'exécution,Continua esecuzione,実行を続ける,계속 실행,Continuar execução, ,继续执行,继续执行,繼續執行
Studio.Debugger.BreakpointsWindow.GoToScript,Go To Script,Go To Script,Ir al script,Aller au script,Vai a script,スクリプトへ移動,스크립트로 이동,Ir para script,Перейти к скрипту,前往脚本,前往脚本,前往指令碼
Studio.Debugger.Common.GoToScript,Go To Script,Go To Script,Ir a Script,Aller sur Script,Vai a script,スクリプトへ移動,스크립트로 이동,Ir para script,Перейти к скрипту,前往脚本,前往脚本,前往指令碼
Studio.Debugger.BreakpointsWindow.DisableAll,Disable All Breakpoints,Disable All Breakpoints,Desactivar todos los puntos de interrupción,Désactiver tous les points de rupture,Disabilita tutti i breakpoint,すべてのブレークポイントを無効化,모든 중단점 비활성화,Desativar todos os pontos de interrupção, ,禁用所有断点,禁用所有断点,停用所有斷點
Studio.Debugger.BreakpointsWindow.DeleteAll,Delete All Breakpoints,Delete All Breakpoints,Eliminar todos los puntos de interrupción,Supprimer tous les points d’arrêt,Elimina tutti i breakpoint,すべてのブレークポイントを削除,모든 중단점 삭제,Excluir todos os pontos de interrupção, ,删除所有断点,删除所有断点,刪除所有斷點
Studio.Debugger.BreakpointsWindow.EnableAll,Enable All Breakpoints,Enable All Breakpoints,Activar todos los puntos de interrupción,Activer tous les points d'arrêt,Abilita tutti i breakpoint,すべてのブレークポイントを有効化,모든 중단점 활성화,Ativar todos os pontos de interrupção, ,启用所有断点,启用所有断点,啟用所有斷點
Studio.Debugger.Watch.FilterScopes,Filter variables by scope,Filter variables by scope,Filtrar variables por ámbito,Filtrer les variables par scope,Filtra le variabili per ambito,範囲で変数をフィルタ,범위로 변수 필터링,Filtrar variáveis por escopo, ,按范围筛选变量,按范围筛选变量,依範圍篩選變數
Studio.Debugger.Callstack.FrameColumnTooltip,The data associated with a single call to a function,The data associated with a single call to a function,Los datos asociados con una sola llamada a una función,Les données associées à un appel unique à une fonction,I dati associati a una singola chiamata a una funzione,関数への単一の呼び出しに関連付けられたデータ,함수에 대한 단일 호출에 연결된 데이터,Os dados associados com uma única chamada para uma função, ,与一个函数单次调用相关的数据,与一个函数单次调用相关的数据,與單一函式呼叫相關的資料
Studio.Debugger.Callstack.LayerColumnTooltip,The language that the script is written in,The language that the script is written in,El idioma en el que está escrito el script,Le langage dans lequel le script est écrit,Il linguaggio in cui lo script è scritto,スクリプトが書かれている言語,스크립트가 작성된 언어,O idioma em que o script foi escrito, ,脚本写入语言,脚本写入语言,指令碼的語言
Studio.Debugger.Callstack.FunctionColumnTooltip,The name of the function call associated with a frame,The name of the function call associated with a frame,El nombre de la llamada a función asociada con un fotograma,Le nom de l'appel de la fonction associée à une trame,Il nome della chiamata funzione associata a un frame,フレームに関連付けられた関数呼び出しの名前,프레임에 연결된 함수 호출의 이름,O nome da chamada funcional associada com um frame, ,与框架关联的函数调用名称,与框架关联的函数调用名称,與畫格相關的函式呼叫的名稱
Studio.Debugger.Callstack.LineColumnTooltip,The line number of the function call associated with a frame,The line number of the function call associated with a frame,El número de línea de la llamada a la función asociada con un fotograma,Le numéro de ligne de l'appel de fonction associé à un cadre,Il nome della chiamata funzione associata a un frame,フレームに関連付けられた関数呼び出しの行番号,프레임에 연결된 함수 호출의 줄 번호,O número da linha da função da chamada associada com um frame, ,与帧关联的函数调用的行数,与帧关联的函数调用的行数,與畫格相關的函式呼叫的行號
Studio.Debugger.Callstack.SourceColumnTooltip,The script where the function call of a frame originated,The script where the function call of a frame originated,El script donde se originó la llamada de función de un fotograma,Le script où la fonction appel d'une image est originaire,Lo script in cui ha origine la chiamata di una funzione di un frame,フレームの関数呼び出しの起源となるスクリプト,프레임의 함수 호출이 시작된 스크립트,O script onde a chamada da função de um frame foi originada, , , ,畫格函式呼叫的原始位置的指令碼
Studio.Debugger.BreakpointsWindow.LineColumnTooltip,The line number a breakpoint is on,The line number a breakpoint is on,El número de línea en el que está un punto de interrupción,Le numéro de ligne sur lequel un point de rupture est activé,Il numero di riga su cui è acceso un punto di interruzione,ブレークポイントがオンになっている行番号,중단점을 사용 중인 줄 번호,O número da linha onde está um ponto de interrupção, ,断点所在的行号,断点所在的行号,斷點所在的行號
Studio.Debugger.BreakpointsWindow.ScriptColumnTooltip,The script a breakpoint belongs to,The script a breakpoint belongs to,El script al que pertenece un punto de interrupción,Le script auquel appartient un point d'arrêt,Lo script a cui un breakpoint appartiene,ブレークポイントが所属するスクリプト,중단점이 속해 있는 스크립트,O script ao qual um ponto de interrupção pertence, , , ,斷點所屬的指令碼
Studio.Debugger.BreakpointsWindow.SourceLineColumnTooltip,The content of the line a breakpoint is on,The content of the line a breakpoint is on,El contenido de la línea en el que está un punto de interrupción,Le contenu de la ligne sur laquelle un point d'arrêt est activé,Il contenuto della riga su cui c'è il breakpoint,ブレークポイントがオンになっている行の内容,중단점을 사용 중인 줄의 콘텐츠,O conteúdo da linha onde um ponto de interrupção está, , , ,斷點所在的行的內容
Studio.Debugger.BreakpointsWindow.ConditionColumnTooltip,The condition that must be met for a breakpoint to be triggered,The condition that must be met for a breakpoint to be triggered,La condición que debe cumplirse para que se active un punto de interrupción,La condition qui doit être remplie pour qu'un point d'arrêt soit déclenché,La condizione che deve essere soddisfatta per attivare un breakpoint,ブレークポイントをトリガーするために満たさなければならない条件,중단점이 트리거되기 위해 충족되어야 하는 조건,A condição que deve ser satisfeita para que um ponto de interrupção seja acionado, , , ,斷點觸發需要滿足的條件
Studio.Debugger.BreakpointsWindow.LogMessageColumnTooltip,The message printed to the Output when a breakpoint is triggered,The message printed to the Output when a breakpoint is triggered,El mensaje impreso en la Salida cuando se activa un punto de interrupción,Le message affiché à la sortie lorsqu'un point d'arrêt est déclenché,Il messaggio stampato sull'uscita quando viene attivato un breakpoint,ブレークポイントがトリガーされたときに出力に表示されるメッセージ,중단점이 트리거될 때 출력에 인쇄되는 메시지,A mensagem impressa na saída quando um ponto de interrupção é acionado, , , ,斷點觸發時 Output 中出現的訊息
Studio.Debugger.BreakpointsWindow.ContinueExecutionColumnTooltip,Determines if execution will be paused when a breakpoint is hit,Determines if execution will be paused when a breakpoint is hit,Determina si la ejecución se pausa cuando se alcanza un punto de interrupción,Détermine si l'exécution sera suspendue lorsqu'un point d'arrêt est touché,Determina se l'esecuzione viene sospesa quando viene raggiunto un breakpoint,ブレークポイントがヒットしたときに実行を一時停止するかどうかを決定,중단점에 적중했을 때 실행의 일시 중지 여부를 결정,Determina se a execução será pausada quando um ponto de interrupção for atingido, , , ,決定斷點觸發時是否會停止執行
Studio.Debugger.Watch.NameColumnTooltip,The declared name of a variable,The declared name of a variable,El nombre declarado de una variable,Le nom déclaré d'une variable,Il nome dichiarato di una variabile,変数の宣言された名前,선언된 변수 이름,O nome declarado de uma variável, , , ,變數的宣告名稱
Studio.Debugger.Watch.ScopeColumnTooltip,The scope of a variable: where it can be “seen” and accessed,The scope of a variable: where it can be “seen” and accessed,El alcance de una variable: donde se puede "ver" y acceder,La portée d'une variable : où elle peut être « vue » et accessible,Ambito di applicazione di una variabile: dove può essere “visto” e accessibile,変数の範囲：「見る」ことができ、アクセスできる場合,변수의 범위: '볼 수 있고' 액세스할 수 있는 것,O escopo de uma variável: onde pode ser "vista" e acessada, , , ,變數的範圍：可以被「看見」和存取的地方
Studio.Debugger.Watch.ValueColumnTooltip,The current value of a variable,The current value of a variable,El valor actual de una variable,La valeur actuelle d'une variable,Il nome dichiarato di una variabile,変数の現在の値,변수의 현재 값,O valor atual de uma variável, , , ,變數目前的值
Studio.Debugger.Watch.DataTypeColumnTooltip,The data type of a variable,The data type of a variable,El tipo de datos de una variable,Le type de données d'une variable,Il nome dichiarato di una variabile,変数のデータ型,변수의 데이터 형식,O tipo de dado de uma variável, , , ,變數的資料類型
Studio.Debugger.Common.None,None,None,Ninguno,Aucun,Nessuno,なし,없음,Nenhum, , , ,無
Studio.Debugger.Watch.LocalTooltip,A local variable is accessible only within the block of code where it's declared,A local variable is accessible only within the block of code where it's declared,Una variable local es accesible solo dentro del bloque de código donde se declara,Une variable locale n'est accessible que dans le bloc de code où elle est déclarée,Una variabile locale è accessibile solo all'interno del blocco di codice dove è dichiarata,ローカル変数は宣言されたコードブロック内でのみアクセスできます,지역 변수는 선언된 코드 블록 내에서만 액세스할 수 있습니다.,Uma variável local é acessível somente dentro do bloco de código onde é declarada, , , ,局部變數只能在自己被宣告的程式碼區塊中存取
Studio.Debugger.Watch.UpvalueTooltip,An upvalue is a local variable that an inner function or loop uses,An upvalue is a local variable that an inner function or loop uses,Un valor Upvalue es una variable local utilizada por una función interna o bucle,Une valeur upvalue est une variable locale qu'une fonction ou une boucle interne utilise,Un valore aggiunto è una variabile locale che una funzione interna o un ciclo usa,upvalue は、内部関数かループが使用するローカル変数です。,Upvalue는 내부 함수 또는 루프에서 사용하는 지역 변수입니다.,Um upvalue é uma variável local que uma função interna ou um laço usam, , , ,Upvalue 是內部函數或迴圈使用的局部變數
Studio.Debugger.BreakpointsWindow.DeleteAllPopupText,Do you want to delete all breakpoints?,Do you want to delete all breakpoints?,¿Quieres eliminar todos los puntos de interrupción?,Veux-tu supprimer tous les points de rupture ?,Vuoi eliminare tutti i breakpoint?,すべてのブレークポイントを削除しますか？,모든 중단점을 삭제할까요?,Gostaria de excluir todos os pontos de interrupção?, , , ,要刪除所有斷點嗎？
Studio.Debugger.BreakpointsWindow.DeleteAllPopupYes,Yes,Yes,Sí,Oui,Sì,はい,예,Sim, ,是,是,是
Studio.Debugger.BreakpointsWindow.DeleteAllPopupNo,No,No,No,Non,No,いいえ,아니요,Não, ,否,否,否
