Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.Common.Action.Find,,,Find,Find,البحث,Suchen,Buscar,Rechercher,ढूँढें,Cari,Trova,探す,찾기,Znajdź,Localizar,Найти,ค้นหา,Bul,Tìm,查找,查找,尋找
Studio.Common.Action.Help,,,Help,Help,المساعدة,Hilfe,Ayuda,Aide,मदद करें,Bantuan,Guida,ヘルプ,도움말,Pomoc,Ajuda,Справка,ความช่วยเหลือ,Yardım,Trợ Giúp,帮助,帮助,說明
Studio.Common.Action.Home,,,Home,Home,الرئيسية,Start,Inicio,Accueil,होम,Beranda,Inizio,ホーム,홈,Strona główna,Início,Главная,หน้าหลัก,Ana Sayfa,Trang Chủ,首页,首页,首頁
Studio.Common.Action.Ignore,,,Ignore,Ignore,تجاهل,Ignorieren,Omitir,Ignorer,इग्नोर करें,Abaikan,Ignora,無視,무시,Ignoruj,Ignorar,Пропустить,ละเว้น,Yok say,Bỏ Qua,忽略,忽略,忽略
Studio.Common.Action.Insert,,,Insert,Insert,إدراج,Einfügen,Insertar,Insérer,डालें,Masukkan,Immetti,挿入,삽입,Wstaw,Inserir,Вставить,แทรก,Ekle,Chèn,插入,插入,插入
Studio.Common.Action.New,,,New,New,جديد,Neu,Nuevo,Nouveau,नया,Baru,Nuovo,新規,새로 만들기,Nowość,Novo,Новый,ใหม่,Yeni,Mới,新增,新增,新增
Studio.Common.Action.Next,,,Next,Next,التالي,Weiter,Siguiente,Suivant,आगे जाएँ,Lanjutkan,Avanti,次へ,다음,Dalej,Próximo,Далее,ถัดไป,Sonraki,Tiếp Theo,下一个,下一个,繼續
Studio.Common.Action.No,,,No,No,لا,Nein,No,Non,नहीं,Tidak,No,いいえ,아니요,Nie,Não,Нет,ไม่,Hayır,Không,否,否,否
Studio.Common.Action.OK,,,OK,OK,موافق,OK,Aceptar,OK,ठीक है,OK,OK,OK,확인,OK,OK,ОК,ตกลง,Tamam,OK,确认,确认,確定
Studio.Common.Action.Okay,,,Okay,Okay,حسنًا,OK,Aceptar,OK,ठीक है,Oke,Okay,OK,확인,OK,OK,ОК,ตกลง,Tamam,Đồng Ý,好的,好的,好
Studio.Common.Action.Open,,,Open,Open,فتح,Öffnen,Abrir,Ouvrir,खोलें,Buka,Apri,開く,열기,Otwórz,Abrir,Открыть,เปิด,Aç,Mở,打开,打开,開啟
Studio.Common.Action.Paste,,,Paste,Paste,لصق,Einfügen,Pegar,Coller,पेस्ट करें,Tempel,Incolla,貼り付け,붙여넣기,Wklej,Colar,Вставить,วาง,Yapıştır,Dán,粘贴,粘贴,貼上
Studio.Common.Action.Pause,,,Pause,Pause,إيقاف مؤقت,Pause,Pausar,Pause,रोकें,Jeda,Pausa,一時停止,일시 중지,Wstrzymaj,Pausar,Приостановить,หยุดชั่วคราว,Duraklat,Tạm Dừng,暂停,暂停,暫停
Studio.Common.Action.Play,,,Play,Play,تشغيل,Spielen,Jugar,Jouer,खेलें,Mainkan,Gioca,プレイ,플레이,Zagraj,Jogar,Воспроизвести,เล่น,Oynat,Chơi,开始游戏,开始游戏,開始
Studio.Common.Action.Previous,,,Previous,Previous,السابق,Zurück,Anterior,Précédent,पिछला,Sebelumnya,Precedente,前へ,이전,Wstecz,Anterior,Предыдущий,ก่อนหน้า,Önceki,Trước,上一个,上一个,上一步
Studio.Common.Action.Reload,,,Reload,Reload,إعادة تحميل,Erneut laden,Volver a cargar,Recharger,फिर से लोड करें,Reload,Ricarica,再読み込み,다시 불러오기,Wczytaj ponownie,Recarregar,Перезагрузить,โหลดอีกครั้ง,Yeniden yükle,Tải Lại,重新加载,重新加载,重新載入
Studio.Common.Action.Remove,,,Remove,Remove,إزالة,Entfernen,Eliminar,Supprimer,हटाएँ,Hapus,Rimuovi,削除,제거,Usuń,Remover,Удалить,ลบ,Kaldır,Bỏ,移除,移除,移除
Studio.Common.Action.Rename,,,Rename,Rename,إعادة التسمية,Umbenennen,Renombrar,Renommer,नाम बदलें,Ubah Nama,Rinomina,名前を変更,이름 변경,Zmień nazwę,Renomear,Переименовать,เปลี่ยนชื่อ,Yeniden adlandır,Đổi Tên,重命名,重命名,重新命名
Studio.Common.Action.Replace,,,Replace,Replace,استبدال,Ersetzen,Reemplazar,Remplacer,रीप्लेस करें,Ganti,Sostituisci,置き換え,바꾸기,Zamień,Substituir,Заменить,แทนที่,Değiştir,Thay Thế,替换,替换,取代
Studio.Common.Action.Resize,,,Resize,Resize,تغيير الحجم,Größe anpassen,Ajustar,Redimensionner,रीसाइज़ करें,Ubah Ukuran,Ridimensiona,サイズ変更,크기 조정,Zmień rozmiar,Dimensionar,Изменить размер,ปรับขนาด,Yeniden boyutlandır,Đổi Cỡ,缩放,缩放,調整大小
Studio.Common.Action.Retry,,,Retry,Retry,إعادة المحاولة,Erneut versuchen,Reintentar,Réessayer,फिर से कोशिश करें,Coba Lagi,Riprova,再試行,다시 시도,Spróbuj ponownie,Tentar novamente,Повтор,ลองอีกครั้ง,Tekrar dene,Thử Lại,重试,重试,重試
Studio.Common.Action.Save,,,Save,Save,حفظ,Speichern,Guardar,Enregistrer,सेव करें,Simpan,Salva,保存,저장,Zapisz,Salvar,Сохранить,บันทึก,Kaydet,Lưu,保存,保存,儲存
Studio.Common.Action.Select,,,Select,Select,تحديد,Auswählen,Seleccionar,Sélectionner,चुनें,Pilih,Seleziona,選択,선택,Wybierz,Selecionar,Выбрать,เลือก,Seç,Chọn,选择,选择,選擇
Studio.Common.Action.Share,,,Share,Share,مشاركة,Teilen,Compartir,Partager,शेयर करें,Bagikan,Condividi,シェア,공유,Udostępnij,Compartilhar,Поделиться,แชร์,Paylaş,Chia Sẻ,分享,分享,分享
Studio.Common.Action.Stop,,,Stop,Stop,إيقاف,Stoppen,Detener,Arrêter,रोकें,Berhenti,Interrompi,停止,중지,Zatrzymaj,Parar,Остановить,หยุด,Durdur,Dừng,停止,停止,停止
Studio.Common.Action.Yes,,,Yes,Yes,نعم,Ja,Sí,Oui,हाँ,Ya,Sì,はい,예,Tak,Sim,Да,ใช่,Evet,Có,是,是,是
Studio.Common.Action.Continue,,,Continue,Continue,متابعة,Fortfahren,Continuar,Continuer,जारी रखें,Lanjutkan,Continua,続ける,계속,Kontynuuj,Continuar,Продолжить,ดำเนินการต่อ,Devam,Tiếp Tục,继续,继续,繼續
Studio.Common.Action.Redo,,,Redo,Redo,إعادة التنفيذ,Wiederholen,Rehacer,Refaire,फिर से करें,Ulangi,Ripeti,やり直す,다시 실행,Ponów,Refazer,Вернуть,ทำใหม่,Yinele,Làm Lại,恢复,恢复,重做
Studio.Common.Action.Undo,,,Undo,Undo,تراجع,Rückgängig,Deshacer,Annuler,पहले जैसा करें,Urungkan,Annulla,取り消す,실행 취소,Cofnij,Desfazer,Отменить,ยกเลิก,Geri al,Hoàn Tác,撤消,撤消,復原
Studio.Common.Action.Update,,,Update,Update,تحديث,Aktualisieren,Actualizar,Mettre à jour,अपडेट करें,Update,Aggiorna,更新,업데이트,Aktualizuj,Atualizar,Обновить,อัปเดต,Güncelle,Cập Nhật,更新,更新,更新
Studio.Common.Action.Reset,,,Reset,Reset,إعادة تعيين,Zurücksetzen,Restablecer,Réinitialiser,रीसेट करें,Reset,Reimposta,再設定,재설정,Zresetuj,Reiniciar,Сбросить,รีเซ็ต,Sıfırla,Đặt Lại,重置,重置,重置
Studio.Common.Action.Fill,,,Fill,Fill,تعبئة,Füllen,Llenar,Remplir,भरें,Isi,Riempi,埋める,채우기,Wypełnij,Preencher,Заполнить,เติม,Doldur,Lấp Đầy,填充,填充,填滿
Studio.Common.Action.Goto,,,Goto,Goto,الانتقال إلى,Gehe zu,Ir a,Aller à,इस पर जाएँ,Buka,Vai a,別ページに移動,이동,Przejdź do,Ir para,Перейти,ไปที่,Git,Đi Đến,前往,前往,前往
Studio.Common.Action.Move,,,Move,Move,تحريك,Verschieben,Mover,Déplacer,मूव करें,Gerakkan,Sposta,移動,이동,Przenieś,Mover,Переместить,ย้าย,Taşı,Di Chuyển,移动,移动,移動
Studio.Common.Action.Rotate,,,Rotate,Rotate,تدوير,Drehen,Girar,Pivoter,रोटेट करें,Putar,Ruota,回転,회전,Obróć,Girar,Вращать,หมุน,Döndür,Xoay,旋转,旋转,旋轉
Studio.Common.Action.Error,,,Error,Error,خطأ,Fehler,Error,Erreur,गड़बड़ी,Eror,Errore,エラー,오류,Błąd,Erro,Ошибка,เกิดข้อผิดพลาด,Hata,Lỗi,错误,错误,錯誤
Studio.Common.Action.Height,,,Height,Height,الارتفاع,Höhe,Altura,Hauteur,ऊँचाई,Tinggi,Altezza,高さ,높이,Wysokość,Altura,Высота,ความสูง,Yükseklik,Chiều Cao,高度,高度,高度：
Studio.Common.Action.LabelWithColon1,,,%1:,%1:,%1:,%1:,%1:,%1 :,%1 :,%1:,%1:,%1:,%1:,%1:,%1:,%1:,%1:,%1:,%1:,%1,%1,%1：
Studio.Common.Action.Name,,,Name,Name,الاسم,Name,Nombre,Nom,नाम,Nama,Nome,名前,이름,Nazwa,Nome,Имя,ชื่อ,Ad,Tên,名称,名称,名稱
Studio.Common.Action.Search,,,Search,Search,بحث,Suchen,Buscar,Rechercher,सर्च करें,Cari,Cerca,サーチ,검색,Wyszukaj,Pesquisar,Поиск,ค้นหา,Ara,Tìm Kiếm,搜索,搜索,搜尋
Studio.Common.Action.Value,,,Value,Value,القيمة,Wert,Valor,Valeur,वैल्यू,Nilai,Valore,値,값,Wartość,Valor,Значение,ค่า,Değer,Giá Trị,值,值,值
Studio.Common.Action.Warning,,,Warning,Warning,تحذير,Warnung,Advertencia,Avertissement,वॉर्निंग,Peringatan,Attenzione,警告,경고,Ostrzeżenie,Aviso,Предупреждение,คำเตือน,Uyarı,Cảnh Báo,警告,警告,警告
Studio.Common.Action.Width,,,Width,Width,العرض,Breite,Ancho,Largeur,चौड़ाई,Lebar,Larghezza,幅,너비,Szerokość,Largura,Ширина,ความกว้าง,Genişlik,Chiều Rộng,宽度,宽度,寬度
Studio.Common.Action.Submit,,,Submit,Submit,إرسال,Absenden,Enviar,Soumettre,सबमिट करें,Kirim,Invia,送信,제출,Prześlij,Enviar,Завершить,ส่ง,Gönder,Gửi,提交,提交,提交
Studio.Common.Action.Install,,,Install,Install,تثبيت,Installieren,Instalar,Installer,इंस्टॉल करें,Instal,Installa,インストール,설치,Zainstaluj,Instalar,Установить,ติดตั้ง,Kur,Cài Đặt,安装,安装,安裝
Studio.Common.Action.Installed,,,Installed,Installed,تم التثبيت,Installiert,Instalado,Installé,इंस्टॉल किया गया,Diinstal,Installazione riuscita,インストール済み,설치됨,Zainstalowano,Instalado,Установлено,ติดตั้งแล้ว,Kuruldu,Đã Cài Đặt,已安装,已安装,已安裝
Studio.Common.Action.Loading,,,Loading...,Loading...,جارٍ التحميل...,Lädt ...,Cargando...,Chargement...,लोड हो रहा है...,Loading...,Caricamento...,読み込み中...,불러오는 중...,Wczytywanie...,Carregando...,Загрузка...,กำลังโหลด...,Yükleniyor...,Đang Tải...,正在加载...,正在加载...,正在載入……
Studio.Common.Action.Resume,,,Resume,Resume,استئناف,Fortsetzen,Reanudar,Reprendre,फिर से शुरू करें,Lanjutkan,Riprendi,再開,재개,Wznów,Retomar,Возобновить,เล่นต่อ,Sürdür,Tiếp Tục,继续,继续,繼續
Studio.Common.Action.Confirm,,,Confirm,Confirm,تأكيد,Bestätigen,Confirmar,Confirmer,कन्फ़र्म करें,Konfirmasi,Conferma,確定,확인,Potwierdź,Confirmar,Подтвердить,ยืนยัน,Onayla,Xác Nhận,确认,确认,確認
Studio.Common.Action.HideDetails,,,Hide Details,Hide Details,إخفاء التفاصيل,Details ausblenden,Ocultar detalles,Cacher les détails,जानकारी छिपाएँ,Sembunyikan Detail,Nascondi dettagli,詳細を非表示にする,세부 정보 숨기기,Ukryj szczegóły,Ocultar detalhes,Скрыть,ซ่อนรายละเอียด,Ayrıntıları gizle,Ẩn Chi Tiết,隐藏详情,隐藏详情,隱藏詳細資料
Studio.Common.Action.LearnMore,,,Learn More,Learn More,معرفة المزيد,Mehr erfahren,Aprende más,En savoir plus,ज़्यादा जानें,Pelajari Selengkapnya,Maggiori informazioni,もっと詳しく,더 알아보기,Dowiedz się więcej,Saiba mais,Подробнее,เรียนรู้เพิ่มเติม,Daha fazla bilgi edin,Tìm Hiểu Thêm,了解更多,了解更多,了解更多
Studio.Common.Action.SelectAll,,,Select All,Select All,تحديد الكل,Alles auswählen,Seleccionar todo,Tout sélectionner,सभी को चुनें,Pilih Semua,Seleziona tutto,すべて選択,모두 선택,Zaznacz wszystko,Selecionar tudo,Выбрать все,เลือกทั้งหมด,Tümünü seç,Chọn Tất Cả,全选,全选,全選
Studio.Common.Action.ShowDetails,,,Show Details,Show Details,عرض التفاصيل,Details anzeigen,Mostrar detalles,Afficher détails,जानकारी दिखाएँ,Tampilkan Detail,Mostra dettagli,詳細を表示,세부 정보 표시,Pokaż szczegóły,Exibir detalhes,Развернуть,แสดงรายละเอียด,Ayrıntıları göster,Hiển Thị Chi Tiết,显示详情,显示详情,顯示詳細資料
Studio.Common.Action.ReportBug,,,Report Bug,Report Bug,الإبلاغ عن خطأ,Fehler melden,Reportar error,Signaler un bug,बग की रिपोर्ट करें,Laporkan Bug,Segnala bug,バグを報告,버그 신고,Zgłoś błąd,Comunicar bug,Сообщить об ошибке,รายงานจุดบกพร่อง,Hata bildir,Báo Cáo Lỗi,回报问题,回报问题,舉報問題
Studio.Common.Action.SaveToRoblox,,,Save to Roblox,Save to Roblox,حفظ في Roblox,Auf Roblox speichern,Guardar en Roblox,Sauvegarder sur Roblox,Roblox पर सेव करें,Simpan ke Roblox,Salva su Roblox,Robloxに保存,Roblox에 저장,Zapisz na platformie Roblox,Salvar na Roblox,Сохранить в Roblox,บันทึกไปยัง Roblox,Roblox'a kaydet,Lưu vào Roblox,保存至 Roblox,保存至 Roblox,儲存到 Roblox
Studio.Common.Action.Accessory,,,Accessory,Accessory,إكسسوار,Accessoire,Accesorio,Accessoire,ऐक्सेसरी,Aksesori,Accessorio,アクセサリ,장신구,Akcesorium,Acessório,Аксессуар,ไอเท็มเสริม,Aksesuar,Phụ Kiện,配饰,配饰,飾品
Studio.Common.Action.Import,,,Import,Import,استيراد,Importieren,Importar,Importer,इंपोर्ट करें,Impor,Importa,インポート,가져오기,Importuj,Importar,Импортировать,นำเข้า,İçe aktar,Nhập,导入,导入,匯入
Studio.Common.Action.Rig,,,Rig,Rig,Rig,Rig,Rig,Rig,रिग,Rig,Rig,リグ,리그,Szkielet,Rig,,Rig,Düzenek,Khung Xương,骨架,骨架,骨架
Studio.Common.Action.Animation,,,Animation,Animation,الحركة,Animation,Animación,Animation,ऐनिमेशन,Animasi,Animazione,アニメーション,애니메이션,Animacja,Animação,Анимация,แอนิเมชัน,Animasyon,Hiệu Ứng Động,动画,动画,動畫
Studio.Common.Action.AvatarUnification,,,Avatar Unification,Avatar Unification,توحيد الأفاتار,Avatarvereinigung,Unificación de avatar,Unification de l'Avatar,अवतार यूनिफ़िकेशन,Penyatuan Avatar,Unificazione Avatar,アバターの統一,아바타 통합,Unifikacja awatarów,Unificação de avatar,,การรวมอวาตาร์,Avatar Birleştirme,Hợp Nhất Avatar,虚拟形象统一,虚拟形象统一,虛擬人偶統一
Studio.Common.Action.PublishToRobloxAs,,,Publish to Roblox As...,Publish to Roblox As...,النشر على Roblox باسم...,Auf Roblox veröffentlichen als ...,Publicar en Roblox como...,Publier sur Roblox comme...,Roblox पर इस रूप में पब्लिश करें...,Publikasikan ke Roblox sebagai...,Pubblicare su Roblox come...,名前をつけてRobloxに公開...,다른 이름으로 Roblox에 게시...,Opublikuj na platformie Roblox jako...,Publicar na Roblox como...,,เผยแพร่ไปยัง Roblox เป็น...,Roblox'ta farklı yayınla...,Đăng lên Roblox Dưới Dạng...,发布至 Roblox 为...,发布至 Roblox 为...,發佈至 Roblox 為……
Studio.Common.Action.SaveToRobloxAs,,,Save to Roblox As...,Save to Roblox As...,حفظ في Roblox باسم...,Auf Roblox speichern als ...,Guardar en Roblox como...,Sauvegarder sur Roblox...,Roblox पर इस रूप में सेव करें...,Simpan ke Roblox sebagai...,Salva su Roblox come...,名前をつけてRobloxに保存...,다른 이름으로 Roblox에 저장...,Zapisz na platformie Roblox jako...,Salvar na Roblox como...,,บันทึกไปยัง Roblox เป็น...,Roblox'a farklı kaydet...,Lưu vào Roblox Dưới Dạng...,保存至 Roblox 为...,保存至 Roblox 为...,儲存至 Roblox 為……
Studio.Common.Action.Preview,,,Setup,Setup,الإعداد,Einstellungen,Configurar,Configuration,सेटअप करें,Atur,Configura,設定,설정,Konfiguracja,Configuração,,การตั้งค่า,Tertip,Cài Đặt,设置,设置,設定
Studio.Common.Action.PauseCurrent,,,Pause Current,Pause Current,إيقاف مؤقت حالي,Aktuelle pausieren,Pausar actual,Pause actuelle,मौजूदा को रोकें,Jeda Saat Ini,Metti in pausa l'area corrente,現在の一時停止,현재 항목 일시 중지,Wstrzymaj bieżące,Pausar atual,,หยุดรายการปัจจุบันชั่วคราว,Mevcut ekranı duraklat,Tạm Dừng Workspace Hiện Tại,暂停当前操作,暂停当前操作,暫停目前
Studio.Common.Action.ResumeCurrent,,,Resume Current,Resume Current,استئناف حالي,Aktuelle fortsetzen,Reanudar actual,Reprendre ce qui est en cours,मौजूदा को फिर से शुरू करें,Lanjutkan Saat Ini,Riprendi area corrente,現在の再開,현재 항목 재개,Wznów bieżące,Retomar atual,,เล่นต่อรายการปัจจุบัน,Mevcut ekranı sürdür,Tiếp Tục Workspace Hiện Tại,继续当前操作,继续当前操作,繼續目前
Studio.Common.Action.PauseAllPhysics,,,Pause Physics: All,Pause Physics: All,إيقاف مؤقت للآثار الفيزيائية: الكل,Physik anhalten: Alle,Pausar física: Todo,Mettre en pause la physique: Tout,फ़िज़िक्स को रोकें : सभी,Jeda Fisika: Semua,Metti in pausa simulazioni fisiche: tutte,物理を一時停止: すべて,피직스 일시 중지: 전체,Wstrzymaj fizykę: Wszystkie,Pausar física: Todos,,หยุดฟิสิกส์ชั่วคราว: ทั้งหมด,Fiziği duraklat: Tümü,Tạm Dừng Vật Lý: Tất Cả,暂停物理模拟：全部,暂停物理模拟：全部,暫停物理：全部
Studio.Common.Action.PauseScripts,,,Pause Scripts,Pause Scripts,إيقاف النصوص البرمجية مؤقتًا,Skripte anhalten,Pausar scripts,Mettre en pause les scripts,स्क्रिप्ट्स को रोकें,Jeda Skrip,Metti in pausa script,スクリプトを一時停止,스크립트 일시 중지,Wstrzymaj skrypty,Pausar scripts,,หยุดสคริปต์ชั่วคราว,Betikleri duraklat,Tạm Dừng Kịch Bản,暂停脚本,暂停脚本,暫停指令碼
Studio.Common.Action.PauseCurrentPhysics,,,Pause Physics: Current,Pause Physics: Current,إيقاف مؤقت للآثار الفيزيائية: الحالي,Physik anhalten: Aktuell,Pausar física: Actual,Pause Physique: En cours,फ़िज़िक्स को रोकें : मौजूदा,Jeda Fisika: Saat Ini,Metti in pausa simulazioni fisiche: correnti,物理を一時停止: 現在,피직스 일시 중지: 현재,Wstrzymaj fizykę: Bieżące,Pausar física: Atual,,หยุดฟิสิกส์ชั่วคราว: ปัจจุบัน,Fiziği duraklat: Mevcut ekran,Tạm Dừng Vật Lý: Hiện Tại,暂停物理模拟：当前,暂停物理模拟：当前,暫停物理：目前
Studio.Common.Action.PauseCurrentClient,,,Pause Physics: Client,Pause Physics: Client,إيقاف مؤقت للآثار الفيزيائية: العميل,Physik anhalten: Client,Pausar física: Cliente,Mettre en pause la physique: Client,फ़िज़िक्स को रोकें : क्लाइंट,Jeda Fisika: Klien,Metti in pausa simulazioni fisiche: da client,物理を一時停止: クライアント,피직스 일시 중지: 클라이언트,Wstrzymaj fizykę: Klient,Pausar física: Cliente,,หยุดฟิสิกส์ชั่วคราว: ไคลเอนต์,Fiziği duraklat: İstemci,Tạm Dừng Vật Lý: Máy Khách,暂停物理模拟：客户端,暂停物理模拟：客户端,暫停物理：用戶端
Studio.Common.Action.PauseCurrentServer,,,Pause Physics: Server,Pause Physics: Server,إيقاف مؤقت للآثار الفيزيائية: الخادم,Physik anhalten: Server,Pausar física: Servidor,Mettre en pause la physique: Serveur,फ़िज़िक्स को रोकें : सर्वर,Jeda Fisika: Server,Metti in pausa simulazione fisica: da server,物理を一時停止: サーバー,피직스 일시 중지: 서버,Wstrzymaj fizykę: Serwer,Pausar física: Servidor,,หยุดฟิสิกส์ชั่วคราว: เซิร์ฟเวอร์,Fiziği duraklat: Sunucu,Tạm Dừng Vật Lý: Máy Chủ,暂停物理模拟：服务器,暂停物理模拟：服务器,暫停物理：伺服器
Studio.Common.Action.ResumeAllPhysics,,,Resume Physics: All,Resume Physics: All,استئناف الآثار الفيزيائية: الكل,Physik fortsetzen: Alle,Reanudar física: todo,Reprendre la physique: Tout,फ़िज़िक्स को फिर से शुरू करें : सभी,Lanjutkan Fisika: Semua,Riprendi simulazioni fisiche: tutte,物理学を再開: すべて,피직스 재개: 전체,Wznów fizykę: Wszystkie,Retomar física: Todos,,เล่นต่อฟิสิกส์: ทั้งหมด,Fiziği sürdür: Tümü,Tiếp Tục Vật Lý: Tất Cả,继续物理模拟：全部,继续物理模拟：全部,繼續物理：全部
Studio.Common.Action.ResumeScripts,,,Resume Scripts,Resume Scripts,استئناف النصوص البرمجية,Skripte fortsetzen,Reanudar scripts,Reprendre les scripts,स्क्रिप्ट्स को फिर से शुरू करें,Lanjutkan Skrip,Riprendi script,スクリプトを再開,스크립트 재개,Wznów skrypty,Retomar scripts,,เล่นต่อสคริปต์,Betikleri sürdür,Tiếp Tục Kịch Bản,继续脚本,继续脚本,繼續指令碼
Studio.Common.Action.ResumeCurrentPhysics,,,Resume Physics: Current,Resume Physics: Current,استئناف الآثار الفيزيائية: الحالي,Physik fortsetzen: Aktuell,Reanudar física: Actual,Resume Physics: En cours,फ़िज़िक्स को फिर से शुरू करें : मौजूदा,Lanjutkan Fisika: Saat Ini,Riprendi simulazioni fisiche: correnti,物理を再開: 現在,피직스 재개: 현재,Wznów fizykę: Bieżące,Retomar física: Atual,,เล่นต่อฟิสิกส์: ปัจจุบัน,Fiziği sürdür: Mevcut ekran,Tiếp Tục Vật Lý: Hiện Tại,继续物理模拟：当前,继续物理模拟：当前,繼續物理：目前
Studio.Common.Action.ResumeCurrentClient,,,Resume Physics: Client,Resume Physics: Client,استئناف الآثار الفيزيائية: العميل,Physik fortsetzen: Client,Reanudar física: Cliente,Reprendre la physique: Client,फ़िज़िक्स को फिर से शुरू करें : क्लाइंट,Lanjutkan Fisika: Klien,Riprendi simulazioni fisiche: da client,物理を再開: クライアント,피직스 재개: 클라이언트,Wznów fizykę: Klient,Retomar física: Cliente,,เล่นต่อฟิสิกส์: ไคลเอนต์,Fiziği sürdür: İstemci,Tiếp Tục Vật Lý: Máy Khách,继续物理模拟：客户端,继续物理模拟：客户端,繼續物理：用戶端
Studio.Common.Action.ResumeCurrentServer,,,Resume Physics: Server,Resume Physics: Server,استئناف الآثار الفيزيائية: الخادم,Physik fortsetzen: Server,Reanudar física: Servidor,Reprendre la physique: Serveur,फ़िज़िक्स को फिर से शुरू करें : सर्वर,Lanjutkan Fisika: Server,Riprendi simulazioni fisiche: da server,物理を再開: サーバー,피직스 재개: 서버,Wznów fizykę: Serwer,Retomar física: Servidor,,เล่นต่อฟิสิกส์: เซิร์ฟเวอร์,Fiziği sürdür: Sunucu,Tiếp Tục Vật Lý: Máy Chủ,继续物理模拟：服务器,继续物理模拟：服务器,繼續物理：伺服器
Studio.Common.Action.StepForwardPhysicsClient,,,Step Forward Physics: Client,Step Forward Physics: Client,خطوة للأمام للآثار الفيزيائية: العميل,Fortschritt der Physik: Client,Avance de la física: Cliente,Avancer étape physique : Client,फ़िज़िक्स को आगे बढ़ाएँ : क्लाइंट,Langkah Maju Fisika: Klien,Manda avanti simulazioni fisiche: da client,ステップ進行物理: クライアント,스텝 포워드 피직스: 클라이언트,Posuń fizykę o krok do przodu: Klient,Encaminhar física: Cliente,,Step Forward ฟิสิกส์: ไคลเอนต์,Fizikte ileri adım at: İstemci,Tiến Về Phía Vật lý: Máy Khách,推进物理模拟：客户端,推进物理模拟：客户端,逐步執行物理：用戶端
