Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.UserInputPlayback.PlaybackTabView.SecondsUnitAbbrevation,,,s,s,s,s,s,s,से.,d,s,秒,초,s,s,,วิ,sn.,giây,秒,秒,秒
Studio.UserInputPlayback.RecordTabView.DefaultRecordingName,,,Recording,Recording,التسجيل,Aufnahme,Grabando,Enregistrement,रिकॉर्ड किया जा रहा है,Rekaman,Registrazione,録画,녹화,Nagrywanie,Gravação,,การบันทึก,Kayıt,Bản Ghi,记录,记录,錄製
Studio.UserInputPlayback.PlaybackTabView.StatusMessageNotPlaying,,,Status: Not playing.,Status: Not playing.,الحالة: متوقف عن التشغيل.,Status: Keine Wiedergabe.,Estado: No está reproduciendo.,Statut : Ne joue pas.,स्टेटस : प्ले नहीं किया जा रहा है.,Status: Tidak memutar.,Stato: non in riproduzione.,状況: 再生していません。,상태: 플레이 중이 아닙니다.,Status: Nie odtworzono.,Status: Não está jogando.,,สถานนะ: ไม่ได้เล่น,Durum: Oynatılmıyor.,Trạng thái: Không phát.,状态：未游玩,状态：未游玩,狀態：未在重現。
Studio.UserInputPlayback.RecordTabView.RecordButtonStopRecording,,,Stop Recording,Stop Recording,إيقاف التسجيل,Aufnahme stoppen,Detener grabación,Arrêter l'enregistrement,रिकॉर्डिंग रोकें,Berhenti Merekam,Interrompi registrazione,録画停止,녹화 중지,Zatrzymaj nagrywanie,Parar gravação,,หยุุดการบันทึก,Kaydı durdur,Dừng Ghi,停止录制,停止录制,停止錄製
Studio.UserInputPlayback.PlaybackTabView.PlayButtonStop,,,Stop,Stop,إيقاف,Stoppen,Detener,Arrêter,रोकें,Berhenti,Stop,停止,중지,Zatrzymaj,Parar,,หยุด,Durdur,Dừng,停止,停止,停止
Studio.UserInputPlayback.RecordTabView.EmulationDeviceName,,,Name,Name,الاسم,Name,Nombre,Nom,नाम,Nama,Nome,名前,이름,Nazwa,Nome,,ชื่อ,Ad,Tên,名称,名称,名稱
Studio.UserInputPlayback.RecordTabView.StatusMessageRecording,,,Status: Recording...,Status: Recording...,الحالة: جارٍ التسجيل...,Status: Aufnahme ...,Estado: Grabando...,Statut : Enregistrement...,स्टेटस : रिकॉर्ड किया जा रहा है...,Status: Merekam...,Stato: registrazione in corso...,状況: 録画中...,상태: 녹화 중...,Status: Nagrywanie...,Status: Gravando...,,สถานะ: กำลังบันทึก...,Durum: Kaydediliyor...,Trạng thái: Đang ghi...,状态：录制中……,状态：录制中……,狀態：正在錄製……
Studio.UserInputPlayback.RecordTabView.ComputerEmulationDeviceOrientation,,,Default,Default,افتراضي,Standard,Predeterminado,Par défaut,डिफ़ॉल्ट,Default,Predefinito,デフォルト,기본값,Domyślne,Padrão,,ค่าเริ่มต้น,Varsayılan,Mặc Định,默认,默认,預設
Studio.UserInputPlayback.ChooseRecordingNamePopUp.CancelButtonName,,,Cancel,Cancel,إلغاء,Abbrechen,Cancelar,Annuler,कैंसिल करें,Batalkan,Annulla,キャンセル,취소,Anuluj,Cancelar,,ยกเลิก,İptal,Hủy Bỏ,取消,取消,取消
Studio.UserInputPlayback.PlaybackTabView.RecordingOrientation,,,Orientation,Orientation,الاتجاه,Ausrichtung,Orientación,Orientation,ओरिएंटेशन,Orientasi,Orientamento,向き,방향,Orientacja,Orientação,,การจัดวาง,Yön,Định Hướng,方向,方向,方向
Studio.UserInputPlayback.PlaybackTabView.StatusMessageDisabled,,,Status: Can't start playback now.,Status: Can't start playback now.,الحالة: لا يمكن بدء إعادة التشغيل الآن.,Status: Wiedergabe kann jetzt nicht gestartet werden.,Estado: No se puede iniciar la reproducción ahora.,Statut : Impossible de démarrer la lecture pour le moment.,स्टेटस : अभी प्लेबैक शुरू नहीं किया जा सकता.,Status: Tidak dapat memulai playback sekarang.,Stato: non è possibile avviare la riproduzione ora.,状況: 現在、再生を開始できません。,상태: 지금은 재생을 시작할 수 없습니다.,Status: Nie można teraz rozpocząć odtwarzania.,Status: Não é possível iniciar a reprodução agora.,,สถานะ: ไม่สามารถเริ่มการเล่นได้ในขณะนี้,Durum: Oynatma şu anda başlatılamıyor.,Trạng thái: Không thể bắt đầu phát ngay bây giờ.,状态：当前无法开始回放。,状态：当前无法开始回放。,狀態：現在無法開始重現。
Studio.UserInputPlayback.RecordTabView.FilterNameKeyboard,,,Keyboard,Keyboard,لوحة المفاتيح,Tastatur,Teclado,Clavier,कीबोर्ड,Keyboard,Tastiera,キーボード,키보드,Klawiatura,Teclado,,คีย์บอร์ด,Klavye,Bàn Phím,键盘,键盘,鍵盤
Studio.UserInputPlayback.RecordTabView.ResolutionPixelsName,,,px,px,بكسل,px,píx.,px,px,px,px,ピクセル,px,px,px,,px,px,px,px,px,px
Studio.UserInputPlayback.RecordTabView.RecordButtonRecord,,,Record...,Record...,تسجيل...,Aufnehmen...,Grabar...,Enregistrer...,रिकॉर्ड...,Rekam...,Registra...,録画...,녹화...,Nagraj...,Gravar...,,บันทึก...,Kaydet...,Ghi...,记录……,记录……,正在錄製……
Studio.UserInputPlayback.PlaybackTabView.FilterEventsLabel,,,Filter events:,Filter events:,فلترة الأحداث:,Ereignisse filtern:,Filtro de eventos:,Filtrer les événements :,इवेंट फ़िल्टर करें :,Filter peristiwa:,Filtra eventi:,イベントのフィルタ:,이벤트 필터링:,Filtruj zdarzenia:,Filtrar eventos:,,กรองอีเวนต์:,Olayları filtrele:,Lọc sự kiện:,筛选活动：,筛选活动：,篩選事件：
Studio.UserInputPlayback.PlaybackTabView.SelectInputDefaultText,,,Choose an item...,Choose an item...,اختر عنصرًا...,Wähle ein Element ...,Elige un elemento...,Choisir un item...,कोई आइटम चुनें...,Pilih item...,Scegli un articolo...,アイテムを選ぶ...,항목을 선택하세요...,Wybierz element...,Escolha um item...,,เลือกไอเท็ม...,Bir öğe seç...,Chọn một vật phẩm...,选择一个物品……,选择一个物品……,選擇項目……
Studio.UserInputPlayback.Plugin.Name,,,User Input Playback Tool,User Input Playback Tool,أداة إعادة تشغيل مدخلات المستخدم,Wiedergabetool für Benutzereingaben,Herramienta de reproducción de entrada de usuario,Outil de lecture des données de l'utilisateur,यूज़र इनपुट प्लेबैक टूल,Alat Playback Input Pengguna,Strumento di riproduzione dell'input dell'utente,ユーザー入力再生ツール,사용자 입력 재생 도구,Narzędzie do odtwarzania danych wejściowych użytkownika,Ferramenta de reprodução de entrada do usuário,,เครื่องมือการเล่นอินพุตผู้ใช้งาน,Kullanıcı Girişi Oynatma Aracı,Công Cụ Phát Lại Đầu Vào của Người Dùng,用户输入回放工具,用户输入回放工具,使用者輸入重現工具
Studio.UserInputPlayback.Plugin.Button,,,Playback Tool,Playback Tool,أداة إعادة التشغيل,Wiedergabetool,Herramienta de reproducción,Outil de lecture,प्लेबैक टूल,Alat Playback,Strumento di riproduzione,再生ツール,재생 도구,Narzędzie do odtwarzania,Ferramenta de reprodução,,เครื่องมือการเล่น,Oynatma Aracı,Công Cụ Phát Lại,回放工具,回放工具,重現工具
Studio.UserInputPlayback.PlaybackTabView.PlayFileLabel,,,Play file:,Play file:,تشغيل الملف:,Datei abspielen:,Reproducir archivo:,Jouer le fichier :,फ़ाइल प्ले करें :,Putar File:,Riproduci file:,ファイルを再生:,파일 플레이:,Odtwórz plik:,Reproduzir arquivo:,,ไฟล์การเล่น:,Dosyayı oynat:,Phát tệp:,游玩文件：,游玩文件：,重現檔案：
Studio.UserInputPlayback.PlaybackTabView.RecordingResolution,,,Resolution,Resolution,الدقة,Auflösung,Resolución,Résolution,रिज़ॉल्यूशन,Resolusi,Risoluzione,解像度,해상도,Rozdzielczość,Resolução,,ความละเอียด,Çözünürlük,Độ Phân Giải,分辨率,分辨率,解析度
Studio.UserInputPlayback.Plugin.RecordingTabTitle,,,Recording,Recording,التسجيل,Aufnahme,Grabando,Enregistrement,रिकॉर्ड किया जा रहा है,Rekaman,Registrazione,録画中,녹화 중,Nagrywanie,Gravando,,การบันทึก,Kayıt,Bản Ghi,记录,记录,錄製
Studio.UserInputPlayback.RecordTabView.FilterNameTouch,,,Touch input,Touch input,إدخال باللمس,Berührungseingabe,Entrada táctil,Entrée tactile,इनपुट टच करें,Input sentuhan,Input touch,タッチ入力,터치 입력,Dotykowe dane wejściowe,Entrada de toque,,อินพุตการสัมผัส,Dokunmatik giriş,Cảm ứng chạm,触控输入,触控输入,觸控輸入
Studio.UserInputPlayback.ChooseRecordingNamePopUp.EnterNameForRecordingMessage,,,Enter name for recording ({numBytes:int} bytes):,Enter name for recording ({numBytes:int} bytes):,أدخل اسمًا للتسجيل ({numBytes:int} بايت):,Namen für die Aufnahme eingeben ({numBytes:int} bytes):,Ingresa el nombre para la grabación ({numBytes:int} bytes):,Entrer le nom de l'enregistrement ({numBytes:int} octets) :,रिकॉर्डिंग के लिए नाम डालें ({numBytes:int} बाइट्स) :,Masukkan nama untuk rekaman ({numBytes:int} byte):,Inserisci il nome per la registrazione ({numBytes:int} byte):,録画の名前を入力 ({numBytes:int} バイト):,녹화 제목 입력({numBytes:int} 바이트):,Wprowadź nazwę nagrania ({numBytes:int} bajty(-ów)):,Insira o nome para a gravação ({numBytes:int} bytes):,,ใส่ชื่อสำหรับการบันทึก ({numBytes:int} ไบต์):,Kayıt için ad gir ({numBytes:int} bayt):,Nhập tên để ghi ({numBytes:int} byte):,输入名称以录制（{numBytes:int}字节）：,输入名称以录制（{numBytes:int}字节）：,輸入錄製名稱（{numBytes:int} 個字元）:
Studio.UserInputPlayback.Plugin.PlaybackTabTitle,,,Playback,Playback,إعادة التشغيل,Wiedergabe,Reproducción,Relecture,प्लेबैक,Playback,Riproduzione,再生,재생,Odtwarzanie,Reprodução,,การเล่น,Oynatma,Phát Lại,回放,回放,重現
Studio.UserInputPlayback.RecordTabView.StatusMessageShouldRecordOnGamePlayStart,,,"Status: Press Studio ""Play"" button to begin recording.","Status: Press Studio ""Play"" button to begin recording.","الحالة: اضغط على زر ""تشغيل"" في Studio لبدء التسجيل.","Status: Drücke die Studio-Taste ""Wiedergabe,"" um die Aufnahme zu starten.",Estado: Presiona el botón Reproducir de Studio para iniciar la grabación.,"Statut : Appuyer sur le bouton ""Play"" du Studio pour commencer l'enregistrement.","स्टेटस : रिकॉर्डिंग शुरू करने के लिए, Studio में ""प्ले"" बटन दबाएँ.","Status: Tekan tombol ""Putar"" di Studio untuk mulai merekam.","Stato: premi il pulsante ""Riproduci"" in Studio per avviare la registrazione.",状況: Studioの「プレイ」（再生）ボタンを押して録画を開始。,상태: Studio '재생' 버튼을 눌러 녹화를 시작하세요.,"Status: Naciśnij w Studio przycisk nagrywania, aby rozpocząć nagrywanie.","Status: Pressione o botão ""Jogar"" do Studio para começar a gravação.",,"สถานะ: กดปุ่ม ""เล่น"" Studio เพื่อเริ่มการบันทึก","Durum: Kaydetmeye başlamak için Studio'nun ""Oynat"" düğmesine bas.","Trạng thái: Nhấn nút ""Play"" (Phát) của Studio để bắt đầu ghi.",状态：按住 Studio “游玩”按钮开始录制。,状态：按住 Studio “游玩”按钮开始录制。,狀態：按下 Studio「開始」按鈕來開始錄製。
Studio.UserInputPlayback.ChooseRecordingNamePopUp.SaveButtonName,,,Save,Save,حفظ,Speichern,Guardar,Enregistrer,सेव करें,Simpan,Salva,保存,저장,Zapisz,Salvar,,บันทึก,Kaydet,Lưu,保存,保存,儲存
Studio.UserInputPlayback.PlaybackTabView.StatusMessagePlaying,,,Status: Playing...,Status: Playing...,الحالة: قيد التشغيل...,Status: Wiedergabe ...,Estado: Reproduciendo...,Statut : Lecture...,स्टेटस : प्ले किया जा रहा है...,Status: Memutar...,Stato: in riproduzione...,状況: 再生中…,상태: 플레이 중...,Status: Odtwarzanie...,Situação: Jogando...,,สถานะ: กำลังเล่น...,Durum: Oynatılıyor...,Trạng thái: Đang phát...,状态：游玩中……,状态：游玩中……,狀態：正在重現……
Studio.UserInputPlayback.PlaybackTabView.SetEmulationDeviceLabel,,,Set emulation device,Set emulation device,تعيين جهاز المحاكاة,Emulationsgerät einrichten,Establecer dispositivo de emulación,Définir le dispositif d'émulation,एम्युलेशन डिवाइस सेट करें,Atur perangkat emulasi,Imposta dispositivo di emulazione,仮想化デバイスを設定,에뮬레이션 기기 설정,Ustaw emulowane urządzenie,Definir dispositivo de emulação,,กำหนดอุปกรณ์การการจำลอง,Öykünme cihazı ayarla,Đặt thiết bị giả lập,设置仿真设备,设置仿真设备,設定模擬裝置
Studio.UserInputPlayback.RecordTabView.FilterNameMouseMove,,,Mouse move,Mouse move,حركة الفأرة,Mausbewegung,Movimiento del ratón,Déplacement de la souris,माउस मूव करें,Gerakan Mouse,Movimento del mouse,マウス動作,마우스 이동,Poruszenie myszą,Movimento do mouse,,การเคลื่อนไหวเมาส์,Fare harketi,Di chuyển chuột,鼠标移动,鼠标移动,滑鼠移動
Studio.UserInputPlayback.RecordTabView.EmulationDeviceResolution,,,Resolution,Resolution,الدقة,Auflösung,Resolución,Résolution,रिज़ॉल्यूशन,Resolusi,Risoluzione,解像度,해상도,Rozdzielczość,Resolução,,ความละเอียด,Çözünürlük,Độ Phân Giải,分辨率,分辨率,解析度
Studio.UserInputPlayback.PlaybackTabView.RecordingInfoLabel,,,Recording info:,Recording info:,معلومات التسجيل:,Aufnahmeinformationen:,Información de grabación:,Informations sur l'enregistrement :,रिकॉर्ड करने की जानकारी: -,Info rekaman:,Informazioni sulla registrazione:,録画情報:,녹화 정보:,Dane nagrania:,Informação de gravação:,,ข้อมูลการบันทึก:,Kayıt bilgisi:,Thông tin ghi âm:,记录信息：,记录信息：,錄製資訊：
Studio.UserInputPlayback.RecordTabView.FilterNameMouseClick,,,Mouse click,Mouse click,ضغطة الفأرة,Mausklick,Clic del ratón,Clic de souris,माउस क्लिक करें,Klik mouse,Clic del mouse,マウスクリック,마우스 클릭,Kliknięcie przyciskiem myszy,Clique do mouse,,การคลิกเมาส์,Fare tıklaması,Nhấp chuột,鼠标点按,鼠标点按,滑鼠按一下
Studio.UserInputPlayback.RecordTabView.CurrentRecordingDeviceLabel,,,Current recording device:,Current recording device:,جهاز التسجيل الحالي:,Aktuelles Aufnahmegerät:,Dispositivo de grabación actual:,Appareil d'enregistrement actuel :,मौजूदा रिकॉर्डिंग डिवाइस :,Perangkat perekaman saat ini:,Dispositivo di registrazione attuale:,現在の録音デバイス:,현재 녹화 기기:,Bieżące urządzenie nagrywające:,Dispositivo de gravação atual:,,อุปกรณ์การบันทึกปัจจุบัน:,Mevcut kayıt cihazı:,Thiết bị ghi hiện tại:,当前录制设备：,当前录制设备：,目前錄製裝置：
Studio.UserInputPlayback.PlaybackTabView.RecordingDuration,,,Duration,Duration,المدة,Dauer,Duración,Durée,अवधि,Durasi,Durata,時間,길이,Czas trwania,Duração,,ระยะเวลา,Süre,Thời Lượng,时长,时长,長度
Studio.UserInputPlayback.RecordTabView.StatusMessageDisabled,,,Status: Can't start recording now.,Status: Can't start recording now.,الحالة: يتعذّر بدء التسجيل الآن.,Status: Aufnahme kann jetzt nicht gestartet werden.,Estado: No se puede comenzar la grabación ahora.,Statut : Impossible de commencer à enregistrer maintenant.,स्टेटस : अभी रिकॉर्डिंग शुरू नहीं की जा सकती.,Status: Tidak dapat mulai merekam sekarang.,Stato: non è possibile avviare la registrazione ora.,状況: 現在、録画を開始できません。,상태: 지금은 녹화를 시작할 수 없습니다.,Status: Nie można teraz rozpocząć nagrywania.,Status: Não é possível começar a gravar agora.,,สถานะ: ไม่สามารถเริ่มการบันทึกได้ในขณะนี้,Durum: Kayıt şu anda başlatılamıyor.,Trạng thái: Không thể bắt đầu ghi ngay bây giờ.,状态：当前无法开始录制。,状态：当前无法开始录制。,狀態：現在無法開始錄製。
Studio.UserInputPlayback.RecordTabView.ComputerEmulationDeviceName,,,computer (default),computer (default),الكمبيوتر (افتراضي),Computer (Standard),computadora (por defecto),ordinateur (par défaut),कंप्यूटर (डिफ़ॉल्ट),komputer (default),computer (predefinito),パソコン（デフォルト）,컴퓨터(기본값),komputer (domyślne),computador (padrão),,คอมพิวเตอร์ (ค่าเริ่มต้น),bilgisayar (varsayılan),máy tính (mặc định),电脑（默认）,电脑（默认）,電腦（預設）
Studio.UserInputPlayback.RecordTabView.FilterNameGamepad,,,Gamepad,Gamepad,Gamepad,Gamepad,Control,Manette,गेमपैड,Gamepad,Gamepad,ゲームパッド,게임 패드,Kontroler,Controle,,เกมแพด,Oyun Kumandası,Bộ Điều Khiển Trò Chơi,手柄,手柄,手把
Studio.UserInputPlayback.RecordTabView.RecordButtonReadyToRecord,,,Ready to Record,Ready to Record,جاهز للتسجيل,Bereit zur Aufnahme,Listo para grabar,Prêt à enregistrer,रिकॉर्ड करने के लिए तैयार,Siap Merekam,Pronto per la registrazione,録画準備完了,녹화 준비 완료,Gotowość do nagrywania,Pronto para gravar,,พร้อมบันทึก,Kayda hazır,Sẵn Sàng Ghi,录制准备就绪,录制准备就绪,錄製就緒
