Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.FileSync.Labels.LastExport,,,Last Export:,Last Export:,آخر تصدير:,Letzter Export:,Última exportación:,Dernière exportation :,पिछला एक्सपोर्ट :,Ekspor Terakhir:,Ultima esportazione:,最終エクスポート:,마지막 내보내기:,Ostatni eksport:,Última exportação:,,ส่งออกล่าสุด:,Son dışa aktarım:,Lần Xuất Gần Đây Nhất:,上次导出：,上次导出：,上次匯出：
Studio.FileSync.Labels.LastImport,,,Last Import:,Last Import:,آخر استيراد:,Letzter Import:,Última importación:,Dernière importation :,पिछला इंपोर्ट :,Impor Terakhir:,Ultima importazione:,最終インポート:,마지막 가져오기:,Ostatni import:,Última importação:,,นำเข้าล่าสุด:,Son içe aktarım:,Lần Nhập Gần Đây Nhất:,上次导入：,上次导入：,上次匯入：
Studio.FileSync.Labels.Connections,,,Connections,Connections,جهات التواصل,Verbindungen,Conexiones,Connexions,कनेक्शंस,Koneksi,Connessioni,接続,연결,Połączenia,Conexões,,การเชื่อมต่อ,Bağlantılar,Kết Nối,联系人,联系人,連線
Studio.FileSync.Labels.Settings,,,Settings,Settings,الإعدادات,Einstellungen,Configuración,Paramètres,सेटिंग्स,Pengaturan,Impostazioni,設定,설정,Ustawienia,Configurações,,การตั้งค่า,Ayarlar,Cài Đặt,设置,设置,設定
Studio.FileSync.KeyboardShortcuts.Import,,,F6,F6,F6,F6,F6,F6,F6,F6,F6,F6,F6,F6,F6,,F6,F6,F6,F6,F6,F6
Studio.FileSync.Labels.AutoImport,,,Auto Import before Playtest,Auto Import before Playtest,الاستيراد التلقائي قبل اختبار اللعب,Automatischer Import vor Spieltest,Importación automática antes de Playtest,Importation automatique avant Playtest,प्लेटेस्ट से पहले ऑटो इंपोर्ट करें,Impor Otomatis sebelum Playtest,Importa automaticamente prima del test di giocabilità,プレイテスト前に自動インポート,플레이테스트 전에 자동 가져오기,Automatyczny import przed playtestem,Importação automática antes do teste de jogo,,นำเข้าอัตโนมัติก่อนการทดลองเล่น,Oynanış testinden önce otomatik olarak içe aktar,Tự Động Nhập trước khi Chơi Thử Nghiệm,试玩前自动导入,试玩前自动导入,試玩前自動匯入
Studio.FileSync.Labels.LocalDirectory,,,Local Directory,Local Directory,الدليل المحلي,Lokales Verzeichnis,Directorio local,Répertoire local,लोकल डायरेक्ट्री,Direktori Lokal,Directory locale,ローカルディレクトリ,로컬 디렉터리,Katalog lokalny,Pasta local,,ไดเรกเทอรีภายใน,Yerel Dizin,Thư Mục Cục Bộ,本地目录,本地目录,本機目錄
Studio.FileSync.Errors.FileSyncError,,,Script Sync Error,Script Sync Error,خطأ في مزامنة النص البرمجي,Skript-Synchronisierungsfehler,Error al sincronizar el script,Erreur de synchronisation de script,स्क्रिप्ट सिंक करने में गड़बड़ी,Eror Sinkronisasi Skrip,Errore di sincronizzazione script,スクリプト同期エラー,스크립트 동기화 오류,Błąd synchronizacji skryptu,Erro de sincronização de script,,เกิดข้อผิดพลาดในการซิงค์สคริปต์,Betik Senkronizasyonu Hatası,Lỗi Đồng Bộ Hóa Kịch Bản,脚本同步错误,脚本同步错误,指令碼同步發生錯誤
Studio.FileSync.Labels.Place,,,Place,Place,المكان,Ort,Lugar,Lieu,प्लेस,Tempat,Posto,プレース,플레이스,Miejsce,Local,,สถานที่,Mekân,Địa Điểm,场景,场景,地點
Studio.FileSync.Labels.SelectFolder,,,Select Folder,Select Folder,تحديد مجلد,Ordner auswählen,Seleccionar carpeta,Sélectionner dossier,फ़ोल्डर चुनें,Pilih Folder,Seleziona cartella,フォルダを選択,폴더 선택,Zaznacz folder,Selecionar pasta,,เลือกโฟลเดอร์,Klasör seç,Chọn Thư Mục,选择文件夹,选择文件夹,選擇資料夾
Studio.FileSync.Buttons.Ok,,,Ok,Ok,موافق,OK,Aceptar,Ok,ठीक है,Oke,Ok,了解,확인,OK,OK,,ตกลง,Tamam,OK,确定,确定,確定
Studio.FileSync.Status.StudioChanges.MainText,,,Your Local Files are Out of Date,Your Local Files are Out of Date,ملفاتك المحلية قديمة,Deine lokalen Dateien sind veraltet,Tus archivos locales están obsoletos,Vos fichiers locaux sont périmés,आपकी लोकल फ़ाइलें पुरानी हैं,File Lokal Sudah Kedaluwarsa,I tuoi file locali non sono aggiornati,ローカルファイルが最新ではありません,로컬 파일이 최신 상태가 아닙니다,Pliki lokalne są nieaktualne,Seus arquivos locais estão desatualizados,,ไฟล์ในเครื่องของคุณล้าสมัยแล้ว,Yerel dosyaların güncel değil,Các Tệp Cục Bộ Của Bạn Đã Cũ,你的本地文件已过期,你的本地文件已过期,您的本機檔案已過時
Studio.FileSync.Errors.ExportFailure,,,Failed Export,Failed Export,فشل التصدير,Export fehlgeschlagen,Error de exportación,Échec de l'exportation,एक्सपोर्ट नहीं किया जा सका,Ekspor Gagal,Esportazione non riuscita,失敗したエクスポート,내보내기 실패,Nie udało się wyeksportować,Falha na exportação,,ส่งออกไม่สำเร็จ,Dışa aktarma başarısız,Không Xuất Được,导出失败,导出失败,匯出失敗
Studio.FileSync.Successes.ExportSuccess,,,Successfully Exported,Successfully Exported,تم التصدير بنجاح,Erfolgreich exportiert,Exportado correctamente,Exporté avec succès,एक्सपोर्ट किया गया,Berhasil Diekspor,Esportazione completata,エクスポート完了,내보내기 완료,Wyeksportowano,Exportado com sucesso,,ส่งออกสำเร็จแล้ว,Başarıyla dışa aktarıldı,Đã Xuất Thành Công,已成功导出,已成功导出,匯出成功
Studio.FileSync.Successes.ImportSuccess,,,Successfully Imported,Successfully Imported,تم الاستيراد بنجاح,Erfolgreich importiert,Importado correctamente,Importé avec succès,इंपोर्ट हो गया है,Berhasil Diimpor,Importazione completata,インポート完了,가져오기 완료,Zaimportowano,Importado com sucesso,,นำเข้าสำเร็จแล้ว,Başarıyla içe aktarıldı,Đã Nhập Thành Công,已成功导入,已成功导入,匯入成功
Studio.FileSync.DateTime.At,,, at, at, في, bei, en, à,इस समय पर, pada, alle, 日時, 시간:,data/godz., em,, เวลา, saat, lúc,，时间为,，时间为,於
Studio.FileSync.KeyboardShortcuts.Export,,,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,F2,,F2,F2,F2,F2,F2,F2
Studio.FileSync.Status.NoChanges.MainText,,,All Instances are Up to Date,All Instances are Up to Date,جميع الحالات مُحدَّثة,Alle Instanzen sind auf dem neuesten Stand,Todas las instancias están actualizadas,Toutes les instances sont à jour,सभी इंस्टेंस अप-टू-डेट हैं,Semua Instance Sudah Terkini,Tutte le istanze sono aggiornate,すべてのインスタンスは最新の状態です,모든 인스턴스가 최신 상태입니다,Wszystkie instancje są aktualne,Todas as Instâncias estão atualizadas,,อินสแตนซ์ทั้งหมดอัปเดตแล้ว,Tüm örnekler güncel,Tất Cả Các Phiên Bản Đã Cũ,所有实例均为最新,所有实例均为最新,所有個體皆為最新狀態
Studio.FileSync.Status.LocalChanges.SubText,,,"To resolve, import your local changes","To resolve, import your local changes",لحل المشكلة، قم باستيراد تغييراتك المحلية,"Importiere deine lokalen Änderungen, um das Problem zu beheben","Para resolver, importa tus cambios locales","Pour résoudre, importe tes modifications locales","इसे हल करने के लिए, अपने लोकल बदलाव इंपोर्ट करें","Untuk menyelesaikan masalah, impor perubahan lokal","Per risolvere il problema, importa le modifiche locali",解決するにはローカルでの変更をインポートします,해결하려면 로컬의 변경 사항을 가져오세요,"Aby rozwiązać problem, zaimportuj zmiany lokalne","Para resolver, importe suas alterações locais",,หากต้องการแก้ไข นำเข้าการเปลี่ยนแปลงในเครื่องของคุณ,Çözmek için yerel değişikliklerini içe aktar,"Để khắc phục, hãy nhập các thay đổi cục bộ của bạn",要解决此问题，请导入本地更改,要解决此问题，请导入本地更改,若要解決問題，請匯入您的本機變更
Studio.FileSync.Status.StudioChanges.SubText,,,"To resolve, export changes from Studio","To resolve, export changes from Studio",لحل المشكلة، قم بتصدير التغييرات من Studio,"Exportiere die Änderungen aus Studio, um das Problem zu beheben","Para resolver, exporta los cambios de Studio","Pour résoudre, exporte les modifications de Studio","इसे हल करने के लिए, Studio से बदलाव एक्सपोर्ट करें","Untuk menyelesaikan masalah, ekspor perubahan dari Studio","Per risolvere il problema, esporta le modifiche da Studio",解決するにはStudioから変更をエクスポートします,해결하려면 Studio의 변경 사항을 내보내세요,"Aby rozwiązać problem, wyeksportuj zmiany ze Studio","Para resolver, exporte as alterações do Studio",,หากต้องการแก้ไข ส่งออกการเปลี่ยนแปลงจาก Studio,Çözmek için değişiklikleri Studio'dan dışa aktar,"Để khắc phục, hãy xuất các thay đổi từ Studio",要解决此问题，请从 Studio 导出更改,要解决此问题，请从 Studio 导出更改,若要解決問題，請匯入 Studio 變更
Studio.FileSync.Status.BothChanges.MainText,,,Studio and Local Files Have Changes,Studio and Local Files Have Changes,توجد تغييرات في Studio والملفات المحلية,Studio- und lokale Dateien enthalten Änderungen,Los archivos de Studio y locales tienen cambios,Les fichiers studio et locaux ont été modifiés,Studio और लोकल फ़ाइलों में बदलाव हैं,Terdapat Perubahan di File Lokal dan Studio,Studio e i file locali hanno subito delle modifiche,Studioとローカルファイルに変更がありあります,Studio 및 로컬 파일이 변경되었습니다,W aplikacji Studio i w plikach lokalnych są zmiany,Arquivos do Studio e arquivos locais têm mudanças,,Studio และไฟล์ในเครื่องได้เปลี่ยนแปลงแล้ว,Studio ve yerel dosyalar değişti,Studio Và Tệp Cục Bộ Có Thay Đổi,Studio 和本地文件有更改,Studio 和本地文件有更改,Studio 和本機檔案已變更
Studio.FileSync.Status.BothChanges.SubText,,,"To resolve, export or import your changes. Data loss may occur.","To resolve, export or import your changes. Data loss may occur.",لحل المشكلة، قم بتصدير أو استيراد التغييرات. قد يؤدي ذلك إلى فقدان البيانات.,"Exportiere oder importiere deine Änderungen, um das Problem zu beheben. Es kann zu Datenverlust kommen.","Para resolver, exporta o importa tus cambios. Puede que se produzcan pérdidas de datos.","Pour résoudre, exporter ou importer vos modifications. Une perte de données peut se produire.","समस्या हल करने के लिए, अपने बदलावों को इंपोर्ट या एक्सपोर्ट करें. इसमें डेटा का नुकसान हो सकता है.","Untuk menyelesaikan masalah, ekspor atau impor perubahan. Kehilangan data dapat terjadi.","Per risolvere il problema, esporta o importa le modifiche. Potrebbe verificarsi una perdita di dati.",解決するには変更内容をエクスポートまたはインポートします。データ損失が起きる可能性があります。,해결하려면 변경 사항을 내보내거나 가져오세요. 데이터 손실이 발생할 수 있습니다.,"Aby rozwiązać problem, wyeksportuj lub zaimportuj zmiany. Może dojść do utraty danych.","Para resolver, exporte ou importe suas alterações. Pode ocorrer perda de dados.",,"หากต้องการแก้ไข, นำเข้า หรือส่งออกการเปลี่ยนแปลงของคุณ อาจเกิดการสูญหายของข้อมูล",Çözmek için değişikliklerini içe ya da dışa aktar. Veri kaybı yaşanabilir.,"Để khắc phục, hãy xuất hoặc nhập các thay đổi của bạn. Tình trạng mất dữ liệu có thể xảy ra.",要解决此问题，请导出或导入更改。可能会发生数据丢失。,要解决此问题，请导出或导入更改。可能会发生数据丢失。,若要解決問題，請匯出或匯入您的變更。資料可能會流失。
