Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.LayeredClothingEditor.Editor.CageGenerate,,,Cage Generate,Cage Generate,إنشاء قفص,Cage generieren,Generar jaula,Générer cage,केज जेनरेट करें,Pembuatan Cage,Genera cage,ケージ作成,케이지 생성,Generowanie obramowania,Gerar gaiola,,การสร้าง Cage,Kafes Oluştur,Tạo Khung,围笼生成,围笼生成,圍籠生成
Studio.LayeredClothingEditor.Editor.LatticeTool,,,Lattice Tool,Lattice Tool,أداة الشبكة,Gitter-Tool,Herramienta de Enrejado,Outil de treillis,लैटिस टूल,Lattice Tool,Strumento Reticolo,格子ツール,격자 도구,Narzędzie Kratownica,Ferramenta treliça,,เครื่องมือโครงตาข่าย,Kafes Aracı,Công Cụ Khung Lưới,栅格工具,栅格工具,格紋工具
Studio.LayeredClothingEditor.Editor.RingTool,,,Ring Tool,Ring Tool,أداة الحلقة,Ring-Tool,Herramienta de Anillo,Outil d'anneau,रिंग टूल,Ring Tool,Strumento Cerchio,リングツール,링 도구,Narzędzie Pierścień,Ferramenta anel,,เครื่องมือวงแหวน,Halka Aracı,Công Cụ Vòng Tròn,环形工具,环形工具,圓環工具
Studio.LayeredClothingEditor.Editor.PointTool,,,Point Tool,Point Tool,أداة النقطة,Punktwerkzeug,Herramienta de Punto,Outil de point,पॉइंट टूल,Point Tool,Strumento Punto,ポイントツール,지점 도구,Narzędzie Punkt,Ferramenta de ponto,,Point Tool,Nokta Aracı,Công Cụ Điểm,点工具,点工具,指定工具
Studio.LayeredClothingEditor.Editor.Reset,,,Reset,Reset,إعادة تعيين,Zurücksetzen,Restablecer,Réinitialiser,रीसेट करें,Reset,Reimposta,再設定,재설정,Zresetuj,Redefinir,,รีเซ็ต,Sıfırla,Đặt Lại,重置,重置,重置
Studio.LayeredClothingEditor.Editor.MeshPartMode,,,"Move, rotate, and scale MeshPart to adjust fitting.","Move, rotate, and scale MeshPart to adjust fitting.",حرِّك MeshPart وقم بتدويره وتغيير حجمه لضبط المقاس.,"Verschiebe, drehe und skaliere MeshPart, um die Passform anzupassen.","Mueve, gira y escala MeshPart para ajustarse.","Déplacer, pivoter et redimensionner MeshPart pour ajuster.","फ़िटिंग को एडजस्ट करने के लिए MeshPart को मूव, रोटेट और स्केल करें.","Gerakkan, putar, dan skalakan MeshPart untuk menyesuaikan pemasangan.","Sposta, ruota e ridimensiona MeshPart per adattarlo.",フィッティング調整のための MeshPart の移動、回転、スケール。,"MeshPart를 이동, 회전, 스케일해 맞춤을 조정합니다.","Przenoś, obracaj i skaluj elementy MeshPart, aby uzyskać lepsze dopasowanie.","Move, rotaciona e redimensiona MeshPart para ajustar ao ajuste.",,"ย้าย, หมุน และปรับขนาด MeshPart เพื่อปรับการทดลองความพอดี","Giydirmeyi ayarlamak için MeshPart'ı taşı, döndür ve ölçeklendir.","Di chuyển, xoay và điều chỉnh kích thước của MeshPart để điều chỉnh mẫu thử.",移动，旋转与缩放 MeshPart 来调整适应度。,移动，旋转与缩放 MeshPart 来调整适应度。,移動、旋轉及縮放 MeshPart，調整合身度。
Studio.LayeredClothingEditor.Select.Prompt,,,Click the part you want to become the accessory.,Click the part you want to become the accessory.,اضغط على الجزء الذي تريده أن يصبح الإكسسوار.,"Klicke auf das Teil, das zum Accessoire werden soll.",Haz clic en la pieza que quieres que se transforme en accesorio.,Cliquer sur la partie dont tu souhaites faire un accessoire.,उस MeshPart पर क्लिक करें जिसे आपको ऐक्सेसरी बनानी है.,Klik komponen yang ingin kamu jadikan aksesori.,Clicca sulla parte che vuoi far diventare un accessorio.,アクセサリにしたいパーツをクリック。,장신구가 될 파트를 클릭하세요.,"Kliknij część, którą chcesz zmienić w akcesorium.",Clique na parte que você quer que se torne um acessório.,,คลิกส่วนประกอบที่คุณต้องการให้กลายเป็นไอเท็มเสริม,Aksesuar olmak istediğin parçaya tıkla.,Nhấp vào bộ phận bạn muốn dùng làm phụ kiện.,点按你想作为配饰的部件。,点按你想作为配饰的部件。,點選想要成為飾品的零件。
Studio.LayeredClothingEditor.Select.Part,,,Part:,Part:,الجزء:,Teil:,Pieza:,Partie :,पार्ट :,Komponen:,Parte:,パーツ:,파트:,Część:,Parte:,,ส่วนประกอบ:,Parça:,Bộ Phận:,部件：,部件：,零件：
Studio.LayeredClothingEditor.Select.LoseChanges,,,You have unpublished changes on the previous item. You will lose those changes if you select this new item. Proceed?,You have unpublished changes on the previous item. You will lose those changes if you select this new item. Proceed?,لديك تغييرات غير منشورة على العنصر السابق. ستفقد هذه التغييرات إذا حددت هذا العنصر الجديد. هل تريد المتابعة؟,"Du hast unveröffentlichte Änderungen am vorherigen Artikel. Du wirst diese Änderungen verlieren, wenn du diesen neuen Artikel auswählst. Fortfahren?",Tienes cambios sin publicar en el artículo anterior. Perderás esos cambios si seleccionas un nuevo objeto. ¿Quieres proceder?,Il y a des changements non publiés sur l'article précédent. Tu les perdras si tu sélectionnes ce nouvel article. Veux-tu continuer ?,"आपके पिछले आइटम पर किए गए बदलाव पब्लिश नहीं हुए हैं. यह नया आइटम चुनने पर, वे बदलाव हट जाएँगे. आगे बढ़ना है?",Kamu memiliki perubahan yang belum dipublikasikan untuk item sebelumnya. Perubahan ini akan hilang jika kamu memilih item baru ini. Lanjutkan?,"Le modifiche apportate all'oggetto precedente non sono state pubblicate. Se selezioni questo nuovo oggetto, tali modifiche andranno perse. Procedere?",以前のアイテムに未公開の変更があります。この新しいアイテムを選択すると変更内容が失われます。続行しますか？,이전 항목에 게시되지 않은 변경 사항이 있습니다. 이 새 항목을 선택하면 변경 사항이 손실됩니다. 진행할까요?,"Masz nieopublikowane zmiany w poprzednim przedmiocie. Utracisz te zmiany, jeśli wybierzesz ten nowy przedmiot. Kontynuować?",Você tem mudanças não publicadas no item anterior. Você perderá estas mudanças se selecionar este novo item. Continuar?,,คุณมีการเปลี่ยนแปลงที่ยังไม่ได้เผยแพร่ในไอเท็มชิ้นก่อนหน้า คุณจะสูญเสียการเปลี่ยนแปลงเหล่านั้นหากคุณเลือกไอเท็มชิ้นใหม่นี้ ดำเนินการต่อหรือไม่?,Önceki öğede yayınlanmamış değişiklikler var. Yeni öğeyi seçersen bu değişiklikleri kaybedeceksin. Devam edilsin mi?,Bạn đã hủy đăng các thay đổi trên mục trước đó. Bạn sẽ mất các thay đổi đó nếu bạn chọn mục mới này. Tiếp tục?,你的上一个物品有未发布的更改。如果选择此新物品将失去这些更改。是否继续？,你的上一个物品有未发布的更改。如果选择此新物品将失去这些更改。是否继续？,上一個道具尚有未發布的變更，這些變更會在選擇此道具時遺失。繼續？
Studio.LayeredClothingEditor.Flow.Next,,,Next,Next,التالي,Weiter,Siguiente,Suivant,आगे जाएँ,Lanjutkan,Avanti,次へ,다음,Dalej,Próximo,,ถัดไป,Sonraki,Tiếp Theo,下一个,下一个,下一個
Studio.LayeredClothingEditor.Flow.Back,,,Back,Back,رجوع,Zurück,Volver,Retour,वापस जाएँ,Kembali,Indietro,戻る,뒤로,Wstecz,Voltar,,ย้อนกลับ,Geri,Lưng,返回,返回,上一個
Studio.LayeredClothingEditor.Flow.Generate,,,Generate,Generate,إنشاء,Generieren,Generar,Générer,जेनरेट करें,Buat,Genera,作成する,생성,Wygeneruj,Gerar,,สร้าง,Oluştur,Tạo,生成,生成,生成
Studio.LayeredClothingEditor.Preview.Avatars,,,Avatars,Avatars,الأفاتارات,Avatare,Avatares,Avatars,अवतार,Avatar,Avatar,アバター,아바타,Awatary,Avatares,,อวาตาร์,Avatarlar,Avatar,虚拟形象,虚拟形象,虛擬人偶
Studio.LayeredClothingEditor.Preview.Clothing,,,Clothing,Clothing,الثياب,Kleidung,Ropa,Vêtements,ड्रेस,Pakaian,Vestiti,衣装,복장,Ubranie,Roupas,,เสื้อผ้า,Kıyafet,Trang Phục,服装,服装,服飾
Studio.LayeredClothingEditor.Preview.Animations,,,Animations,Animations,الحركات,Animationen,Animaciones,Animations,ऐनिमेशंस,Animasi,Animazioni,アニメーション,애니메이션,Animacje,Animações,,แอนิเมชัน,Animasyonlar,Hiệu Ứng Động,动画,动画,動畫
Studio.LayeredClothingEditor.Preview.AddNew,,,Add new...,Add new...,إضافة جديد...,Neu hinzufügen ...,Añadir nuevo...,Ajouter nouveaux...,नया जोड़ें...,Tambah baru...,Aggiungi nuovo...,新規を追加...,신규 추가...,Dodaj nowe...,Adicionar novo...,,เพิ่มใหม่...,Yeni ekle...,Thêm mới...,新增...,新增...,新增……
Studio.LayeredClothingEditor.Preview.Asset,,,Asset,Asset,الأصل,Objekt,Recurso,Élément,ऐसेट,Aset,Risorsa,アセット,애셋,Zasób,Recurso,,ทรัพยากร,Varlık,Tài Sản,素材,素材,素材
Studio.LayeredClothingEditor.Preview.PanelBlockerAddAvatar,,,Add an avatar item from the Explorer,Add an avatar item from the Explorer,إضافة عنصر أفاتار من المتصفح,Füge einen Avatar-Artikel aus dem Explorer hinzu,Añadir un objeto de avatar del Explorador,Ajouter un article d'avatar à partir de l'Explorateur,एक्सप्लोरर से कोई अवतार आइटम जोड़ें,Tambahkan item avatar dari Eksplorer,Aggiungi un oggetto dell'avatar dall'Esploratore,エクスプローラからアバターアイテムを追加,탐색기에서 아바타 아이템 추가,Dodaj przedmiot dla awatara z eksploratora,Adicionar um item de avatar do Explorador,,เพิ่มไอเท็มอวาตาร์จากการสำรวจ,Gezgin'den bir avatar öğesi ekle,Thêm một mục avatar từ Cửa Sổ Khám Phá,从项目管理器添加一件虚拟形象物品,从项目管理器添加一件虚拟形象物品,從總管新增虛擬人偶道具
Studio.LayeredClothingEditor.Preview.PanelBlockerAddClothing,,,Add clothing item from the Explorer,Add clothing item from the Explorer,إضافة عنصر ثياب من المتصفح,Füge ein Kleidungsstück aus dem Explorer hinzu,Añadir una prenda del Explorador,Ajouter un vêtement depuis l'explorateur,एक्सप्लोरर से ड्रेस का आइटम जोड़ें,Tambahkan item pakaian dari Eksplorer,Aggiungi un capo d'abbigliamento dall'Esploratore,エクスプローラから衣装アイテムを追加,탐색기에서 복장 아이템 추가,Dodaj ubranie z eksploratora,Adicionar um item de roupa do Explorador,,เพิ่มไอเท็มเสื้อผ้าจากการสำรวจ,Gezgin'den bir kıyafet öğesi ekle,Thêm một mục trang phục từ Cửa Sổ Khám Phá,从项目管理器添加服装物品,从项目管理器添加服装物品,從總管新增服飾道具
Studio.LayeredClothingEditor.Preview.PanelBlockerAddAnimation,,,Add a KeyframeSequence Instance from the Explorer,Add a KeyframeSequence Instance from the Explorer,إضافة حالة KeyframeSequence من المتصفح,Füge eine KeyframeSequence-Instanz aus dem Explorer hinzu,Añadir una instancia KeyframeSequence del Explorador,Ajouter une instance KeyframeSequence depuis l'explorateur,एक्सप्लोरर से KeyframeSequence इंस्टैंस जोड़ें,Tambahkan Instance KeyframeSequence dari Eksplorer,Aggiungi un'istanza di KeyframeSequence dall'Esploratore,エクスプローラから KeyframeSequence インスタンスを追加,탐색기에서 KeyframeSequence 인스턴스 추가,Dodaj instancję KeyframeSequence z eksploratora,Adicionar uma instância KeyframeSequence do Explorador,,เพิ่มอินสแตนซ์ KeyframeSequence จากการสำรวจ,Gezgin'den bir KeyframeSequence örneği ekle,Thêm một Phiên Bản KeyframeSequence từ Cửa Sổ Khám Phá,从项目管理器添加一个 KeyframeSequence 实例,从项目管理器添加一个 KeyframeSequence 实例,從總管新增 KeyframeSequence 個體
Studio.LayeredClothingEditor.Preview.AvatarInvalidAdd,,,Only an avatar item can be added,Only an avatar item can be added,يمكن إضافة عنصر أفاتار فقط,Nur ein Avatar-Artikel kann hinzugefügt werden,Solo se puede añadir un objeto de avatar,Il est impossible d'ajouter autre chose qu'un avatar,सिर्फ़ एक अवतार आइटम जोड़ा जा सकता है,Hanya bisa menambahkan item avatar,È possibile aggiungere solo un oggetto dell'avatar,アバターアイテムのみ追加できます,하나의 아바타 아이템만 추가할 수 있습니다,Można dodać tylko przedmiot dla awatara,Somente um item de avatar pode ser adicionado,,สามารถเพิ่มได้เฉพาะไอเท็มอวาตาร์เท่านั้น,Yalnızca bir avatar öğesi eklenebilir,Chỉ có thể thêm một mục avatar,只能添加一个虚拟形象物品,只能添加一个虚拟形象物品,只能新增虛擬人偶道具
Studio.LayeredClothingEditor.Preview.ClothingInvalidAdd,,,Only a clothing item can be added,Only a clothing item can be added,يمكن إضافة عنصر ثياب فقط,Nur ein Kleidungsstück kann hinzugefügt werden,Solo se puede añadir una prenda,Il est impossible d'ajouter autre chose qu'un vêtement,सिर्फ़ एक ड्रेस का आइटम जोड़ा जा सकता है,Hanya bisa menambahkan item pakaian,È possibile aggiungere solo un capo d'abbigliamento,衣装アイテムしか追加できません,하나의 복장 아이템만 추가할 수 있습니다,Można dodać tylko przedmiot będący ubraniem,Somente um item de roupa pode ser adicionado,,สามารถเพิ่มได้เฉพาะไอเท็มเสื้อผ้าเท่านั้น,Yalnızca bir kıyafet öğesi eklenebilir,Chỉ có thể thêm một mục trang phục,只能添加一个服装物品,只能添加一个服装物品,只能新增服飾道具
Studio.LayeredClothingEditor.Preview.AnimationInvalidAdd,,,Only a KeyframeSequence Instance can be added,Only a KeyframeSequence Instance can be added,يمكن إضافة حالة KeyframeSequence فقط,Nur eine KeyframeSequence-Instanz kann hinzugefügt werden,Solo se puede añadir una instancia KeyframeSequence,Il est impossible d'ajouter autre chose qu'une instance KeyframeSequence,सिर्फ़ एक KeyframeSequence इंस्टैंस जोड़ा जा सकता है,Hanya Instance KeyframeSequence yang bisa ditambahkan,È possibile aggiungere solo un'istanza KeyframeSequence,KeyframeSequence インスタンスのみ追加できます,하나의 KeyframeSequence 인스턴스만 추가할 수 있습니다,Można dodać tylko instancję KeyframeSequence,Somente uma instância KeyframeSequence pode ser adicionada,,สามารถเพิ่มได้เฉพาะ KeyframeSequence เท่านั้น,Yalnızca bir KeyframeSequence örneği eklenebilir,Chỉ có thể thêm một Phiên Bản KeyframeSequence,只能添加一个 KeyframeSequence 实例,只能添加一个 KeyframeSequence 实例,只能新增 KeyframeSequence 個體
Studio.LayeredClothingEditor.Preview.ConfirmAddTile,,,Add {itemName} tile?,Add {itemName} tile?,هل تريد إضافة لوحة {itemName}؟,{itemName}-Kachel hinzufügen?,¿Añadir el mosaico {itemName}?,Ajouter une case {itemName} ?,{itemName} टाइल जोड़ना है?,Tambahkan ubin {itemName}?,Aggiungere tile {itemName}?,{itemName} タイルを追加しますか？,{itemName} 타일을 추가할까요?,Dodać pole {itemName}?,Adicionar ladrilho {itemName}?,,เพิ่มชิ้นส่วน {itemName} หรือไม่?,{itemName} karosu eklensin mi?,Thêm ô {itemName}?,添加 {itemName} 平铺？,添加 {itemName} 平铺？,新增 {itemName} 磚格？
Studio.LayeredClothingEditor.Preview.Transparency,,,Transparency,Transparency,الشفافية,Transparenz,Transparencia,Transparence,ट्रांसपेरेंसी,Transparansi,Trasparenza,透明度,투명도,Przezroczystość,Transparência,,ความโปร่งใส,Şeffaflık,Độ Trong Suốt,透明度,透明度,透明度
Studio.LayeredClothingEditor.EditAndPreview.Prompt,,,"Move, rotate, and scale accessory within the bounding box to adjust fitting. Once finished, click next to generate the asset.","Move, rotate, and scale accessory within the bounding box to adjust fitting. Once finished, click next to generate the asset.","حرِّك الإكسسوار وقم بتدويره وتغيير حجمه داخل مستطيل التحديد المحيط لضبط المقاس. بعد الانتهاء، اضغط على ""التالي"" لإنشاء الأصل.","Verschiebe, drehe und skaliere Accessoires innerhalb der Begrenzungsbox, um die Passform anzupassen. Wenn du fertig bist, klicke auf ""Weiter"", um das Objekt zu generieren.","Mueve, gira y escala el accesorio dentro de la caja delimitadora para ajustarlo. Una vez terminado, haz clic en siguiente para generar el recurso.","Déplacer, pivoter et redimensionner l'accessoire dans la boîte limite pour ajuster. Une fois que vous avez terminé, cliquez sur « Suivant » pour générer l'élément.","फ़िटिंग को एडजस्ट करने के लिए बाउंडिंग बॉक्स के अंदर ऐक्सेसरी को मूव, रोटेट और स्केल करें. ऐसेट जेनरेट करने के लिए आगे क्लिक करें.","Gerakkan, putar, dan skalakan aksesori dalam boks pengikat untuk menyesuaikan pemasangan. Setelah selesai, klik lanjutkan untuk membuat aset.","Sposta, ruota e ridimensiona l'accessorio all'interno del riquadro di delimitazione per adattarlo. Al termine, clicca su ""Avanti"" per generare la risorsa.",バウンディングボックス内のフィッティング調整のためアクセサリを移動、回転、拡大/縮小します。完了したら、次へをクリックしてアセットを作成。,"경계 상자 내에서 장신구를 이동, 회전, 스케일해 맞춤을 조정합니다. 완료되면 다음을 클릭해 애셋을 생성하세요.","Przenoś, obracaj i skaluj akcesorium w ramach bryły brzegowej, aby uzyskać lepsze dopasowanie. Gdy skończysz, kliknij Dalej, aby wygenerować zasób.","Move, rotaciona e redimensiona um acessório dentro da caixa delimitadora para o ajuste. Uma vez terminado, clique em próximo para gerar o ativo.",,"เคลื่อนย้าย, หมุน และปรับขนาดไอเท็มเสริมภายในกล่องขอบเขตเพื่อปรับการทดลองความพอดี เมื่อเสร็จแล้ว คลิกที่ถัดไปเพื่อสร้างทรัพยากร","Giydirmeyi ayarlamak için aksesuarı bağlı olduğu kutuda taşı, döndür ve ölçeklendir. Hazır olduğunda varlığı oluşturmak için sonraki seçeneğine tıkla.","Di chuyển, xoay và đổi tỷ lệ phụ kiện trong khung viền để điều chỉnh mẫu thử. Sau khi hoàn tất, nhấp vào tiếp theo để tạo tài sản.",在边界框内移动，旋转与缩放配件以调整适应度。完成后点击下一步来生成素材。,在边界框内移动，旋转与缩放配件以调整适应度。完成后点击下一步来生成素材。,在週框方塊內移動、旋轉及縮放飾品，調整貼合度。完成後按下「下一個」即可生成素材。
Studio.LayeredClothingEditor.AssetType.Accessory,,,Accessory,Accessory,إكسسوار,Accessoire,Accesorio,Accessoire,ऐक्सेसरी,Aksesori,Accessorio,アクセサリ,장신구,Akcesorium,Acessório,,ไอเท็มเสริม,Aksesuar,Phụ Kiện,配件,配件,飾品
Studio.LayeredClothingEditor.AssetType.Clothing,,,Clothing,Clothing,الثياب,Kleidung,Ropa,Vêtement,ड्रेस,Pakaian,Vestiti,衣装,복장,Ubranie,Roupas,,เสื้อผ้า,Kıyafet,Trang Phục,服装,服装,服飾
Studio.LayeredClothingEditor.AssetType.AssetType,,,Asset Type,Asset Type,نوع الأصل,Objekttyp,Tipo de recurso,Type d'élément,ऐसेट टाइप,Tipe Aset,Tipo risorsa,アセットタイプ,애셋 유형,Typ zasobu,Tipo de ativo,,ประเภททรัพยากร,Varlık Türü,Loại Tài Sản,素材类型,素材类型,素材類型
Studio.LayeredClothingEditor.AssetType.Prompt,,,Select the asset type:,Select the asset type:,تحديد نوع الأصل:,Wähle einen Objekttyp aus:,Selecciona el tipo de recurso:,Sélectionner le type d'actif :,ऐसेट टाइप को चुनें :,Pilih tipe aset:,Seleziona il tipo di risorsa:,アセットタイプを選択,애셋 유형 선택:,Zaznacz ten typ zasobu:,Selecione o tipo de ativo:,,เลือกประเภททรัพยากร:,Varlık türünü seç:,Chọn loại tài sản:,选择素材类型：,选择素材类型：,選擇素材類型：
Studio.LayeredClothingEditor.AssetType.Hat,,,Hat,Hat,قبعة,Hut,Sombrero,Chapeau,हैट,Topi,Cappello,帽子,모자,Nakrycie głowy,Chapéu,,หมวก,Şapka,Mũ,帽子,帽子,帽子
Studio.LayeredClothingEditor.AssetType.Hair,,,Hair,Hair,شعر,Haare,Pelo,Cheveux,हेयर,Rambut,Capelli,髪,헤어,Włosy,Cabelo,,ผม,Saç,Tóc,发型,发型,髮型
Studio.LayeredClothingEditor.AssetType.Face,,,Face,Face,وجه,Gesicht,Cara,Visage,फ़ेस,Wajah,Faccia,顔,얼굴,Twarz,Rosto,,ใบหน้า,Yüz,Khuôn Mặt,脸部,脸部,臉部
Studio.LayeredClothingEditor.AssetType.Neck,,,Neck,Neck,رقبة,Hals,Cuello,Cou,नेक,Leher,Collo,首,목,Szyja,Pescoço,,คอ,Boyun,Cổ,颈部,颈部,頸部
Studio.LayeredClothingEditor.AssetType.Shoulder,,,Shoulder,Shoulder,كتف,Schulter,Hombro,Épaules,शोल्डर,Bahu,Spalle,肩,어깨,Ramiona,Ombro,,ไหล่,Omuz,Vai,肩部,肩部,肩膀
Studio.LayeredClothingEditor.AssetType.Front,,,Front,Front,الجانب الأمامي,Vorderseite,Frontal,Avant,फ़्रंट,Depan,Davanti,正面,전면,Przód,Frente,,ด้านหน้า,Ön Taraf,Trán,前部,前部,正面
Studio.LayeredClothingEditor.AssetType.Back,,,Back,Back,الجانب الخلفي,Rückseite,Trasero,Retour,बैक,Belakang,Schiena,背面,후면,Tył,Costas,,ด้านหลัง,Arka Taraf,Lưng,后部,后部,背面
Studio.LayeredClothingEditor.AssetType.Waist,,,Waist,Waist,خصر,Taille,Cintura,Taille,कमर,Pinggang,Vita,腰,허리,Talia,Cintura,,เอว,Bel,Eo,腰部,腰部,腰部
Studio.LayeredClothingEditor.AssetType.RightCollar,,,Right Collar,Right Collar,ياقة يمنى,Rechter Kragen,Cuello derecho,Col droit,दायाँ कॉलर,Kerah Kanan,Colletto destro,右襟,오른쪽 칼라,Prawy obojczyk,Colarinho direito,,ปกคอเสื้อด้านขวา,Sağ Yaka,Cổ Áo Phải,右衣领,右衣领,右領
Studio.LayeredClothingEditor.AssetType.LeftCollar,,,Left Collar,Left Collar,ياقة يسرى,Linker Kragen,Cuello izquierdo,Col gauche,बायाँ कॉलर,Kerah Kiri,Colletto sinistro,左襟,왼쪽 칼라,Lewy obojczyk,Colarinho esquerdo,,ปกคอเสื้อด้านซ้าย,Sol Yaka,Cổ Áo Trái,左衣领,左衣领,左領
Studio.LayeredClothingEditor.AssetType.RightShoulder,,,Right Shoulder,Right Shoulder,كتف أيمن,Rechte Schulter,Hombro derecho,Épaule droite,दायाँ कंधा,Bahu Kanan,Spalla destra,右肩,오른쪽 어깨,Prawe ramię,Ombro direito,,ไหล่ขวา,Sağ Omuz,Vai Phải,右肩,右肩,右肩
Studio.LayeredClothingEditor.AssetType.LeftShoulder,,,Left Shoulder,Left Shoulder,كتف أيسر,Linke Schulter,Hombro izquierdo,Épaule gauche,बायाँ कंधा,Bahu Kiri,Spalla sinistra,左肩,왼쪽 어깨,Lewe ramię,Ombro esquerdo,,ไหล่ซ้าย,Sol Omuz,Vai Trái,左肩,左肩,左肩
Studio.LayeredClothingEditor.AssetType.Center,,,Center,Center,الوسط,Mitte,Centro,Centre,सेंटर,Tengah,Centro,中央,중앙,Środek,Centro,,ศูนย์กลาง,Merkez,Giữa,中央,中央,中央
