Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.RobloxPropertiesWidget.Category.Emitter,,,Emitter,Emitter,الباعث,Emitter,Emisor,Émetteur,एमिटर,Pemancar,Emettitore,放射器,이미터,Emiter,Emissor,,ตัวปล่อย,Yayıcı,Nguồn Phát,释放器,释放器,發射器
Studio.RobloxPropertiesWidget.Category.EmitterShape,,,EmitterShape,EmitterShape,EmitterShape,EmitterShape,EmitterShape,Forme de l'émetteur,EmitterShape,EmitterShape,EmitterShape,放射器の形状,EmitterShape,EmitterShape,EmitterShape,,EmitterShape,Yayıcı Şekli,EmitterShape,EmitterShape,EmitterShape,發射器形狀
Studio.RobloxPropertiesWidget.Category.Errors,,,Errors,Errors,الأخطاء,Fehler,Errores,Erreurs,गड़बड़ियाँ,Eror,Errori,エラー,오류,Błędy,Erros,,ข้อผิดพลาด,Hatalar,Lỗi,错误,错误,錯誤
Studio.RobloxPropertiesWidget.Category.Explorer,,,Explorer,Explorer,المستكشف,Explorer,Explorador,Explorateur,एक्सप्लोरर,Eksplorer,Esploratore,エクスプローラ,탐색기,Eksplorator,Explorador,,การสำรวจ,Gezgin,Cửa Sổ Khám Phá,项目管理器,项目管理器,瀏覽
Studio.RobloxPropertiesWidget.Category.Exposure,,,Exposure,Exposure,التعرض,Belichtung,Exposición,Exposition,एक्सपोज़र,Eksposur,Esposizione,露出,노출,Ekspozycja,Exposição,,การสัมผัส,Maruz Kalma,Phơi Nhiễm,曝光,曝光,曝光
Studio.RobloxPropertiesWidget.Category.Eyes,,,Eyes,Eyes,العيون,Augen,Ojos,Yeux,आँखें,Mata,Occhi,目,눈,Oczy,Olhos,,ตา,Gözler,Mắt,眼睛,眼睛,眼睛
Studio.RobloxPropertiesWidget.Category.Flipbook,,,Flipbook,Flipbook,Flipbook,Flipbook,Flipbook,Carnet à feuilles,फ़्लिपबुक,Flipbook,Flipbook,フリップブック,플립북,Flipbook,Flipbook,,หนังสือกรีด,Döngü,Sách Lật,翻页动画,翻页动画,翻頁動畫
Studio.RobloxPropertiesWidget.Category.Fog,,,Fog,Fog,ضباب,Nebel,Neblina,Brouillard,कोहरा,Kabut,Nebbia,霧,안개,Mgła,Neblina,,หมอก,Sis,Sương Mù,雾,雾,霧化
Studio.RobloxPropertiesWidget.Category.Forcefield,,,Forcefield,Forcefield,Forcefield,Kraftfeld,Campo de fuerza,Champ de force,फ़ोर्सफ़ील्ड,Medan Gaya,Forcefield,力場,포스필드,Pole siłowe,Campo de força,,สนามพลัง,Güç Alanı,Forcefield,力场,力场,力場
Studio.RobloxPropertiesWidget.Category.Friction,,,Friction,Friction,الاحتكاك,Reibung,Fricción,Friction,घर्षण,Gesekan,Attrito,摩擦,마찰,Tarcie,Atrito,,แรงเสียดทาน,Sürtünme,Ma Sát,摩擦力,摩擦力,摩擦力
Studio.RobloxPropertiesWidget.Category.Game,,,Game,Game,اللعبة,Spiel,Juego,Jeu,गेम,Game,Gioco,ゲーム,게임,Gra,Jogo,,เกม,Oyun,Trò Chơi,游戏,游戏,遊戲
Studio.RobloxPropertiesWidget.Category.General,,,General,General,عام,Allgemein,General,Général,सामान्य,Umum,Generale,全般,일반,Ogólne,Geral,,ทั่วไป,Genel,Chung,通用,通用,一般
Studio.RobloxPropertiesWidget.Category.Goals,,,Goals,Goals,الأهداف,Ziele,Goles,Objectifs,लक्ष्य,Target,Obiettivi,目標,목표,Cele,Objetivos,,เป้าหมาย,Hedefler,Mục Tiêu,目标,目标,目標
Studio.RobloxPropertiesWidget.Category.Hinge,,,Hinge,Hinge,مفصلة,Scharnier,Bisagra,Charnière,हिंज,Engsel,Cerniera,ヒンジ,힌지,Zawias,Dobradiça,,บานพับ,Mafsal,Bản Lề,铰链,铰链,樞紐
Studio.RobloxPropertiesWidget.Category.Image,,,Image,Image,الصورة,Bild,Imagen,Image ,इमेज,Gambar,Immagine,画像,이미지,Obraz,Imagem,,ภาพ,Görsel,Hình Ảnh,图片,图片,圖像
Studio.RobloxPropertiesWidget.Category.Input,,,Input,Input,الإدخال,Eingabe,Entrada,Entrée,इनपुट,Input,Input,入力,입력,Wejście,Entrada,,อินพุต,Giriş,Đầu Vào,输入,输入,輸入
Studio.RobloxPropertiesWidget.Category.Internal,,,Internal,Internal,داخلي,Intern,Interno,Interne,इंटरनल,Internal,Interne,内部,내부,Wewnętrzne,Interno,,ภายใน,Dâhilî,Nội Bộ,内部,内部,內部
Studio.RobloxPropertiesWidget.Category.Jaw,,,Jaw,Jaw,الفك,Kiefer,Mandíbula,Mâchoire,जबड़ा,Rahang,Mascella,あご,턱,Szczęka,Mandíbula,,ขากรรไกร,Çene,Hàm,下巴,下巴,下巴
Studio.RobloxPropertiesWidget.Category.JobInfo,,,JobInfo,JobInfo,JobInfo,JobInfo,JobInfo,Informations sur l'emploi,JobInfo,JobInfo,Job Informazione,作業の情報,JobInfo,JobInfo,JobInfo,,ข้อมูลงาน,İş Bilgisi,JobInfo,JobInfo,JobInfo,工作資訊
Studio.RobloxPropertiesWidget.Category.JumpSettings,,,Jump Settings,Jump Settings,إعدادات القفز,Sprungeinstellungen,Configuración de salto,Paramètres de saut,Jump सेटिंग्स,Pengaturan Lompat,Impostazioni salta,ジャンプ設定,점프 설정,Ustawienia skakania,Configurações de pulo,,การตั้งค่าการกระโดด,Zıplama Ayarları,Cài Đặt Nhảy,跳跃设置,跳跃设置,跳躍設定
Studio.RobloxPropertiesWidget.Category.Limits,,,Limits,Limits,الحدود,Grenzen,Límites,Limites,लिमिट्स,Batas,Limiti,制限,제한,Limity,Limites,,ขีดจำกัด,Sınırlar,Giới Hạn,范围,范围,限制
Studio.RobloxPropertiesWidget.Category.Line,,,Line,Line,السطر,Zeile,Línea,Ligne,लाइन,Baris,Riga,行,줄,Wiersz,Linha,,บรรทัด,Çizgi,Dòng,行,行,行
Studio.RobloxPropertiesWidget.Category.LineForce,,,LineForce,LineForce,LineForce,LineForce,LineForce,Force linéaire,LineForce,LineForce,LineForce,力線,LineForce,LineForce,LineForce,,LineForce,Çizgi Kuvveti,LineForce,LineForce,LineForce,直線力
Studio.RobloxPropertiesWidget.Category.Link,,,Link,Link,رابط,Link,Enlace,Lien,लिंंक,Tautan,Link,リンク,링크,Link,Link,,ลิงก์,Bağlantı,Liên Kết,链接,链接,連結
Studio.RobloxPropertiesWidget.Category.Localization,,,Localization,Localization,التعريب,Lokalisierung,Localización,Localisation,लोकलाइज़ेशन,Pelokalan,Localizzazione,多言語化,로컬라이제이션,Lokalizacja,Localização,,การแปล,Yerelleştirme,Bản Địa Hóa,本地化,本地化,本地化
Studio.RobloxPropertiesWidget.Category.LuaDebugger,,,Lua Debugger,Lua Debugger,متتبِّع أخطاء Lua,Lua-Debugger,Depurador Lua,Debugger Lua,Lua डीबगर,Debugger Lua,Debugger Lua,Luaデバッガー,Lua 디버거,Lua Debugger,Depurador Lua,,เครื่อง Debug Lua,Lua Hata Ayıklayıcısı,Trình Gỡ Lỗi Lua,Lua 调试器,Lua 调试器,Lua 偵錯工具
Studio.RobloxPropertiesWidget.Category.Material,,,Material,Material,المادة,Material,Material,Matériel,मटीरियल,Material,Materiale,素材,재질,Materiał,Material,,วัสดุ,Malzeme,Vật Liệu,材质,材质,材質
Studio.RobloxPropertiesWidget.Category.MaterialOverrides,,,Material Overrides,Material Overrides,تجاوزات المواد,Materialüberschreibungen,Cambios de material,Remplacements de matériaux,मटीरियल ओवरराइड्स,Penggantian Material,Sostituzione materiale,素材のオーバーライド,재질 재정의,Zastępowanie materiałów,Substituições de material,,การแทนที่วัสดุ,Malzeme Üstünlükleri,Ghi Đè Vật Liệu,材质覆盖,材质覆盖,材料覆蓋
Studio.RobloxPropertiesWidget.Category.MaterialPack,,,Material Pack,Material Pack,حزمة المواد,Materialpaket,Paquete de material,Pack de matériel,मटीरियल पैक,Paket Material,Pacchetto materiale,素材セット,재질 팩,Pakiet materiałów,Pacote de materiais,,แพ็ควัสดุ,Malzeme Paketi,Gói Vật Liệu,材质包,材质包,材料包
Studio.RobloxPropertiesWidget.Category.Mobile,,,Mobile,Mobile,الجوال,Mobil,Móvil,Mobile (portable),मोबाइल,Gerakan,Cellulare,モバイル,모바일,Mobilne,Celular,,การเคลื่อนไหว,Mobil,Di Động,移动,移动,移動
Studio.RobloxPropertiesWidget.Category.Mode,,,Mode,Mode,الوضع,Modus,Modo,Mode,मोड,Mode,Modalità,モード,모드,Tryb,Modo,,โหมด,Mod,Chế Độ,模式,模式,模式
Studio.RobloxPropertiesWidget.Category.Motion,,,Motion,Motion,الحركة,Bewegung,Movimiento,Mouvement,मोशन,Gerakan,Movimento,動き,동작,Ruch,Movimento,,การเคลื่อนไหว,Devinim,Chuyển Động,运动,运动,運動
Studio.RobloxPropertiesWidget.Category.Motor,,,Motor,Motor,المحرك,Motor,Motor,Moteur,मोटर,Motor,Motore,モーター,모터,Silnik,Motor,,มอเตอร์,Motor,Động Cơ,马达,马达,馬達
Studio.RobloxPropertiesWidget.Category.Mouth,,,Mouth,Mouth,الفم,Mund,Boca,Bouche,मुँह,Mulut,Bocca,口,입,Usta,Boca,,ปาก,Ağız,Miệng,嘴巴,嘴巴,嘴巴
Studio.RobloxPropertiesWidget.Category.Movement,,,Movement,Movement,الحركة,Bewegung,Movimiento,Mouvement,मूवमेंट,Gerakan,Movimento,動き,이동,Ruch,Movimento,,การเคลื่อนไหว,Hareket,Chuyển Động,移动,移动,移動
Studio.RobloxPropertiesWidget.Category.Networking,,,Networking,Networking,الشبكات,Netzwerk,Red,Réseaux,नेटवर्किंग,Jaringan,Rete,ネットワーク,네트워킹,Połączenia sieciowe,Networking,,การสร้างเครือข่าย,Ağ,Mạng,网络,网络,網路
Studio.RobloxPropertiesWidget.Category.Output,,,Output,Output,الإخراج,Ausgabe,Salida,Sortie,आउटपुट,Output,Output,出力,출력,Wyjście,Saída,,เอาต์พุต,Çıkış,Đầu Ra,输出,输出,輸出
Studio.RobloxPropertiesWidget.Category.Part,,,Part,Part,الجزء,Teil,Pieza,Partie ,पार्ट,Komponen,Parte,パーツ,파트,Część,Parte,,ชิ้นส่วน,Parça,Bộ Phận,部件,部件,零件
Studio.RobloxPropertiesWidget.Category.Particles,,,Particles,Particles,جسيمات,Partikel,Partículas,Particules,कण,Partikel,Particelle,パーティクル,파티클,Cząstki,Partículas,,อนุภาค,Parçacıklar,Hạt,粒子,粒子,粒子
Studio.RobloxPropertiesWidget.Category.Parts,,,Parts,Parts,الأجزاء,Teile,Piezas,Parties,पार्ट्स,Komponen,Parti,パーツ,파트,Części,Partes,,ส่วนประกอบ,Parçalar,Bộ Phận,部件,部件,零件
Studio.RobloxPropertiesWidget.Category.Performance,,,Performance,Performance,الأداء,Leistung,Rendimiento,Performances,परफ़ॉर्मेंस,Performa,Prestazioni,パフォーマンス,성능,Wydajność,Desempenho,,ประสิทธิภาพ,Performans,Hiệu Suất,性能,性能,效能
Studio.RobloxPropertiesWidget.Category.Physics,,,Physics,Physics,الآثار الفيزيائية,Physik,Física,Physique,फ़िज़िक्स,Fisika,Fisica,物理,물리,Fizyczne,Física,,ฟิสิกส์,Fizik,Vật Lý,物理,物理,物理
Studio.RobloxPropertiesWidget.Category.Pivot,,,Pivot,Pivot,المحور,Drehpunkt,Pivote,Pivot,पिवट,Pivot,Pivot,ピボット,피벗,Punkt obrotu,Pivô,,จุดหมุน,Eksen,Điểm Xoay,枢轴,枢轴,中心點
Studio.RobloxPropertiesWidget.Category.Plane,,,Plane,Plane,المستوى,Ebene,Plano,Plan,प्लेन,Plane,Piano,平面,비행기,Płaszczyzna,Avião,,ระนาบ,Düzlem,Máy Bay,平面,平面,平面
Studio.RobloxPropertiesWidget.Category.Playback,,,Playback,Playback,إعادة التشغيل,Wiedergabe,Reproducción,Relecture,प्लेबैक,Playback,Riproduzione,再生,재생,Odtwarzanie,Reprodução,,การเล่น,Oynatma,Phát Lại,回放,回放,倒轉
Studio.RobloxPropertiesWidget.Category.PrimaryPart,,,Primary Part,Primary Part,الجزء الأساسي,Primärteil,Pieza principal,Partie principale,प्राइमरी पार्ट,Komponen Primer,Parte primaria,メインパーツ,기본 파트,Część główna,Parte primária,,ส่วนประกอบหลัก,Birincil Parça,Bộ Phận Chính,主要部件,主要部件,主要零件
Studio.RobloxPropertiesWidget.Category.Profile,,,Profile,Profile,الملف الشخصي,Profil,Perfil,Profil,प्रोफ़ाइल,Profil,Profilo,プロフィール,프로필,Profil,Perfil,,โปรไฟล์,Profil,Hồ Sơ,配置,配置,個人檔
Studio.RobloxPropertiesWidget.Category.ProxySettings,,,Proxy Settings,Proxy Settings,إعدادات الوكيل,Proxy-Einstellungen,Configuración del proxy,Paramètres du proxy,प्रॉक्सी सेटिंग्स,Pengaturan Proksi,Impostazioni proxy,プロキシ設定,프록시 설정,Ustawienia proxy,Configurações de proxy,,การตั้งค่าตัวบริการแทน,Proxy Ayarları,Cài Đặt Proxy,代理设置,代理设置,Proxy 設定
