Key,Context,Source,en-us
Studio.App.RobloxStudioVerbs.Warning,,"Warning","Warning"
Studio.App.RobloxTextOutputWidget.AskAssistant,"Send a message to Assistant using metadata from the selected output message","Ask Assistant","Ask Assistant"
Studio.App.RobloxTextOutputWidget.ClearOutput,,"Clear Output","Clear Output"
Studio.App.RobloxTextOutputWidget.Context,,"Context","Context"
Studio.App.RobloxTextOutputWidget.Copy,,"Copy","Copy"
Studio.App.RobloxTextOutputWidget.Filter,,"Filter...","Filter..."
Studio.App.RobloxTextOutputWidget.LuaTableIndicator1,,"table: %1","table: %1"
Studio.App.RobloxTextOutputWidget.MaxTableDepthReached,,"Max table depth reached","Max table depth reached"
Studio.App.RobloxTextOutputWidget.Message,,"Message","Message"
Studio.App.RobloxTextOutputWidget.OpenLink,,"Open link","Open link"
Studio.App.RobloxTextOutputWidget.SelectAll,,"Select All","Select All"
Studio.App.RobloxTextOutputWidget.TableOutputBetaFeatureDescription,,"Output gets an upgrade — expressive UI, filter/search, and copy/paste becomes easier.","Output gets an upgrade — expressive UI, filter/search, and copy/paste becomes easier."
Studio.App.RobloxTextOutputWidget.TableOutputBetaFeatureTitle,,"Expressive Output Window","Expressive Output Window"
Studio.App.RobloxTextOutputWidget.Timestamp,,"Timestamp","Timestamp"
Studio.App.ScriptEditorCmdBase.DELETETOSTARTOFLINE,,"Delete to start of line","Delete to start of line"
Studio.App.ScriptEditorCmdBase.DELETETOSTARTOFLINEToolTip,,"Delete to the start of the current line","Delete to the start of the current line"
Studio.App.ScriptEditorCmdBase.FOLDALL,,"Collapse All Folds","Collapse All Folds"
Studio.App.ScriptEditorCmdBase.FOLDALLToolTip,,"Collapse All Folds","Collapse All Folds"
Studio.App.ScriptEditorCmdBase.FORMATALL,,"Format Document...","Format Document..."
Studio.App.ScriptEditorCmdBase.FORMATALLToolTip,,"Format whole document","Format whole document"
Studio.App.ScriptEditorCmdBase.FORMATSEL,,"Format Selection","Format Selection"
Studio.App.ScriptEditorCmdBase.FORMATSELToolTip,,"Format selected range of document","Format selected range of document"
Studio.App.ScriptEditorCmdBase.INDENT,,"Indent","Indent"
Studio.App.ScriptEditorCmdBase.INDENTToolTip,,"Indent selected line(s)","Indent selected line(s)"
Studio.App.ScriptEditorCmdBase.MOVELINESDOWN,,"Move Lines Down","Move Lines Down"
Studio.App.ScriptEditorCmdBase.MOVELINESDOWNToolTip,,"Move selected line(s) downwards","Move selected line(s) downwards"
Studio.App.ScriptEditorCmdBase.MOVELINESUP,,"Move Lines Up","Move Lines Up"
Studio.App.ScriptEditorCmdBase.MOVELINESUPToolTip,,"Move selected line(s) upwards","Move selected line(s) upwards"
Studio.App.ScriptEditorCmdBase.NEWLINEABOVE,,"Insert Newline Above","Insert Newline Above"
Studio.App.ScriptEditorCmdBase.NEWLINEABOVEToolTip,,"Insert a newline above the current line","Insert a newline above the current line"
Studio.App.ScriptEditorCmdBase.NEWLINEBELOW,,"Insert Newline Below","Insert Newline Below"
Studio.App.ScriptEditorCmdBase.NEWLINEBELOWToolTip,,"Insert a newline below the current line","Insert a newline below the current line"
Studio.App.ScriptEditorCmdBase.TOGGLECOMMENT,,"Toggle Comment","Toggle Comment"
Studio.App.ScriptEditorCmdBase.TOGGLECOMMENTToolTip,,"Toggle selection commenting","Toggle selection commenting"
Studio.App.ScriptEditorCmdBase.UNFOLDALL,,"Expands all folds","Expands all folds"
Studio.App.ScriptEditorCmdBase.UNFOLDALLToolTip,,"Expands all folds","Expands all folds"
Studio.App.ScriptEditorCmdBase.UNINDENT,,"Unindent","Unindent"
Studio.App.ScriptEditorCmdBase.UNINDENTToolTip,,"Unindent selected line(s)","Unindent selected line(s)"
Studio.App.ScriptEditor.AcceptButton,,"Accept Terms and Policy","Accept Terms and Policy"
Studio.App.ScriptEditor.AcceptedBody1,,"Add a couple of code lines to set some context and start typing a comment or push %1 anytime to get code suggestions. You can modify this behavior in Settings.","Add a couple of code lines to set some context and start typing a comment or push %1 anytime to get code suggestions. You can modify this behavior in Settings."
Studio.App.ScriptEditor.AcceptedHeader,,"<b>You can now start using Code Assist</b>","<b>You can now start using Code Assist</b>"
Studio.App.ScriptEditor.CloseButton,,"Close","Close"
Studio.App.ScriptEditor.DisclaimerHeader,,"<b>Code Assist is enabled for scripting</b>","<b>Code Assist is enabled for scripting</b>"
Studio.App.ScriptEditor.DisclaimerMessage2,,"Code Assist is your coding companion, it will offer you code suggestions to accelerate your work. You must accept the <a href='%1'>Supplemental Terms</a> and <a href='%2'>Privacy Policy</a> to start using this feature","Code Assist is your coding companion, it will offer you code suggestions to accelerate your work. You must accept the <a href='%1'>Supplemental Terms</a> and <a href='%2'>Privacy Policy</a> to start using this feature"
Studio.App.ScriptEditor.OKButton,,"OK","OK"
Studio.App.ScriptEditor.OpenDocumentation,"Hyperlink text shown to the user to open creator hub documentation from script editor","Open Documentation","Open Documentation"
Studio.App.ScriptEditor.RejectButton,,"Don't accept","Don't accept"
Studio.App.ScriptEditor.RejectedBody,,"You won’t be able to use code suggestions in your scripts, enable Code Assist anytime from Script Editor Settings.","You won’t be able to use code suggestions in your scripts, enable Code Assist anytime from Script Editor Settings."
Studio.App.ScriptEditor.RejectedHeader,,"<b>Code Assist is disabled</b>","<b>Code Assist is disabled</b>"
Studio.App.ScriptEditor.SettingsButton,,"Go to Settings","Go to Settings"
Studio.App.ScriptVerbs.AskIfOverwriteFileOnDisk,,"<b>Do you want to overwrite the file on disk?</b><br/><div>You will need to overwrite the file to restart syncing</div>","<b>Do you want to overwrite the file on disk?</b><br/><div>You will need to overwrite the file to restart syncing</div>"
Studio.App.ScriptVerbs.AskIfOverwriteFileOnDiskDetail,,"<div>You will need to overwrite the file(s) to restart syncing</div>","<div>You will need to overwrite the file(s) to restart syncing</div>"
Studio.App.ScriptVerbs.AskIfOverwriteFileOnDiskTitle,,"<b>Do you want to overwrite the file(s) on disk?</b>","<b>Do you want to overwrite the file(s) on disk?</b>"
Studio.App.ScriptVerbs.CancelButton,,"Cancel","Cancel"
Studio.App.ScriptVerbs.CannotFindFileSyncing,,"<b>Can't find the file location</b><br/><div>The folder might have been deleted or renamed. Cancel sync and start again to select a new location.</div>","<b>Can't find the file location</b><br/><div>The folder might have been deleted or renamed. Cancel sync and start again to select a new location.</div>"
Studio.App.ScriptVerbs.CannotFindFileSyncingDetail,,"<div>The folder might have been deleted or renamed. Cancel sync and start again to select a new location.</div>","<div>The folder might have been deleted or renamed. Cancel sync and start again to select a new location.</div>"
Studio.App.ScriptVerbs.CannotFindFileSyncingTitle,,"<b>Can't find the file location</b>","<b>Can't find the file location</b>"
Studio.App.ScriptVerbs.CloseButton,,"Close","Close"
Studio.App.ScriptVerbs.DeleteButton,,"Delete file(s)","Delete file(s)"
Studio.App.ScriptVerbs.DeleteFile,,"<b>The file(s) are no longer syncing to disk</b><br/><div>You can delete the local file if you want. You can also stop this dialog in <a href=""settings"">Studio Settings</a></div>","<b>The file(s) are no longer syncing to disk</b><br/><div>You can delete the local file if you want. You can also stop this dialog in <a href=""settings"">Studio Settings</a></div>"
Studio.App.ScriptVerbs.DeleteFileDetail,,"<div>You can now delete the local files. To stop seeing this dialog, adjust the 'Keep local files after sync' setting in <a href=""settings"">Studio Settings</a>.</div>","<div>You can now delete the local files. To stop seeing this dialog, adjust the 'Keep local files after sync' setting in <a href=""settings"">Studio Settings</a>.</div>"
Studio.App.ScriptVerbs.DeleteFileTitle,,"<b>Syncing has been disabled for the selected scripts.</b>","<b>Syncing has been disabled for the selected scripts.</b>"
Studio.App.ScriptVerbs.DoneButton,,"Done","Done"
Studio.App.ScriptVerbs.FileNotFound,,"File Not Found","File Not Found"
Studio.App.ScriptVerbs.FileNotTrashed,,"Error while deleting file from disk: Unable to move to trash","Error while deleting file from disk: Unable to move to trash"
Studio.App.ScriptVerbs.FilePathEmpty,,"Error while deleting file from disk: Path is empty","Error while deleting file from disk: Path is empty"
Studio.App.ScriptVerbs.OverwriteButton,,"Overwrite","Overwrite"
Studio.App.ScriptVerbs.SelectSyncDir,,"Sync to File","Sync to File"
Studio.App.ScriptVerbs.StartSyncAskIfOverwriteFileOnDiskDetail,,"<div>You will need to overwrite the file(s) to start syncing</div>","<div>You will need to overwrite the file(s) to start syncing</div>"
Studio.App.ScriptVerbs.StartSyncFailedNamingErrorDetail,,"Unable to start sync due to an error with script names. See output window for details.","Unable to start sync due to an error with script names. See output window for details."
Studio.App.ScriptVerbs.StartSyncFailedNamingErrorTitle,,"<b>Naming Error</b>","<b>Naming Error</b>"
Studio.App.ScriptVerbs.StartSyncFailedTooManyScriptsDetail,,"Can't sync more than %1 scripts at a time. Select fewer scripts and try again.","Can't sync more than %1 scripts at a time. Select fewer scripts and try again."
Studio.App.ScriptVerbs.StartSyncFailedTooManyScriptsTitle,,"Too many files selected","Too many files selected"
Studio.App.ScriptVerbs.StartSyncSaveToFolder,,"Save to Folder","Save to Folder"
Studio.App.ScriptVerbs.StopSync,,"Script Sync Disabled","Script Sync Disabled"
Studio.App.ScriptingCmd.ACCEPTAICODE,"Accept CodeAssist suggestion","Accept CodeAssist suggestion","Accept CodeAssist suggestion"
Studio.App.ScriptingCmd.ACCEPTAICODETooltip,"Accept ScriptEditor AI CodeAssist suggestion","Accept ScriptEditor AI CodeAssist suggestion","Accept ScriptEditor AI CodeAssist suggestion"
Studio.App.ScriptingCmd.ADDCURSORABOVE,,"Add cursor above","Add cursor above"
Studio.App.ScriptingCmd.ADDCURSORABOVETooltip,,"Insert new cursor above current cursors","Insert new cursor above current cursors"
Studio.App.ScriptingCmd.ADDCURSORBELOW,,"Add cursor below","Add cursor below"
Studio.App.ScriptingCmd.ADDCURSORBELOWTooltip,,"Insert new cursor below current cursors","Insert new cursor below current cursors"
Studio.App.ScriptingCmd.CONFIG,,"Config Script Editor","Config Script Editor"
Studio.App.ScriptingCmd.CONFIGTooltip,,"Configure the Script Editor","Configure the Script Editor"
Studio.App.ScriptingCmd.DELETELINES,,"Delete Lines","Delete Lines"
Studio.App.ScriptingCmd.DELETELINESTooltip,,"Delete selected line(s)","Delete selected line(s)"
Studio.App.ScriptingCmd.DELETETOSTARTOFLINE,,"Delete to Start of Line","Delete to Start of Line"
Studio.App.ScriptingCmd.DELETETOSTARTOFLINETooltip,,"Delete to the start of the current line","Delete to the start of the current line"
Studio.App.ScriptingCmd.DISPLAYCHATPROMPT,,"AI Code Assistance","AI Code Assistance"
Studio.App.ScriptingCmd.DISPLAYCHATPROMPTTooltip,,"Ask our chatbot a question about your code","Ask our chatbot a question about your code"
Studio.App.ScriptingCmd.DUPLICATESELECTION,,"Duplicate Selection","Duplicate Selection"
Studio.App.ScriptingCmd.DUPLICATESELECTIONTooltip,,"Duplicate current line or selection","Duplicate current line or selection"
Studio.App.ScriptingCmd.EVALUATEATCURSOR,,"Evaluate at Cursor","Evaluate at Cursor"
Studio.App.ScriptingCmd.EVALUATEATCURSORTooltip,,"Evaluate at the current cursor location, while playing","Evaluate at the current cursor location, while playing"
Studio.App.ScriptingCmd.FINDCURRENTWORD,,"Find Current Word","Find Current Word"
Studio.App.ScriptingCmd.FINDCURRENTWORDBACKWARDS,,"Find Current Word Backwards","Find Current Word Backwards"
Studio.App.ScriptingCmd.FINDCURRENTWORDBACKWARDSTooltip,,"Find the current word, searching backwards through the doc","Find the current word, searching backwards through the doc"
Studio.App.ScriptingCmd.FINDCURRENTWORDTooltip,,"Find the current word","Find the current word"
Studio.App.ScriptingCmd.FOLDALL,"Collapse all expanded folds in the script","Collapse Script Folds","Collapse Script Folds"
Studio.App.ScriptingCmd.FOLDALLTooltip,,"Collapse all foldable sections of scripts","Collapse all foldable sections of scripts"
Studio.App.ScriptingCmd.FOLDBLOCK,,"Fold Code Block","Fold Code Block"
Studio.App.ScriptingCmd.FOLDBLOCKTooltip,,"Fold a block of code in the script","Fold a block of code in the script"
Studio.App.ScriptingCmd.FOLDTOGGLE,,"Toggle Code Fold","Toggle Code Fold"
Studio.App.ScriptingCmd.FOLDTOGGLETooltip,,"Toggle a folded code block","Toggle a folded code block"
Studio.App.ScriptingCmd.FORMATALL,,"Format Document","Format Document"
Studio.App.ScriptingCmd.FORMATALLTooltip,,"Format the entire document","Format the entire document"
Studio.App.ScriptingCmd.FORMATSEL,,"Format Selection","Format Selection"
Studio.App.ScriptingCmd.FORMATSELTooltip,,"Format selected range of document","Format selected range of document"
Studio.App.ScriptingCmd.GOTODECL,,"Go to Declaration","Go to Declaration"
Studio.App.ScriptingCmd.GOTODECLTooltip,,"Go to variable declaration","Go to variable declaration"
Studio.App.ScriptingCmd.GOTOERR,,"Go to Script Error","Go to Script Error"
Studio.App.ScriptingCmd.GOTOERRTooltip,,"Focus view on script error","Focus view on script error"
Studio.App.ScriptingCmd.GOTOLINE,,"Go to Line","Go to Line"
Studio.App.ScriptingCmd.GOTOLINETooltip,,"Go to a line in the script","Go to a line in the script"
Studio.App.ScriptingCmd.GOTOPOS,,"Go to Position","Go to Position"
Studio.App.ScriptingCmd.GOTOPOSTooltip,,"Go to a position in the script","Go to a position in the script"
Studio.App.ScriptingCmd.INDENT,,"Indent","Indent"
Studio.App.ScriptingCmd.INDENTTooltip,,"Indent selected line(s)","Indent selected line(s)"
Studio.App.ScriptingCmd.INSERT,,"Insert Text","Insert Text"
Studio.App.ScriptingCmd.INSERTTooltip,,"Insert text at the given position","Insert text at the given position"
Studio.App.ScriptingCmd.INVOKECOLOR3PICKER,,"Invoke Color3 Picker","Invoke Color3 Picker"
Studio.App.ScriptingCmd.INVOKECOLOR3PICKERTooltip,,"Invoke the Color3 Picker widget","Invoke the Color3 Picker widget"
Studio.App.ScriptingCmd.INVOKECOMPLETIONS,,"Invoke Autocomplete","Invoke Autocomplete"
Studio.App.ScriptingCmd.INVOKECOMPLETIONSTooltip,,"Invoke the Autocomplete tooltip","Invoke the Autocomplete tooltip"
Studio.App.ScriptingCmd.INVOKEHOVER,,"Invoke Hover","Invoke Hover"
Studio.App.ScriptingCmd.INVOKEHOVERTooltip,,"Invoke the type hover tooltip","Invoke the type hover tooltip"
Studio.App.ScriptingCmd.INVOKEMLCOMPLETION,,"Invoke AI-assisted scripting","Invoke AI-assisted scripting"
Studio.App.ScriptingCmd.INVOKEMLCOMPLETIONTooltip,,"Attempt to generate autocompleted code using machine learning","Attempt to generate autocompleted code using machine learning"
Studio.App.ScriptingCmd.INVOKESIGNATUREHELP,,"Invoke Signature Help","Invoke Signature Help"
Studio.App.ScriptingCmd.INVOKESIGNATUREHELPTooltip,,"Invoke the Signature Help widget","Invoke the Signature Help widget"
Studio.App.ScriptingCmd.INVOKESYMBOLS,,"Open Script Function Filter","Open Script Function Filter"
Studio.App.ScriptingCmd.INVOKESYMBOLSTooltip,,"Open the Script Function Filter","Open the Script Function Filter"
Studio.App.ScriptingCmd.MOVELINESDOWN,,"Move Lines Down","Move Lines Down"
Studio.App.ScriptingCmd.MOVELINESDOWNTooltip,,"Move selected line(s) downwards","Move selected line(s) downwards"
Studio.App.ScriptingCmd.MOVELINESUP,,"Move Lines Up","Move Lines Up"
Studio.App.ScriptingCmd.MOVELINESUPTooltip,,"Move selected line(s) upwards","Move selected line(s) upwards"
Studio.App.ScriptingCmd.NEWLINEABOVE,,"Insert Newline Above","Insert Newline Above"
Studio.App.ScriptingCmd.NEWLINEABOVETooltip,,"Insert a newline above the current line","Insert a newline above the current line"
Studio.App.ScriptingCmd.NEWLINEAFTERCURSOR,,"Insert newline after cursor","Insert newline after cursor"
Studio.App.ScriptingCmd.NEWLINEAFTERCURSORTooltip,,"Insert a newline after the cursor","Insert a newline after the cursor"
Studio.App.ScriptingCmd.NEWLINEBELOW,,"Insert Newline Below","Insert Newline Below"
Studio.App.ScriptingCmd.NEWLINEBELOWTooltip,,"Insert a newline below the current line","Insert a newline below the current line"
Studio.App.ScriptingCmd.RELOADSCRIPT,,"Reload Script","Reload Script"
Studio.App.ScriptingCmd.RELOADSCRIPTTooltip,,"Reload a script after modifying it, while playing","Reload a script after modifying it, while playing"
Studio.App.ScriptingCmd.REMOVELASTCURSOR,,"Remove last cursor","Remove last cursor"
Studio.App.ScriptingCmd.REMOVELASTCURSORTooltip,,"Remove the most recently added cursor","Remove the most recently added cursor"
Studio.App.ScriptingCmd.RENAMEDOCSYMBOL,,"Rename Document Symbol","Rename Document Symbol"
Studio.App.ScriptingCmd.RENAMEDOCSYMBOLTooltip,,"Rename the unique identifier for this type","Rename the unique identifier for this type"
Studio.App.ScriptingCmd.REPLACE,,"Replace Text","Replace Text"
Studio.App.ScriptingCmd.REPLACETooltip,,"Replace text in an open script","Replace text in an open script"
Studio.App.ScriptingCmd.RESETCURSOR,,"Reset Cursor","Reset Cursor"
Studio.App.ScriptingCmd.RESETCURSORTooltip,,"Clear text selection and dismiss floating widgets","Clear text selection and dismiss floating widgets"
Studio.App.ScriptingCmd.RUNTOCURSOR,,"Run to Cursor","Run to Cursor"
Studio.App.ScriptingCmd.RUNTOCURSORTooltip,,"Continue execution to the current text cursor position","Continue execution to the current text cursor position"
Studio.App.ScriptingCmd.SELECT,,"Select Text","Select Text"
Studio.App.ScriptingCmd.SELECTALLOCCURRENCES,,"Select all occurrences","Select all occurrences"
Studio.App.ScriptingCmd.SELECTALLOCCURRENCESTooltip,,"Add a cursor to all occurrences of the current selection","Add a cursor to all occurrences of the current selection"
Studio.App.ScriptingCmd.SELECTNEXTOCCURRENCE,,"Select next occurrence","Select next occurrence"
Studio.App.ScriptingCmd.SELECTNEXTOCCURRENCETooltip,,"Selects the word at the cursor, or the next occurrence of the current selection","Selects the word at the cursor, or the next occurrence of the current selection"
Studio.App.ScriptingCmd.SELECTPREVIOUSOCCURRENCE,,"Select previous occurrence","Select previous occurrence"
Studio.App.ScriptingCmd.SELECTPREVIOUSOCCURRENCETooltip,,"Select previous occurrence of current selection","Select previous occurrence of current selection"
Studio.App.ScriptingCmd.SELECTTooltip,,"Select text at the given position","Select text at the given position"
Studio.App.ScriptingCmd.SELECTWORD,,"Select Word","Select Word"
Studio.App.ScriptingCmd.SELECTWORDTooltip,,"Select the word under the cursor","Select the word under the cursor"
Studio.App.ScriptingCmd.SENDEXPLAINCODEPROMPT,,"Explain Code","Explain Code"
Studio.App.ScriptingCmd.SENDEXPLAINCODEPROMPT.ChatInput,,"Explain this code.","Explain this code."
Studio.App.ScriptingCmd.SENDEXPLAINCODEPROMPTTooltip,,"Ask our AI Assistant to explain your selected code","Ask our AI Assistant to explain your selected code"
Studio.App.ScriptingCmd.SENDEXPLAINCODEPROMPTUPDATED,"Used for the explain code action in studio","Explain","Explain"
Studio.App.ScriptingCmd.SHOWFINDREPLACEWINDOW,,"Show Find / Replace All window","Show Find / Replace All window"
Studio.App.ScriptingCmd.SPLITSELECTIONSINTOLINES,,"Add Cursor to Selected Line Ends and Selection End","Add Cursor to Selected Line Ends and Selection End"
Studio.App.ScriptingCmd.SPLITSELECTIONSINTOLINESTooltip,,"Place cursors at the the end of each line in a multi-line selection and at the end of the selection.","Place cursors at the the end of each line in a multi-line selection and at the end of the selection."
Studio.App.ScriptingCmd.TOGGLECOMMENT,,"Toggle Comment","Toggle Comment"
Studio.App.ScriptingCmd.TOGGLECOMMENTTooltip,,"Toggle selection commenting","Toggle selection commenting"
Studio.App.ScriptingCmd.UNFOLDALL,"Expand all collapsed folds in the script","Expand Script Folds","Expand Script Folds"
Studio.App.ScriptingCmd.UNFOLDALLTooltip,,"Expand all collapsed folds in the script","Expand all collapsed folds in the script"
Studio.App.ScriptingCmd.UNFOLDBLOCK,,"Unfold Code Block","Unfold Code Block"
Studio.App.ScriptingCmd.UNFOLDBLOCKTooltip,,"Unfold a block of code in the script","Unfold a block of code in the script"
Studio.App.ScriptingCmd.UNINDENT,,"Unindent","Unindent"
Studio.App.ScriptingCmd.UNINDENTTooltip,,"Unindent selected line(s)","Unindent selected line(s)"
Studio.App.SettingsCategory.CodeAssist,,"Code Assist","Code Assist"
Studio.App.SettingsCategory.DiagnosticsBenchmarking,,"Benchmarking","Benchmarking"
Studio.App.SettingsCategory.DiagnosticsErrors,,"Errors","Errors"
Studio.App.SettingsCategory.DiagnosticsPerformance,,"Performance","Performance"
Studio.App.SettingsCategory.DiagnosticsProfile,,"Profile","Profile"
Studio.App.SettingsCategory.DraggerBehavior,,"Dragger Behavior","Dragger Behavior"
Studio.App.SettingsCategory.DraggerVisualization,,"Dragger Visualization","Dragger Visualization"
Studio.App.SettingsCategory.GameOptionsInput,,"Input","Input"
Studio.App.SettingsCategory.GameOptionsInternal,,"Internal","Internal"
Studio.App.SettingsCategory.GameOptionsOnline,,"Online","Online"
Studio.App.SettingsCategory.GameOptionsSound,,"Sound","Sound"
Studio.App.SettingsCategory.GameOptionsVideo,,"Video","Video"
Studio.App.SettingsCategory.General,,"General","General"
Studio.App.SettingsCategory.LuaDiagnostics,,"Diagnostics","Diagnostics"
Studio.App.SettingsCategory.LuaSettings,,"Online","Online"
Studio.App.SettingsCategory.NetworkAdvanced,,"Advanced","Advanced"
Studio.App.SettingsCategory.NetworkAppearance,,"Appearance","Appearance"
Studio.App.SettingsCategory.NetworkDiagnostics,,"Diagnostics","Diagnostics"
Studio.App.SettingsCategory.NetworkProxy,,"Proxy","Proxy"
Studio.App.SettingsCategory.PhysicsDisplay,,"Display","Display"
Studio.App.SettingsCategory.PhysicsPerformance,,"Performance","Performance"
Studio.App.SettingsCategory.RenderingCache,,"Cache","Cache"
Studio.App.SettingsCategory.RenderingDebug,,"Debug","Debug"
Studio.App.SettingsCategory.RenderingGeneral,,"General","General"
Studio.App.SettingsCategory.RenderingPerformance,,"Performance","Performance"
Studio.App.SettingsCategory.SelectionVisualization,,"Selection Visualization","Selection Visualization"
Studio.App.SettingsCategory.StudioAdvanced,,"Advanced","Advanced"
Studio.App.SettingsCategory.StudioAudio,,"Audio","Audio"
Studio.App.SettingsCategory.StudioAutoRecovery,,"Auto-Recovery","Auto-Recovery"
Studio.App.SettingsCategory.StudioBrowsing,,"Browsing","Browsing"
Studio.App.SettingsCategory.StudioCamera,,"Camera","Camera"
Studio.App.SettingsCategory.StudioDebugger,,"Debugger","Debugger"
Studio.App.SettingsCategory.StudioDirectories,,"Directories","Directories"
Studio.App.SettingsCategory.StudioExplorer,,"Explorer","Explorer"
Studio.App.SettingsCategory.StudioGeneral,,"General","General"
Studio.App.SettingsCategory.StudioOutput,,"Output","Output"
Studio.App.SettingsCategory.StudioPrimaryPart,,"PrimaryPart","PrimaryPart"
Studio.App.SettingsCategory.StudioScriptEditor,,"Script Editor","Script Editor"
Studio.App.SettingsCategory.StudioScriptEditorColors,,"Script Editor Colors","Script Editor Colors"
Studio.App.SettingsCategory.StudioScriptSync,"Settings Category for FileSync settings","Script Sync","Script Sync"
Studio.App.SettingsCategory.StudioStreaming,"Streaming category for Studio Settings","Streaming","Streaming"
Studio.App.SettingsCategory.StudioTools,,"Tools","Tools"
Studio.App.SettingsCategory.StudioUndo,,"Undo","Undo"
Studio.App.SettingsCategory.StudioUpdates,"Settings category for Studio Updates.","Updates","Updates"
Studio.App.SettingsCategory.StudioVisualization,,"Visualization","Visualization"
Studio.App.SettingsCategory.TaskSchedulerConfiguration,,"Configuration","Configuration"
Studio.App.SettingsCategory.TaskSchedulerDiagnostics,,"Diagnostics","Diagnostics"
Studio.App.SettingsCategory.Theme,,"Theme","Theme"
Studio.App.SettingsHeader.Diagnostics,,"Diagnostics","Diagnostics"
Studio.App.SettingsHeader.GameOptions,,"Game Options","Game Options"
Studio.App.SettingsHeader.Lua,,"Lua","Lua"
Studio.App.SettingsHeader.Network,,"Network","Network"
Studio.App.SettingsHeader.Physics,,"Physics","Physics"
Studio.App.SettingsHeader.Rendering,,"Rendering","Rendering"
Studio.App.SettingsHeader.ScriptEditor,,"Script Editor","Script Editor"
Studio.App.SettingsHeader.Selection,,"Selection","Selection"
Studio.App.SettingsHeader.Studio,,"Studio","Studio"
Studio.App.SettingsHeader.TaskScheduler,,"Task Scheduler","Task Scheduler"
Studio.App.SnippetWidget.BuiltinSnippet,,"Built-in Snippets","Built-in Snippets"
Studio.App.SnippetWidget.Description,,"Description","Description"
Studio.App.SnippetWidget.MySnippetPacks,,"My Snippet Packs","My Snippet Packs"
Studio.App.SnippetWidget.NewSnippetName,,"Snippet","Snippet"
Studio.App.SnippetWidget.NewSnippetPackName,,"Snippet Pack","Snippet Pack"
Studio.App.SnippetWidget.Prefix,,"Prefix","Prefix"
Studio.App.SnippetWidget.ShowInAutocomplete,,"Show in Autocomplete","Show in Autocomplete"
Studio.App.SnippetWidget.Snippet,,"Snippet","Snippet"
Studio.App.SnippetWidget.SnippetName,,"Snippet Name","Snippet Name"
Studio.App.SnippetWidget.SnippetPackName,,"Pack Name","Pack Name"
Studio.App.StartPageLogin.ForgotPassword,,"Forgot Password?","Forgot Password?"
Studio.App.StartPageLogin.GenericError,"Start page login","Login error. Please try again.","Login error. Please try again."
Studio.App.StartPageLogin.LogIn,,"Log In","Log In"
Studio.App.StartPageLogin.LoggingInElps,,"Logging in...","Logging in..."
Studio.App.StartPageLogin.LoggingOutElps,,"Logging out...","Logging out..."
Studio.App.StartPageLogin.NotAMemberYet,,"Not a member yet?","Not a member yet?"
Studio.App.StartPageLogin.OpeningPlaceElps,,"Opening place...","Opening place..."
Studio.App.StartPageLogin.Password,,"Password","Password"
Studio.App.StartPageLogin.PrivacyPolicy,,"Privacy Policy","Privacy Policy"
Studio.App.StartPageLogin.SignUp,,"Sign up","Sign up"
Studio.App.StartPageLogin.StartCreatingOwnGames,,"Start creating your own experiences!","Start creating your own experiences!"
Studio.App.StartPageLogin.TwoStepVerificationEmailInstruction,,"Enter the code we just sent to you via email","Enter the code we just sent to you via email"
Studio.App.StartPageLogin.TwoStepVerificationSmsInstruction,,"Enter the code we just sent to you via sms","Enter the code we just sent to you via sms"
Studio.App.StartPageLogin.TwoStepVerificationTitle,,"2-Step Verification","2-Step Verification"
Studio.App.StartPageLogin.Username,,"Username","Username"
Studio.App.StartPageLogin.WeChatQQLogin,,"WeChat / QQ Login","WeChat / QQ Login"
Studio.App.StartPage.Activating,,"activating","activating"
Studio.App.StartPage.Archive,"Look at archived games","Archive","Archive"
Studio.App.StartPage.By1,"The game was written by whom?","By %1","By %1"
Studio.App.StartPage.ClickShareIcon,,"Click the share icon to share your game with Roblox friends or on social media","Click the share icon to share your game with Roblox friends or on social media"
Studio.App.StartPage.CreateNew,,"Create new","Create new"
Studio.App.StartPage.Deactivating,,"deactivating","deactivating"
Studio.App.StartPage.GotIt,,"Got it","Got it"
Studio.App.StartPage.MakingPrivate,,"Making private","Making private"
Studio.App.StartPage.MakingPublic,,"Making public","Making public"
Studio.App.StartPage.MyGames,"Look at all my published games","My Games","My Games"
Studio.App.StartPage.Owner,,"Owner","Owner"
Studio.App.StartPage.OwnerMe,,"Me","Me"
Studio.App.StartPage.PublishYourGame,,"Publish your game and make it public to share it
Go to File > Publish to Roblox","Publish your game and make it public to share it
Go to File > Publish to Roblox"
Studio.App.StartPage.Recent,"Look at recent games","Recent","Recent"
Studio.App.StartPage.RestrictedExperience,,"This experience is not accessible due to age restrictions.","This experience is not accessible due to age restrictions."
Studio.App.StartPage.RestrictedExperienceTitle,,"Age Restricted","Age Restricted"
Studio.App.StartPage.RestrictedExperienceTooltip,,"Restricted to age-verified 17+ creators","Restricted to age-verified 17+ creators"
Studio.App.StartPage.RestrictedExperienceUpsell,,"Verify your age to access this experience.

 1. Go to Account Info > Verify My Age 
 2. Complete the verification process","Verify your age to access this experience.

 1. Go to Account Info > Verify My Age 
 2. Complete the verification process"
Studio.App.StartPage.RestrictedExperienceUpsellLink,,"Verify my age","Verify my age"
