Key,Context,Source,en-us
Studio.App.AttributeRenameDialog.AttributeLengthAndSuggestion2,"Displayed when exceeding maximum characters while editing, along with AttributeNameExceeds1",Current name length is: %1. Try to use a name within %2 characters.,Current name length is: %1. Try to use a name within %2 characters.
Studio.App.AttributeRenameDialog.AttributeNameCantBeEmpty,Displayed when trying to commit an empty attribute while editing.,Attribute name cannot be empty.,Attribute name cannot be empty.
Studio.App.AttributeRenameDialog.AttributeContainsIllegalCharacters,Displayed when entering an illegal character while renaming an attribute,Attribute contains illegal character(s).,Attribute contains illegal character(s).
Studio.App.AttributeRenameDialog.AttributeAlphanumberic,Displayed when entering an illegal character while renaming an attribute,Attributes can only contain alphanumeric characters and underscores.,Attributes can only contain alphanumeric characters and underscores.
Studio.App.RBXMainWindow.GoToReferenceObject,,Go To Reference Object,Go To Reference Object
Studio.App.RBXMainWindow.ChooseReferenceObject,,Choose Reference Object,Choose Reference Object
Studio.App.InstanceSelectionEditor.ClearValue,,Clear Value,Clear Value
Studio.App.InstanceSelectionEditor.SelectValue,,Select Value,Select Value
Studio.App.RobloxPropertiesWidget.ItemCount1,,%1 items,%1 items
Studio.App.RobloxPropertiesWidget.FilterPlaceholder1,,Filter Properties %1,Filter Properties %1
Studio.App.PropertyItems.UpdatingMesh,Message which displays in the bottom left of the screen when a MeshPart's mesh is being updated,Updating mesh...,Updating mesh...
Studio.App.PropertyItems.BrickColorPropertyCannotBeEdited,Warning message that displays in the Studio Output window when a user tries to alter the BrickColor property of a part while the Studio Lua Debugger is paused at a breakpoint.,BrickColor property cannot be edited. Please make sure debugger is not paused.,BrickColor property cannot be edited. Please make sure debugger is not paused.
Studio.App.PropertyItems.ClickToExpand,Short message that appears in the Terrain.MaterialColors property in the Properties widget to let the user know that they can expand the property to see all the individual color values of each terrain material,[Click to expand],[Click to expand]
Studio.App.PropertyItems.CollisionGroupName.MismatchIdName,,CollisionGroup and CollisionGroupId don't match. Please reset CollisionGroup to a different value to resolve it.,CollisionGroup and CollisionGroupId don't match. Please reset CollisionGroup to a different value to resolve it.
Studio.App.PropertyItems.Color,Label for the color of a terrain material,Color,Color
Studio.App.PropertyItems.Material,Label for a terrain material,Material,Material
Studio.App.PropertyItems.UnableToLoadTerrainIcon1,Error message that appears in the Studio output window if Studio cannot locate a terrian icon. The argument is the supposed path to said icon.,Unable to load terrain icon %1,Unable to load terrain icon %1
Studio.App.PropertyItems.LogInRequired,Title of error message shown to users who try to import meshes while not logged in.,Log in required,Log in required
Studio.App.PropertyItems.YouMustLogInToCreateMeshes,Body of error message shown to users to try to import meshes while not logged in.,You must log in to create meshes.,You must log in to create meshes.
Studio.App.PropertyItems.MaterialOverride.None,Item text for the default value of the combobox created by MaterialVariantPropertyItem.,<None>,<None>
Studio.App.PropertyItems.MaterialVariant.InvalidOverride,No material was found for the override.,Unable to find a MaterialVariant matching the name and override material in MaterialService.,Unable to find a MaterialVariant matching the name and override material in MaterialService.
Studio.App.PropertyItems.MaterialVariant.InvalidVariant,No material was found as a variant.,Unable to find a MaterialVariant matching the name and base material in MaterialService.,Unable to find a MaterialVariant matching the name and base material in MaterialService.
Studio.App.PropertyItems.MaterialVariant.DuplicateOverride,Multiple MaterialVariants match the given name and override.,"Found multiple MaterialVariants matching the name and override material in MaterialService, this may cause unexpected behavior at runtime.","Found multiple MaterialVariants matching the name and override material in MaterialService, this may cause unexpected behavior at runtime."
Studio.App.PropertyItems.MaterialVariant.DuplicateVariant,Multiple MaterialVariants match the given name and variant.,"Found multiple MaterialVariants matching the name and base material in MaterialService, this may cause unexpected behavior at runtime.","Found multiple MaterialVariants matching the name and base material in MaterialService, this may cause unexpected behavior at runtime."
Studio.App.PropertyItems.FlipbookLayout.IncompatibleTexture,Particle flipbooks require a square image.,"Flipbook only supports particle Textures of sizes 8x8, 16x16, 32x32, 64x64, 128x128, 256x256, 512x512 or 1024x1024.","Flipbook only supports particle Textures of sizes 8x8, 16x16, 32x32, 64x64, 128x128, 256x256, 512x512 or 1024x1024."
Studio.App.RobloxPropertiesWidget.ItemsCount2,,%1 - %2 items,%1 - %2 items
Studio.App.RobloxPropertiesWidget.ItemsCount3,,"%1 ""%2"" - %3 items","%1 ""%2"" - %3 items"
Studio.App.RobloxMainWindow.OpenMeshFile,,Open Mesh File,Open Mesh File
Studio.App.SplineEditor.Envelope,,Envelope,Envelope
Studio.App.SplineEditor.Time,,Time,Time
Studio.RobloxPropertiesWidget.Category.Accessories,,Accessories,Accessories
Studio.RobloxPropertiesWidget.Category.Advanced,,Advanced,Advanced
Studio.RobloxPropertiesWidget.Category.Aerodynamics,,Aerodynamics,Aerodynamics
Studio.RobloxPropertiesWidget.Category.AirProperties,,AirProperties,AirProperties
Studio.RobloxPropertiesWidget.Category.AlignOrientation,,AlignOrientation,AlignOrientation
Studio.RobloxPropertiesWidget.Category.AlignPosition,,AlignPosition,AlignPosition
Studio.RobloxPropertiesWidget.Category.Alignment,,Alignment,Alignment
Studio.RobloxPropertiesWidget.Category.AlignmentMode,,AlignmentMode,AlignmentMode
Studio.RobloxPropertiesWidget.Category.AngularLimits,,AngularLimits,AngularLimits
Studio.RobloxPropertiesWidget.Category.AngularMotor,,AngularMotor,AngularMotor
Studio.RobloxPropertiesWidget.Category.AngularServo,,AngularServo,AngularServo
Studio.RobloxPropertiesWidget.Category.Animatable,,Animatable,Animatable
Studio.RobloxPropertiesWidget.Category.Animation,,Animation,Animation
Studio.RobloxPropertiesWidget.Category.Appearance,,Appearance,Appearance
Studio.RobloxPropertiesWidget.Category.Assembly,,Assembly,Assembly
Studio.RobloxPropertiesWidget.Category.Asset,,Asset,Asset
Studio.RobloxPropertiesWidget.Category.Attachments,,Attachments,Attachments
Studio.RobloxPropertiesWidget.Category.Attributes,,Attributes,Attributes
Studio.RobloxPropertiesWidget.Category.Audio,,Audio,Audio
Studio.RobloxPropertiesWidget.Category.AutoRecovery,,Auto-Recovery,Auto-Recovery
Studio.RobloxPropertiesWidget.Category.Axes,,Axes,Axes
Studio.RobloxPropertiesWidget.Category.Balance,,Balance,Balance
Studio.RobloxPropertiesWidget.Category.BallSocket,,BallSocket,BallSocket
Studio.RobloxPropertiesWidget.Category.Behavior,,Behavior,Behavior
Studio.RobloxPropertiesWidget.Category.Benchmarking,,Benchmarking,Benchmarking
Studio.RobloxPropertiesWidget.Category.BodyColors,,Body Colors,Body Colors
Studio.RobloxPropertiesWidget.Category.BodyParts,,Body Parts,Body Parts
Studio.RobloxPropertiesWidget.Category.Brows,,Brows,Brows
Studio.RobloxPropertiesWidget.Category.Browsing,,Browsing,Browsing
Studio.RobloxPropertiesWidget.Category.Cache,,Cache,Cache
Studio.RobloxPropertiesWidget.Category.Camera,,Camera,Camera
Studio.RobloxPropertiesWidget.Category.Character,,Character,Character
Studio.RobloxPropertiesWidget.Category.CharacterJumpSettings,,Character Jump Settings,Character Jump Settings
Studio.RobloxPropertiesWidget.Category.Clothes,,Clothes,Clothes
Studio.RobloxPropertiesWidget.Category.Collision,,Collision,Collision
Studio.RobloxPropertiesWidget.Category.Compliance,,Compliance,Compliance
Studio.RobloxPropertiesWidget.Category.Configuration,,Configuration,Configuration
Studio.RobloxPropertiesWidget.Category.Connections,,Connections,Connections
Studio.RobloxPropertiesWidget.Category.Control,,Control,Control
Studio.RobloxPropertiesWidget.Category.Controls,,Controls,Controls
Studio.RobloxPropertiesWidget.Category.ControlPoints,,Control Points,Control Points
Studio.RobloxPropertiesWidget.Category.Cylinder,,Cylinder,Cylinder
Studio.RobloxPropertiesWidget.Category.Data,,Data,Data
Studio.RobloxPropertiesWidget.Category.Debug,,Debug,Debug
Studio.RobloxPropertiesWidget.Category.Debugging,,Debugging,Debugging
Studio.RobloxPropertiesWidget.Category.Derived,,Derived,Derived
Studio.RobloxPropertiesWidget.Category.DerivedData,,Derived Data,Derived Data
Studio.RobloxPropertiesWidget.Category.DerivedWorldData,,Derived World Data,Derived World Data
Studio.RobloxPropertiesWidget.Category.Diagnostics,,Diagnostics,Diagnostics
Studio.RobloxPropertiesWidget.Category.Directories,,Directories,Directories
Studio.RobloxPropertiesWidget.Category.Display,,Display,Display
Studio.RobloxPropertiesWidget.Category.DragDirections,,Drag Directions,Drag Directions
Studio.RobloxPropertiesWidget.Category.DraggedAmount,,Dragged Amount,Dragged Amount
Studio.RobloxPropertiesWidget.Category.DragLimits,,Drag Limits,Drag Limits
Studio.RobloxPropertiesWidget.Category.Emission,,Emission,Emission
Studio.RobloxPropertiesWidget.Category.Emitter,,Emitter,Emitter
Studio.RobloxPropertiesWidget.Category.EmitterShape,,EmitterShape,EmitterShape
Studio.RobloxPropertiesWidget.Category.Errors,,Errors,Errors
Studio.RobloxPropertiesWidget.Category.Explorer,,Explorer,Explorer
Studio.RobloxPropertiesWidget.Category.Exposure,,Exposure,Exposure
Studio.RobloxPropertiesWidget.Category.Eyes,,Eyes,Eyes
Studio.RobloxPropertiesWidget.Category.Flipbook,,Flipbook,Flipbook
Studio.RobloxPropertiesWidget.Category.Fog,,Fog,Fog
Studio.RobloxPropertiesWidget.Category.Forcefield,,Forcefield,Forcefield
Studio.RobloxPropertiesWidget.Category.Friction,,Friction,Friction
Studio.RobloxPropertiesWidget.Category.Game,,Game,Game
Studio.RobloxPropertiesWidget.Category.General,,General,General
Studio.RobloxPropertiesWidget.Category.Goals,,Goals,Goals
Studio.RobloxPropertiesWidget.Category.Hinge,,Hinge,Hinge
Studio.RobloxPropertiesWidget.Category.Image,,Image,Image
Studio.RobloxPropertiesWidget.Category.Input,,Input,Input
Studio.RobloxPropertiesWidget.Category.Interactions,,Interactions,Interactions
Studio.RobloxPropertiesWidget.Category.Internal,,Internal,Internal
Studio.RobloxPropertiesWidget.Category.Jaw,,Jaw,Jaw
Studio.RobloxPropertiesWidget.Category.JobInfo,,JobInfo,JobInfo
Studio.RobloxPropertiesWidget.Category.JumpSettings,,Jump Settings,Jump Settings
Studio.RobloxPropertiesWidget.Category.Limits,,Limits,Limits
Studio.RobloxPropertiesWidget.Category.Line,,Line,Line
Studio.RobloxPropertiesWidget.Category.LineForce,,LineForce,LineForce
Studio.RobloxPropertiesWidget.Category.Link,,Link,Link
Studio.RobloxPropertiesWidget.Category.Localization,,Localization,Localization
Studio.RobloxPropertiesWidget.Category.LuaDebugger,,Lua Debugger,Lua Debugger
Studio.RobloxPropertiesWidget.Category.Material,,Material,Material
Studio.RobloxPropertiesWidget.Category.MaterialOverrides,,Material Overrides,Material Overrides
Studio.RobloxPropertiesWidget.Category.MaterialPack,,Material Pack,Material Pack
Studio.RobloxPropertiesWidget.Category.Metering,,Metering,Metering
Studio.RobloxPropertiesWidget.Category.Mobile,,Mobile,Mobile
Studio.RobloxPropertiesWidget.Category.Mode,,Mode,Mode
Studio.RobloxPropertiesWidget.Category.ModeSwitching,DragDetector mode switching property section,Mode Switching,Mode Switching
Studio.RobloxPropertiesWidget.Category.Motion,,Motion,Motion
Studio.RobloxPropertiesWidget.Category.Motor,,Motor,Motor
Studio.RobloxPropertiesWidget.Category.Mouth,,Mouth,Mouth
Studio.RobloxPropertiesWidget.Category.Movement,,Movement,Movement
Studio.RobloxPropertiesWidget.Category.Networking,,Networking,Networking
Studio.RobloxPropertiesWidget.Category.Orientation,,Orientation,Orientation
Studio.RobloxPropertiesWidget.Category.Output,,Output,Output
Studio.RobloxPropertiesWidget.Category.Part,,Part,Part
Studio.RobloxPropertiesWidget.Category.Particles,,Particles,Particles
Studio.RobloxPropertiesWidget.Category.Parts,,Parts,Parts
Studio.RobloxPropertiesWidget.Category.Performance,,Performance,Performance
Studio.RobloxPropertiesWidget.Category.Physics,,Physics,Physics
Studio.RobloxPropertiesWidget.Category.PhysicsResponse,,Physics Response,Physics Response
Studio.RobloxPropertiesWidget.Category.Pivot,,Pivot,Pivot
Studio.RobloxPropertiesWidget.Category.Permissions,,Permissions,Permissions
Studio.RobloxPropertiesWidget.Category.Plane,,Plane,Plane
Studio.RobloxPropertiesWidget.Category.Playback,,Playback,Playback
Studio.RobloxPropertiesWidget.Category.PrimaryPart,,Primary Part,Primary Part
Studio.RobloxPropertiesWidget.Category.Profile,,Profile,Profile
Studio.RobloxPropertiesWidget.Category.ProxySettings,,Proxy Settings,Proxy Settings
Studio.RobloxPropertiesWidget.Category.PseudoInstances,,PseudoInstances,PseudoInstances
Studio.RobloxPropertiesWidget.Category.Recording,,Recording,Recording
Studio.RobloxPropertiesWidget.Category.Reflection,,Reflection,Reflection
Studio.RobloxPropertiesWidget.Category.Regions,,Regions,Regions
Studio.RobloxPropertiesWidget.Category.RenderingTest,,RenderingTest,RenderingTest
Studio.RobloxPropertiesWidget.Category.Results,,Results,Results
Studio.RobloxPropertiesWidget.Category.Rod,,Rod,Rod
Studio.RobloxPropertiesWidget.Category.Rope,,Rope,Rope
Studio.RobloxPropertiesWidget.Category.Routing,,Routing,Routing
Studio.RobloxPropertiesWidget.Category.Scale,,Scale,Scale
Studio.App.PropertyItems.ResetScaleIcon.ToolTip,Tooltip for an icon that when clicked will reset the scale of a model to 1 without changing its size.,Resets the model's scale to 1 without changing its size.,Resets the model's scale to 1 without changing its size.
Studio.RobloxPropertiesWidget.Category.ScriptEditor,,Script Editor,Script Editor
Studio.RobloxPropertiesWidget.Category.ScriptEditorColors,,Script Editor Colors,Script Editor Colors
Studio.RobloxPropertiesWidget.Category.Scripting,,Scripting,Scripting
Studio.RobloxPropertiesWidget.Category.Scrolling,,Scrolling,Scrolling
Studio.RobloxPropertiesWidget.Category.Selection,,Selection,Selection
Studio.RobloxPropertiesWidget.Category.Servo,,Servo,Servo
Studio.RobloxPropertiesWidget.Category.Settings,,Settings,Settings
Studio.RobloxPropertiesWidget.Category.Shape,,Shape,Shape
Studio.RobloxPropertiesWidget.Category.Sizing,,Sizing,Sizing
Studio.RobloxPropertiesWidget.Category.Slider,,Slider,Slider
Studio.RobloxPropertiesWidget.Category.Spring,,Spring,Spring
Studio.RobloxPropertiesWidget.Category.State,,State,State
Studio.RobloxPropertiesWidget.Category.StateEditing,,State Editing,State Editing
Studio.RobloxPropertiesWidget.Category.Streaming,,Streaming,Streaming
Studio.RobloxPropertiesWidget.Category.Surface,,Surface,Surface
Studio.RobloxPropertiesWidget.Category.SurfaceInputs,,Surface Inputs,Surface Inputs
Studio.RobloxPropertiesWidget.Category.Tags,,Tags,Tags
Studio.RobloxPropertiesWidget.AddTagPopup.LineEditText,Text that appears in the text box of the AddTagPopup letting users know how to use it.,Search for or create a tag,Search for or create a tag
Studio.RobloxPropertiesWidget.AddTagPopup.NoTagsCreated,Displayed in the AddTagPopup when no tags have been created yet.,No tags have been created yet,No tags have been created yet
Studio.RobloxPropertiesWidget.AddTagPopup.CreateTagFmt1,Displayed in the AddTagPopup to label a tag that will be newly created.,Create tag: %1,Create tag: %1
Studio.RobloxPropertiesWidget.Category.TargetOrientation,,TargetOrientation,TargetOrientation
Studio.RobloxPropertiesWidget.Category.Team,,Team,Team
Studio.RobloxPropertiesWidget.Category.Teams,,Teams,Teams
Studio.RobloxPropertiesWidget.Category.Text,,Text,Text
Studio.RobloxPropertiesWidget.Category.Thrust,,Thrust,Thrust
Studio.RobloxPropertiesWidget.Category.Tongue,,Tongue,Tongue
Studio.RobloxPropertiesWidget.Category.Tools,,Tools,Tools
Studio.RobloxPropertiesWidget.Category.Torque,,Torque,Torque
Studio.RobloxPropertiesWidget.Category.Transform,,Transform,Transform
Studio.RobloxPropertiesWidget.Category.Tuning,,Tuning,Tuning
Studio.RobloxPropertiesWidget.Category.Turn,,Turn,Turn
Studio.RobloxPropertiesWidget.Category.TwistLimits,,TwistLimits,TwistLimits
Studio.RobloxPropertiesWidget.Category.Undo,,Undo,Undo
Studio.RobloxPropertiesWidget.Category.Universal,,Universal,Universal
Studio.RobloxPropertiesWidget.Category.Vector,,Vector,Vector
Studio.RobloxPropertiesWidget.Category.VectorForce,,VectorForce,VectorForce
Studio.RobloxPropertiesWidget.Category.Video,,Video,Video
Studio.RobloxPropertiesWidget.Category.Visualization,,Visualization,Visualization
Studio.RobloxPropertiesWidget.Category.Winch,,Winch,Winch
Studio.RobloxPropertiesWidget.Color3Picker.HexLabel,,Hex:,Hex:
Studio.CapabilitiesPropertyItem.Capability.RunClientScript,,Allows scripts to run on the Client,Allows scripts to run on the Client
Studio.CapabilitiesPropertyItem.Capability.RunServerScript,,Allows scripts to run on the Server,Allows scripts to run on the Server
Studio.CapabilitiesPropertyItem.Capability.AccessOutsideWrite,,Allows access to the instances outside the Sandboxed container,Allows access to the instances outside the Sandboxed container
Studio.CapabilitiesPropertyItem.Capability.AssetRequire,,Allows calls to 'require' function using asset ID,Allows calls to 'require' function using asset ID
Studio.CapabilitiesPropertyItem.Capability.LoadString,,Allows 'loadstring' function to be used (restrictions from other settings still apply),Allows 'loadstring' function to be used (restrictions from other settings still apply)
Studio.CapabilitiesPropertyItem.Capability.ScriptGlobals,,Allows access to scripts globals like '_G' and 'shared',Allows access to scripts globals like '_G' and 'shared'
Studio.CapabilitiesPropertyItem.Capability.CreateInstances,,"Allows creation of new instances using Instance.new, :Clone and other methods","Allows creation of new instances using Instance.new, :Clone and other methods"
Studio.CapabilitiesPropertyItem.Capability.Basic,,Allows a basic set of engine APIs to be used,Allows a basic set of engine APIs to be used
Studio.CapabilitiesPropertyItem.Capability.Audio,,Allows access to Audio related instance APIs,Allows access to Audio related instance APIs
Studio.CapabilitiesPropertyItem.Capability.DataStore,,Allows access to DataStore/MemoryStore related engine APIs,Allows access to DataStore/MemoryStore related engine APIs
Studio.CapabilitiesPropertyItem.Capability.Network,,Allows access to Networking engine APIs,Allows access to Networking engine APIs
Studio.CapabilitiesPropertyItem.Capability.Physics,,Allows access to Physics related instance APIs,Allows access to Physics related instance APIs
Studio.LightingTechnologyPropertyItem.Dialog.Title,Lighting is referring to the Lighting instance in Roblox Studio and Technology is a property of Lighting. Migration refers to changing this property from one value to another.,Lighting Technology Migration,Lighting Technology Migration
Studio.LightingTechnologyPropertyItem.Dialog.Link.Text,This is a link to a specific announcement for Roblox developers on https://devforum.roblox.com.,Find all details on the DevForum announcement.,Find all details on the DevForum announcement.
Studio.LightingTechnologyPropertyItem.Dialog.Migration.Text1,This is 1/4 parts that make up a full paragraph shown in a dialog box during migration. White space after sentences and unexpected lowercase letters are intentional.,Would you like to Migrate your experience to Voxel Lighting? ,Would you like to Migrate your experience to Voxel Lighting? 
Studio.LightingTechnologyPropertyItem.Dialog.Migration.Text2,This is 2/4 parts that make up a full paragraph shown in a dialog box during migration.  White space after sentences and unexpected lowercase letters are intentional.,"Your experience uses the deprecated Compatibility Lighting Technology. We recommend migrating to Voxel Lighting. While this is a seamless operation to the Sunlight, ","Your experience uses the deprecated Compatibility Lighting Technology. We recommend migrating to Voxel Lighting. While this is a seamless operation to the Sunlight, "
Studio.LightingTechnologyPropertyItem.Dialog.Migration.Text3,This is 3/4 parts that make up a full paragraph shown in a dialog box during migration.  White space after sentences and unexpected lowercase letters are intentional.,you might have to adjust your Local Lights' brightness to get your desired result. ,you might have to adjust your Local Lights' brightness to get your desired result. 
Studio.LightingTechnologyPropertyItem.Dialog.Migration.Text4,This is 4/4 parts that make up a full paragraph shown in a dialog box during migration.  White space after sentences and unexpected lowercase letters are intentional.,This migration can be reverted. ,This migration can be reverted. 
Studio.LightingTechnologyPropertyItem.Dialog.Revert.Text1,This is 1/5 parts that make up a full paragraph shown in a dialog box during the revert of migration. White space after sentences and unexpected lowercase letters are intentional.,Would you like to Revert the migration to Voxel Lighting? ,Would you like to Revert the migration to Voxel Lighting? 
Studio.LightingTechnologyPropertyItem.Dialog.Revert.Text2,This is 2/5 parts that make up a full paragraph shown in a dialog box during the revert of migration. White space after sentences and unexpected lowercase letters are intentional.,"Your experience was migrated from Compatibility Lighting to Voxel Lighting. You can revert this operation by clicking ""Revert"".","Your experience was migrated from Compatibility Lighting to Voxel Lighting. You can revert this operation by clicking ""Revert""."
Studio.LightingTechnologyPropertyItem.Dialog.Revert.Text3,This is 3/5 parts that make up a full paragraph shown in a dialog box during the revert of migration. White space after sentences and unexpected lowercase letters are intentional.,Please note that ,Please note that 
Studio.LightingTechnologyPropertyItem.Dialog.Revert.Text4,This is 4/5 parts that make up a full paragraph shown in a dialog box during the revert of migration. White space after sentences and unexpected lowercase letters are intentional.,Compatibility Lighting will be fully sunset ,Compatibility Lighting will be fully sunset 
Studio.LightingTechnologyPropertyItem.Dialog.Revert.Text5,This is 5/5 parts that make up a full paragraph shown in a dialog box during the revert of migration. White space after sentences and unexpected lowercase letters are intentional.,and it will not be possible to use it in the future. ,and it will not be possible to use it in the future. 
Studio.LightingTechnologyPropertyItem.Dialog.Not.Supported.Text1,,Migrate Compatibility Lighting to Voxel Lighting,Migrate Compatibility Lighting to Voxel Lighting
Studio.LightingTechnologyPropertyItem.Dialog.Not.Supported.Text2,,Your experience does not use Compatibility Lighting and your Lighting Technology doesn't require migration.,Your experience does not use Compatibility Lighting and your Lighting Technology doesn't require migration.
Studio.LightingTechnologyPropertyItem.Dialog.Cancel.Button,,Cancel,Cancel
Studio.LightingTechnologyPropertyItem.Dialog.Migrate.Button,,Migrate,Migrate
Studio.LightingTechnologyPropertyItem.Dialog.Revert.Button,,Revert,Revert
