Studio.App.BreakpointsTreeWidget.HeaderLabelEnabled,In breakpoints,Enabled,Enabled
Studio.App.BreakpointsTreeWidget.HeaderLabelLine,In breakpoints,Line,Line
Studio.App.BreakpointsTreeWidget.HeaderLabelScriptName,In breakpoints,Script Name,Script Name
Studio.App.BreakpointsTreeWidget.HeaderLabelSourceLine,In breakpoints,Source Line,Source Line
Studio.App.BreakpointsTreeWidget.HeaderLabelCondition,In breakpoints,Condition,Condition
Studio.App.FileSyncService.CanOnlyParentToFolder,,Can only parent to Folder.,Can only parent to Folder.
Studio.App.FileSyncService.InstanceAlreadyExists,,Instance already exists.,Instance already exists.
Studio.App.FileSyncService.FileNameIsInvalid,,File name is invalid.,File name is invalid.
Studio.App.FileSyncService.CanOnlyAddSupportedClass,,"Can only add Folder, Script, LocalScript, ModuleScript or StringValue.","Can only add Folder, Script, LocalScript, ModuleScript or StringValue."
Studio.App.FileSyncService.UnknownError,,Unknown Error.,Unknown Error.
Studio.App.FileSyncService.Info,,Info,Info
