Key,Context,Source,en-us
Studio.App.ScriptingCmd.FORMATALL,,Format Document,Format Document
Studio.App.ScriptingCmd.FORMATALLTooltip,,Format the entire document,Format the entire document
Studio.App.ScriptingCmd.INDENT,,Indent,Indent
Studio.App.ScriptingCmd.INDENTTooltip,,Indent selected line(s),Indent selected line(s)
Studio.App.ScriptingCmd.INVOKECOMPLETIONS,,Invoke Autocomplete,Invoke Autocomplete
Studio.App.ScriptingCmd.INVOKECOMPLETIONSTooltip,,Invoke the Autocomplete tooltip,Invoke the Autocomplete tooltip
Studio.App.ScriptingCmd.INVOKEHOVER,,Invoke Hover,Invoke Hover
Studio.App.ScriptingCmd.INVOKEHOVERTooltip,,Invoke the type hover tooltip,Invoke the type hover tooltip
Studio.App.ScriptingCmd.MOVELINESDOWN,,Move Lines Down,Move Lines Down
Studio.App.ScriptingCmd.MOVELINESDOWNTooltip,,Move selected line(s) downwards,Move selected line(s) downwards
Studio.App.ScriptingCmd.MOVELINESUP,,Move Lines Up,Move Lines Up
Studio.App.ScriptingCmd.MOVELINESUPTooltip,,Move selected line(s) upwards,Move selected line(s) upwards
Studio.App.ScriptingCmd.NEWLINEABOVE,,Insert Newline Above,Insert Newline Above
Studio.App.ScriptingCmd.NEWLINEABOVETooltip,,Insert a newline above the current line,Insert a newline above the current line
Studio.App.ScriptingCmd.NEWLINEBELOW,,Insert Newline Below,Insert Newline Below
Studio.App.ScriptingCmd.NEWLINEBELOWTooltip,,Insert a newline below the current line,Insert a newline below the current line
Studio.App.ScriptingCmd.UNFOLDALL,,Expand All Folds,Expand All Folds
Studio.App.ScriptingCmd.UNINDENT,,Unindent,Unindent
Studio.App.ScriptingCmd.UNINDENTTooltip,,Unindent selected line(s),Unindent selected line(s)
Studio.App.ScriptingCmd.TOGGLECOMMENT,,Toggle Comment,Toggle Comment
Studio.App.ScriptingCmd.TOGGLECOMMENTTooltip,,Toggle selection commenting,Toggle selection commenting
Studio.App.ScriptingCmd.SELECTWORD,,Select Word,Select Word
Studio.App.ScriptingCmd.SELECTWORDTooltip,,Select the word under the cursor,Select the word under the cursor
Studio.App.ScriptingCmd.FINDCURRENTWORD,,Find Current Word,Find Current Word
Studio.App.ScriptingCmd.FINDCURRENTWORDTooltip,,Find the current word,Find the current word
Studio.App.ScriptingCmd.FINDCURRENTWORDBACKWARDS,,Find Current Word Backwards,Find Current Word Backwards
Studio.App.ScriptingCmd.FINDCURRENTWORDBACKWARDSTooltip,,"Find the current word, searching backwards through the doc","Find the current word, searching backwards through the doc"
Studio.App.ScriptingCmd.INVOKESIGNATUREHELP,,Invoke Signature Help,Invoke Signature Help
Studio.App.ScriptingCmd.INVOKECOLOR3PICKER,,Invoke Color3 Picker,Invoke Color3 Picker
Studio.App.ScriptingCmd.INVOKECOLOR3PICKERTooltip,,Invoke the Color3 Picker widget,Invoke the Color3 Picker widget
Studio.App.ScriptingCmd.FOLDBLOCK,,Fold Code Block,Fold Code Block
Studio.App.ScriptingCmd.FOLDBLOCKTooltip,,Fold a block of code in the script,Fold a block of code in the script
Studio.App.ScriptingCmd.UNFOLDBLOCK,,Unfold Code Block,Unfold Code Block
Studio.App.ScriptingCmd.UNFOLDBLOCKTooltip,,Unfold a block of code in the script,Unfold a block of code in the script
Studio.App.RBXMainWindow.GoToLine,,Go to line,Go to line
Studio.App.RBXMainWindow.FilterScriptFunctions,,Open Script Function Filter,Open Script Function Filter
Studio.App.RBXMainWindow.FilterScriptFunctionsNoFunctions,,No functions to filter,No functions to filter
Studio.App.DocumentationView.Overload,,+1 overload,+1 overload
Studio.App.DocumentationView.Overload.Plural1,%1 is an integer. example '+2 overloads',+%1 overloads,+%1 overloads
Studio.App.DocumentationView.Copied,,Copied!,Copied!
Studio.App.DocumentationView.ShowCodeSample,,Show Code Example,Show Code Example
Studio.App.DocumentationView.HideCodeSample,,Hide Code Example,Hide Code Example
Studio.App.FindDialog.LineNumber1,,Line number (1-%1):,Line number (1-%1):
Studio.App.ScriptComboBox.RunACommand,,Run a command,Run a command
Studio.App.ColorPreviewWidget.InvalidArgumentsTooltip,,Invalid arguments to Color3 constructor,Invalid arguments to Color3 constructor
