Key,Source,en-us
Studio.TerrainToolsV2.ConvertPart.ConvertFinished, ,Convert finished: {1} seconds for {2:int} instance(s)
Studio.TerrainToolsV2.ConvertPart.ConvertProgressTitle, ,Convert Parts
Studio.TerrainToolsV2.ConvertPart.ConvertShapesToBiome, ,Converting parts to Biome
Studio.TerrainToolsV2.ConvertPart.ConvertShapesToMaterial, ,Converting parts
Studio.TerrainToolsV2.ConvertPart.GetTargetShapes, ,Calculating shapes
Studio.TerrainToolsV2.ConvertPart.HasOtherInstance, ,"Only Parts can be converted, other objects will be skipped"
Studio.TerrainToolsV2.ConvertPart.HasProtected, ,Only Parts or Models containing Parts can be converted
Studio.TerrainToolsV2.ConvertPart.HasTooSmall, ,Parts with size dimensions below 4 studs may produce incorrect results
Studio.TerrainToolsV2.ConvertPart.SelectionHelp, ,Select Parts or Models containing Parts to convert to terrain
Studio.TerrainToolsV2.ConvertPart.UpdateInstanceVisuals, ,Hiding parts
Studio.TerrainToolsV2.EditPlaneAction.StatusTip, ,Edit/apply plane when using plane lock in manual mode
Studio.TerrainToolsV2.EditPlaneAction.Text, ,Edit Plane
Studio.TerrainToolsV2.EditSettings.EditSettings, ,Edit Settings
Studio.TerrainToolsV2.EditSettings.MergeEmpty, ,Merge Empty
Studio.TerrainToolsV2.Example.ErrorAnUnexpectedThing, ,"An unexpected thing happened, try again"
Studio.TerrainToolsV2.Generate.AssigningColormap, ,Assigning Colormap...
Studio.TerrainToolsV2.Generate.BaseLevel, ,Base Level
Studio.TerrainToolsV2.Generate.BiomeArctic, ,Arctic
Studio.TerrainToolsV2.Generate.BiomeCanyons, ,Canyons
Studio.TerrainToolsV2.Generate.BiomeDunes, ,Dunes
Studio.TerrainToolsV2.Generate.BiomeHills, ,Hills
Studio.TerrainToolsV2.Generate.BiomeLavascape, ,Lavascape
Studio.TerrainToolsV2.Generate.BiomeMarsh, ,Marsh
Studio.TerrainToolsV2.Generate.BiomeMountains, ,Mountains
Studio.TerrainToolsV2.Generate.BiomePlains, ,Plains
Studio.TerrainToolsV2.Generate.BiomeSize, ,Biome Size
Studio.TerrainToolsV2.Generate.BiomeWater, ,Water
Studio.TerrainToolsV2.Generate.Biomes, ,Biomes
Studio.TerrainToolsV2.Generate.BiomesSettings, ,Biomes Settings
Studio.TerrainToolsV2.Generate.ButtonGenerate, ,Generate
Studio.TerrainToolsV2.Generate.Caves, ,Caves
Studio.TerrainToolsV2.Generate.GenerateProgressTitle, ,Generate Terrain
Studio.TerrainToolsV2.Generate.GenerateVoxels, ,Generating voxels...
Studio.TerrainToolsV2.Generate.GenerationFinished, ,Generation finished: {1} seconds
Studio.TerrainToolsV2.Generate.MapSize, ,Map Size
Studio.TerrainToolsV2.Generate.OtherSettings, ,Other Settings
Studio.TerrainToolsV2.Generate.Preprocessing, ,Preprocessing...
Studio.TerrainToolsV2.Generate.ReadingColormap, ,Reading Colormap...
Studio.TerrainToolsV2.Generate.Sampling, ,Sampling...
Studio.TerrainToolsV2.Generate.Seed, ,Seed
Studio.TerrainToolsV2.Generate.StartGeneration, ,Generating with size ({1}) at position ({2}) using seed {3} and biomes: {4}
Studio.TerrainToolsV2.Generate.Starting, ,Starting...
Studio.TerrainToolsV2.Import.ButtonImport, ,Generate
Studio.TerrainToolsV2.Import.Colormap, ,Colormap
Studio.TerrainToolsV2.Import.ColormapPreview, ,Colormap Preview
Studio.TerrainToolsV2.Import.DefaultMaterial, ,Default Material
Studio.TerrainToolsV2.Import.Heightmap, ,Heightmap
Studio.TerrainToolsV2.Import.HeightmapPreview, ,Heightmap Preview
Studio.TerrainToolsV2.Import.UseColormap, ,Colormap
Studio.TerrainToolsV2.ImportError.DataModelPreprocessNullptr, ,An internal error has occurred.
Studio.TerrainToolsV2.ImportError.DataModelWorkerNullptr, ,An internal error has occurred.
Studio.TerrainToolsV2.ImportError.FailedToFindInContentProvider, ,Image could not be found.
Studio.TerrainToolsV2.ImportError.FailedToGenerateHeightmapPreview, ,An internal error has occurred.
Studio.TerrainToolsV2.ImportError.FailedToGenerateHeightmapPreviewTitle, ,Failed to generate preview image.
Studio.TerrainToolsV2.ImportError.FailedToLoadColormap, ,Failed to load colormap
Studio.TerrainToolsV2.ImportError.FailedToLoadHeightmap, ,Failed to load heightmap
Studio.TerrainToolsV2.ImportError.FailedToReadImage, ,Image is not a valid file.
Studio.TerrainToolsV2.ImportError.FailedToSelectFile, ,Failed to open file dialog.
Studio.TerrainToolsV2.ImportError.HeightmapImporterServiceCantFindTerrain, ,An internal error has occurred.
Studio.TerrainToolsV2.ImportError.ImportFailed, ,Import failed
Studio.TerrainToolsV2.ImportError.ImportInProgress, ,An import operation is already in progress.
Studio.TerrainToolsV2.ImportError.InvalidBytesPerChannel, ,Only 8 bit and 16 bit PNGs are supported.
Studio.TerrainToolsV2.ImportError.InvalidChannelCount, ,Image has invalid number of channels.
Studio.TerrainToolsV2.ImportError.RegionExceedsMaxVoxelCount, ,Target region is too large.
Studio.TerrainToolsV2.ImportError.RegionIsEmpty, ,Target region is empty.
Studio.TerrainToolsV2.ImportError.TerrainPreprocessNullptr, ,An internal error has occurred.
Studio.TerrainToolsV2.ImportError.TerrainWorkerNullptr, ,An internal error has occurred.
Studio.TerrainToolsV2.ImportError.TerrainWriteNullptr, ,An internal error has occurred.
Studio.TerrainToolsV2.ImportInfo.ChannelsWereDiscarded, ,"When you import a color image, the importer only reads the red channel to create a greyscale heightmap. The other channels have been discarded."
Studio.TerrainToolsV2.ImportMaterialMode.Colormap, ,Colormap
Studio.TerrainToolsV2.ImportMaterialMode.DefaultMaterial, ,Material
Studio.TerrainToolsV2.ImportWarning.AspectRatio, ,"Image aspect ratio ({1}) is not compatible with Size values (X {2:int}, Z {3:int}). For best results, adjust the Size or import a new image."
Studio.TerrainToolsV2.ImportWarning.ColorMapOutOfRangeIconTooltip, ,The imported colormap contains RGB values that do not match the Colormap Index.
Studio.TerrainToolsV2.ImportWarning.ImageTooSmall, ,"Image resolution ({1:int}x{2:int}) is too low for the target Size values (X {3:int}, Z {4:int}). For best results, decrease the size or import a new Heightmap."
Studio.TerrainToolsV2.ImportWarning.MainTextColormapRGBOutOfRange, ,Colormap RGB values are out of range.
Studio.TerrainToolsV2.ImportWarning.SubTextColormapRGBOutOfRange, ,The imported colormap contains RGB values that do not match the Colormap Index. The generated materials might not be correct. Please ensure you’re using the sRGB colorspace for best results.
Studio.TerrainToolsV2.LocalImageSelector.NoImageSelected, ,No image selected
Studio.TerrainToolsV2.Main.Title, ,Terrain Editor
Studio.TerrainToolsV2.Main.ToolbarButton, ,Editor
Studio.TerrainToolsV2.MainButtons.AddTooltip, ,Click and hold to add terrain.
Studio.TerrainToolsV2.MainButtons.ClearTooltip, ,Clear all Terrain.
Studio.TerrainToolsV2.MainButtons.ErodeTooltip, ,Click and hold to erode and remove terrain.
Studio.TerrainToolsV2.MainButtons.GenerateTooltip, ,Generate landscapes of terrain.
Studio.TerrainToolsV2.MainButtons.GrowTooltip, ,Click and hold to grow and expand terrain.
Studio.TerrainToolsV2.MainButtons.Import, ,Import
Studio.TerrainToolsV2.MainButtons.ImportTooltip, ,Import a HeightMap and ColorMap.
Studio.TerrainToolsV2.MainButtons.PaintTooltip, ,Paint the material of the terrain.
Studio.TerrainToolsV2.MainButtons.RegionsTooltip, ,Manipulate regions of smooth terrain.
Studio.TerrainToolsV2.MainButtons.SmoothTooltip, ,Brush to smooth out rough or jagged terrain.
Studio.TerrainToolsV2.MainButtons.SubtractTooltip, ,Click and hold to remove terrain.
Studio.TerrainToolsV2.MapSettings.HeightMap, ,Height Map
Studio.TerrainToolsV2.MapSettings.MapSettings, ,Map Settings
Studio.TerrainToolsV2.MapSettings.Position, ,Position
Studio.TerrainToolsV2.MapSettings.Size, ,Size
Studio.TerrainToolsV2.MaterialSettings.Apply, ,Apply
Studio.TerrainToolsV2.MaterialSettings.AutoMaterial, ,Auto Material
Studio.TerrainToolsV2.MaterialSettings.ChooseBiome, ,Choose Biomes to apply
Studio.TerrainToolsV2.MaterialSettings.ChooseMaterial, ,Choose a material to apply
Studio.TerrainToolsV2.MaterialSettings.Fill, ,Fill
Studio.TerrainToolsV2.MaterialSettings.MaterialSettings, ,Material Settings
Studio.TerrainToolsV2.MaterialSettings.Replace, ,Replace
Studio.TerrainToolsV2.MaterialSettings.ReplaceMaterial, ,Replace Mode
Studio.TerrainToolsV2.MaterialSettings.SourceMaterial, ,Source material
Studio.TerrainToolsV2.MaterialSettings.TargetMaterial, ,Target material
Studio.TerrainToolsV2.MaterialSettings.UseColorMap, ,Use ColorMap
Studio.TerrainToolsV2.Materials.Air, ,Air
Studio.TerrainToolsV2.Materials.Asphalt, ,Asphalt
Studio.TerrainToolsV2.Materials.Basalt, ,Basalt
Studio.TerrainToolsV2.Materials.Brick, ,Brick
Studio.TerrainToolsV2.Materials.Cobblestone, ,Cobblestone
Studio.TerrainToolsV2.Materials.Concrete, ,Concrete
Studio.TerrainToolsV2.Materials.CrackedLava, ,Cracked Lava
Studio.TerrainToolsV2.Materials.Glacier, ,Glacier
Studio.TerrainToolsV2.Materials.Grass, ,Grass
Studio.TerrainToolsV2.Materials.Ground, ,Ground
Studio.TerrainToolsV2.Materials.Ice, ,Ice
Studio.TerrainToolsV2.Materials.LeafyGrass, ,Leafy Grass
Studio.TerrainToolsV2.Materials.Limestone, ,Limestone
Studio.TerrainToolsV2.Materials.Mud, ,Mud
Studio.TerrainToolsV2.Materials.Pavement, ,Pavement
Studio.TerrainToolsV2.Materials.Rock, ,Rock
Studio.TerrainToolsV2.Materials.Salt, ,Salt
Studio.TerrainToolsV2.Materials.Sand, ,Sand
Studio.TerrainToolsV2.Materials.Sandstone, ,Sandstone
Studio.TerrainToolsV2.Materials.Slate, ,Slate
Studio.TerrainToolsV2.Materials.Snow, ,Snow
Studio.TerrainToolsV2.Materials.Water, ,Water
Studio.TerrainToolsV2.Materials.WoodPlanks, ,Wood Planks
Studio.TerrainToolsV2.Meta.PluginButtonEditorTooltip, ,"Add, remove, and modify terrain"
Studio.TerrainToolsV2.Meta.PluginDescription, ,"Add, remove, and modify terrain"
Studio.TerrainToolsV2.Meta.PluginName, ,TerrainToolsV2
Studio.TerrainToolsV2.Meta.ToolbarName, ,Terrain
Studio.TerrainToolsV2.PartToBiome.PartToBiome, ,Part to Biome
Studio.TerrainToolsV2.PartToTerrain.PartToTerrain, ,Part to Terrain
Studio.TerrainToolsV2.RegionSettings.Apply, ,Apply
Studio.TerrainToolsV2.RegionSettings.Copy, ,Copy
Studio.TerrainToolsV2.RegionSettings.MergeEmpty, ,Merge Empty
Studio.TerrainToolsV2.RegionSettings.MergeEmptyTooltip, ,"When enabled, air voxels in the selection will overwrite existing voxels at the destination."
Studio.TerrainToolsV2.RegionSettings.Move, ,Move
Studio.TerrainToolsV2.RegionSettings.Position, ,Position
Studio.TerrainToolsV2.RegionSettings.RegionSettings, ,Region Settings
Studio.TerrainToolsV2.RegionSettings.Rotation, ,Rotation
Studio.TerrainToolsV2.RegionSettings.Select, ,Select
Studio.TerrainToolsV2.RegionSettings.Size, ,Size
Studio.TerrainToolsV2.RegionSettings.Transform, ,Transform
Studio.TerrainToolsV2.RegionSettings.TransformMode, ,Transform Mode
Studio.TerrainToolsV2.Regions.EditTools, ,Edit Tools
Studio.TerrainToolsV2.Regions.FillSelection, ,Fill Selection
Studio.TerrainToolsV2.Regions.Tools, ,Tools
Studio.TerrainToolsV2.Replace.MaterialSettings, ,Material Settings
Studio.TerrainToolsV2.Replace.Replace, ,Replace
Studio.TerrainToolsV2.Replace.ReplaceMaterial, ,Replace Material
Studio.TerrainToolsV2.Replace.ReplaceProgressTitle, ,Replace Terrain
Studio.TerrainToolsV2.Replace.Replacing, ,Replacing voxels...
Studio.TerrainToolsV2.Replace.SourceMaterial, ,Source material
Studio.TerrainToolsV2.Replace.TargetMaterial, ,Target material
Studio.TerrainToolsV2.ReplaceMode.Box, ,Box
Studio.TerrainToolsV2.ReplaceMode.Brush, ,Brush
Studio.TerrainToolsV2.SeaLevel.Create, ,Create
Studio.TerrainToolsV2.SeaLevel.Evaporate, ,Evaporate
Studio.TerrainToolsV2.SeaLevel.SeaLevelProgressTitle, ,Sea Level
Studio.TerrainToolsV2.SeaLevel.Start, ,Starting Replace Method
Studio.TerrainToolsV2.SelectionAction.CopyStatusTip, ,Copy Region Selection
Studio.TerrainToolsV2.SelectionAction.CopyText, ,Copy
Studio.TerrainToolsV2.SelectionAction.CutStatusTip, ,Cut Region Selection
Studio.TerrainToolsV2.SelectionAction.CutText, ,Cut
Studio.TerrainToolsV2.SelectionAction.DeleteStatusTip, ,Delete Region Selection
Studio.TerrainToolsV2.SelectionAction.DeleteText, ,Delete
Studio.TerrainToolsV2.SelectionAction.DuplicateStatusTip, ,Duplicate Region Selection
Studio.TerrainToolsV2.SelectionAction.DuplicateText, ,Duplicate
Studio.TerrainToolsV2.SelectionAction.PasteStatusTip, ,Paste Region Selection
Studio.TerrainToolsV2.SelectionAction.PasteText, ,Paste
Studio.TerrainToolsV2.SelectionSettings.SelectionSettings, ,Selection Settings
Studio.TerrainToolsV2.Tab.Build, ,Build
Studio.TerrainToolsV2.Tab.Create, ,Create
Studio.TerrainToolsV2.Tab.Edit, ,Edit
Studio.TerrainToolsV2.Tab.Paint, ,Paint
Studio.TerrainToolsV2.Tab.Region, ,Region
Studio.TerrainToolsV2.Tab.Sculpt, ,Sculpt
Studio.TerrainToolsV2.ToolName.Add, ,Add
Studio.TerrainToolsV2.ToolName.Clear, ,Clear
Studio.TerrainToolsV2.ToolName.ConvertPart, ,Convert
Studio.TerrainToolsV2.ToolName.Copy, ,Copy
Studio.TerrainToolsV2.ToolName.Delete, ,Delete
Studio.TerrainToolsV2.ToolName.Draw, ,Draw
Studio.TerrainToolsV2.ToolName.Erode, ,Erode
Studio.TerrainToolsV2.ToolName.Fill, ,Fill
Studio.TerrainToolsV2.ToolName.Flatten, ,Flatten
Studio.TerrainToolsV2.ToolName.Generate, ,Generate
Studio.TerrainToolsV2.ToolName.Grow, ,Grow
Studio.TerrainToolsV2.ToolName.Import, ,Import
Studio.TerrainToolsV2.ToolName.ImportLocal, ,Import
Studio.TerrainToolsV2.ToolName.Material, ,Fill
Studio.TerrainToolsV2.ToolName.Move, ,Move
Studio.TerrainToolsV2.ToolName.Paint, ,Paint
Studio.TerrainToolsV2.ToolName.Paste, ,Paste
Studio.TerrainToolsV2.ToolName.Regions, ,Regions
Studio.TerrainToolsV2.ToolName.Replace, ,Replace
Studio.TerrainToolsV2.ToolName.Resize, ,Resize
Studio.TerrainToolsV2.ToolName.Rotate, ,Rotate
Studio.TerrainToolsV2.ToolName.Sculpt, ,Sculpt
Studio.TerrainToolsV2.ToolName.SeaLevel, ,Sea Level
Studio.TerrainToolsV2.ToolName.Select, ,Select
Studio.TerrainToolsV2.ToolName.Smooth, ,Smooth
Studio.TerrainToolsV2.ToolName.Subtract, ,Subtract
Studio.TerrainToolsV2.ToolName.Transform, ,Transform
Studio.TerrainToolsV2.TransformAction.ApplyStatusTip, ,Apply Region Transform
Studio.TerrainToolsV2.TransformAction.ApplyText, ,Apply
Studio.TerrainToolsV2.TransformAction.CancelStatusTip, ,Cancel Region Transform
Studio.TerrainToolsV2.TransformAction.CancelText, ,Cancel
Studio.TerrainToolsV2.TransformAction.PressEnter, ,Press Enter
Studio.TerrainToolsV2.TransformSettings.TransformSettings, ,Transform Settings
Studio.TerrainToolsV2.UpgradeShorelines.ActionButton, ,Upgrade
Studio.TerrainToolsV2.UpgradeShorelines.Description, ,Click Upgrade to improve the way water joins with terrain at the shores.
Studio.TerrainToolsV2.UpgradeShorelines.Explanation, ,"The upgrade will only be applied to this place. This will automatically adjust shallow water shape on existing shorelines. You might want to review and hand-edit the results afterwards, especially around streams, waterfalls and any other non-horizontal water surfaces. The upgrade can be reverted right after its completion using the Undo command."
Studio.TerrainToolsV2.UpgradeShorelines.LearnMore, ,Click [link] to learn more.
Studio.TerrainToolsV2.UpgradeShorelines.LearnMoreLink, ,here
Studio.TerrainToolsV2.UpgradeShorelines.SuggestionDescription, ,You can also upgrade this place's shorelines later from the Terrain Editor panel. The upgrade can be reverted right after its completion with the Undo command.
Studio.TerrainToolsV2.UpgradeShorelines.SuggestionTitle, ,Would you like to upgrade this place's terrain with the new shorelines?
Studio.TerrainToolsV2.UpgradeShorelines.Title, ,Upgrade Shorelines
Studio.TerrainToolsV2.UpgradeSmoothVoxels.ActionButton, ,Upgrade
Studio.TerrainToolsV2.UpgradeSmoothVoxels.Description, ,Click Upgrade to make terrain smoother while retaining the current shape.
Studio.TerrainToolsV2.UpgradeSmoothVoxels.Explanation, ,Note that some baked-in terracing can't be automatically eliminated. Manual edits are needed to achieve the full effect in such areas.
Studio.TerrainToolsV2.UpgradeSmoothVoxels.LearnMore, ,Click [link] to learn more.
Studio.TerrainToolsV2.UpgradeSmoothVoxels.LearnMoreLink, ,here
Studio.TerrainToolsV2.UpgradeSmoothVoxels.SuggestionDescription, ,You can find these settings in the Terrain Editor panel.
Studio.TerrainToolsV2.UpgradeSmoothVoxels.SuggestionTitle, ,Would you like to upgrade the terrain with the new smooth look?
Studio.TerrainToolsV2.UpgradeSmoothVoxels.Title, ,Upgrade to Smooth Voxels
Studio.TerrainToolsV2.UpgradeSmoothVoxels.Unavailable, ,Upgrade Shorelines first to enable Smooth Voxels upgrading.
Studio.TerrainToolsV2.Warning.AlreadyGeneratingTerrain, ,Already Generating Terrain.
Studio.TerrainToolsV2.Warning.AwaitingModeration, ,Awaiting asset moderation.
Studio.TerrainToolsV2.Warning.ImportError, ,Error in importing terrain: {1}
Studio.TerrainToolsV2.Warning.InvalidHeightMap, ,Valid HeightMap required to begin importing Terrain.
Studio.TerrainToolsV2.Warning.InvalidNumber, ,Input not a valid Number.
Studio.TerrainToolsV2.Warning.InvalidPosition, ,Position has invalid input.
Studio.TerrainToolsV2.Warning.InvalidSize, ,Size has invalid input.
Studio.TerrainToolsV2.Warning.MissingTerrain, ,Terrain instance could not be found.
Studio.TerrainToolsV2.Warning.Moderated, ,Asset has been moderated.
Studio.TerrainToolsV2.Warning.NoColormapProvided, ,No colormap was provided.
Studio.TerrainToolsV2.Warning.PublishedRequired, ,Game must be published before importing terrain.
Studio.TerrainToolsV2.Warning.RegionSizeUndefined, ,Size of region must be defined.
Studio.TerrainToolsV2.Warning.RegionTooLarge, ,Region size is too large.
Studio.TerrainToolsV2.Warning.RegionTooSmall, ,Region size is too small.
Studio.TerrainToolsV2.Warning.RequireEditModeForImport, ,Terrain importer only works in edit mode.
Studio.TerrainToolsV2.Warning.RequirePublishedForImport, ,Game must be published before importing terrain.
Studio.TerrainToolsV2.Warning.UnknownAssetStatusError, ,Unable to verify asset.
Studio.TerrainToolsV2.Warning.UnknownShape, ,Instance shape is unknown
Studio.TerrainToolsV2.Warning.ValidHeightMapImport, ,Valid HeightMap required to begin importing Terrain.
Studio.TerrainToolsV2.Warning.VolumeTooLarge, ,Terrain volume is too large.
Studio.TerrainToolsV2.Main.Tooltip,"Add, remove, and modify terrain","Add, remove, and modify terrain"
