Key,Source,en-us,es-es,fr-fr,it-it,ja-jp,ko-kr,pt-br,zh-cjv,zh-cn,zh-tw
Studio.AudioDiscovery.Table.Instance,Instance,Instance,Instancia,Instance,Istanza,インスタンス,인스턴스,Instância,实例,实例,個體
Studio.AudioDiscovery.Table.OK,OK,OK,Aceptar,OK,OK,了解,확인,OK,确认,确认,確定
Studio.AudioDiscovery.Table.Id,Id,Id,ID,Id,Id,ID,ID,ID,ID,ID,ID
Studio.AudioDiscovery.Table.Name,Name,Name,Nombre,Nom,Nome,名前,이름,Nome,名称,名称,名稱
Studio.AudioDiscovery.Table.Time,Time,Time,Hora,Temps,Tempo,時間,시간,Horário,时间,时间,時間
Studio.AudioDiscovery.Table.Creator,Creator,Creator,Creador(a),Créateur,Creatore,クリエーター,크리에이터,Criador,创作者,创作者,創作者
Studio.AudioDiscovery.Reason.OK,Owned by the creator of this experience,Owned by the creator of this experience,De propiedad de la persona que creó de esta experiencia,Propriété du créateur de cette expérience,Di proprietà del creatore di questa esperienza,このバーチャル空間のクリエーターが所有しています,이 체험의 크리에이터가 소유하고 있음,Possuído pelo criador desta experiência,由此体验的创作者拥有,由此体验的创作者拥有,由此體驗的創作者擁有
Studio.AudioDiscovery.Reason.Done,No longer referenced in this place,No longer referenced in this place,Ya no se hace referencia a este lugar,N'est plus référencé dans ce lieu,Non più referenziato in questo luogo,このプレースにはもう参照されていません,이 플레이스에서 더 이상 참조되지 않음,Não referenciado mais neste local,不在此场景中使用,不在此场景中使用,不被此地點使用
Studio.AudioDiscovery.Reason.Error,This asset needs to be replaced as it is not owned by the creator of this place and not provided by Roblox,This asset needs to be replaced as it is not owned by the creator of this place and not provided by Roblox,Este recurso debe reemplazarse ya que no es propiedad de la persona que creó este lugar y no lo proporciona Roblox,Cette ressource doit être remplacée car elle n'est pas détenue par le créateur de cet endroit et n'est pas fournie par Roblox,Questo bene deve essere sostituito in quanto non è di proprietà del creatore di questo luogo e non fornito da Roblox,このプレースのクリエーターが所有しておらず、Robloxも提供していないので、このアセットを入れ替える必要があります,이 애셋은 이 플레이스의 크리에이터가 소유하고 있지 않으며 Roblox에서 제공하고 있지 않으므로 교체해야 합니다,Este ativo precisa ser substituído pois ele não é propriedade do criador deste lugar e não é fornecido pela Roblox,此素材并非由此场景的创作者拥有，亦非由 Roblox 提供，因此需要被替换。,此素材并非由此场景的创作者拥有，亦非由 Roblox 提供，因此需要被替换。,此素材非由此地點的創作者擁有，亦非由 Roblox 提供，需要被取代。
Studio.AudioDiscovery.Reason.Effect,Qualifies as a sound effect,Qualifies as a sound effect,Califica como un efecto de sonido,Qualifie comme un effet sonore,Qualifica come effetto sonoro,効果音として認定されます,음향 효과에 해당,Qualifica como um efeito sonoro,可视作音效,可视作音效,可視為音效
Studio.AudioDiscovery.Dialog.Title,Publish Place,Publish Place,Publicar lugar,Publier le lieu,Pubblica località,プレースを公開,플레이스 게시,Publicar locais,发布场景,发布场景,發布地點
Studio.AudioDiscovery.Reason.Roblox,Provided by Roblox,Provided by Roblox,Ofrecido por Roblox,Fourni par Roblox,Fornito da Roblox,Robloxによって提供されました,Roblox에서 제공,Fornecido pela Roblox,由 Roblox 提供,由 Roblox 提供,由 Roblox 提供
Studio.AudioDiscovery.Reason.Monstercat,Provided by Monstercat,Provided by Monstercat,Ofrecido por Monstercat,Fourni par Monstercat,Fornito da Monstercat,提供：Monstercat,Monstercat에서 제공,Fornecido por Monstercat,由 Monstercat 提供,由 Monstercat 提供,由 Monstercat 提供
Studio.AudioDiscovery.Dialog.Text,The Audio Discovery plugin finds any audio assets used in this place and checks that they are licenced sound effects or owned by the creator of this place.<br/><br/>This place is not yet published so it has no associated creator. Publish it to ensure any sounds uploaded by the creator are marked as available.,The Audio Discovery plugin finds any audio assets used in this place and checks that they are licenced sound effects or owned by the creator of this place.<br/><br/>This place is not yet published so it has no associated creator. Publish it to ensure any sounds uploaded by the creator are marked as available.,"El plugin Descubrimiento de audio encuentra cualquier recurso de audio utilizado en este lugar y comprueba que son efectos de sonido con licencia o de propiedad de la persona que creó este lugar.<br/><br/>Este lugar aún no se ha publicado, por lo que no tiene ningún creador asociado. Publícalo para asegurarte de que cualquier sonido cargado por el creador esté marcado como disponible.","Le plugin Audio Discovery trouve tous les contenus audio utilisés dans ce lieu et vérifie qu'ils sont des effets sonores sous licence ou possédés par le créateur de ce lieu.<br/><br/>Ce lieu n'est pas encore publié, donc il n'a pas de créateur associé. Publiez-le pour vous assurer que tous les sons téléchargés par le créateur sont marqués comme disponibles.",Il plugin Audio Discovery trova tutte le risorse audio utilizzate in questo luogo e verifica che siano consentiti effetti sonori o di proprietà del creatore di questo posto.<br/><br/>Questo posto non è ancora pubblicato quindi non ha alcun creatore associato. Pubblicare per assicurarsi che i suoni caricati dal creatore siano contrassegnati come disponibili.,オーディオ検知プラグインは、このプレース内で使われているすべてのオーディオアセットを見つけ、ライセンスされた音響エフェクトなのかこのプレースのクリエーターが所有しているかをチェックします。<br/><br/>このプレースは、まだ公開されていないため、関連するクリエーターがいません。クリエーターによってアップロードされたすべてのサウンドが利用可能として表示してあるか確認するために、公開してください。,"오디오 검색 플러그인은 이 플레이스에서 사용된 모든 오디오 애셋을 찾고, 해당 애셋이 이 플레이스의 크리에이터가 소유 중이거나 라이선스가 부여된 음향 효과인지를 확인합니다.<br/><br/>이 플레이스는 아직 게시되지 않았으므로 해당 크리에이터가 없습니다. 크리에이터가 업로드한 모든 사운드가 사용 가능으로 표시되는지 확인하려면 게시하세요.","O plugin Descoberta de áudio encontra quaisquer ativos de áudio usados neste local e verifica se eles são efeitos sonoros licenciados ou são de propriedade do criador deste lugar.<br/><br/>Este lugar ainda não está publicado, então não tem nenhum criador associado. Publique-o para garantir que qualquer som enviado pelo criador esteja marcado como disponível.",音频发现插件将找到此场景使用的音频素材，并确认音频是否为授权音频，或由此场景的创作者拥有。<br/><br/>此场景尚未发布，因此没有对应的创作者。发布后即可确保创作者上传的音频将视为可用。,音频发现插件将找到此场景使用的音频素材，并确认音频是否为授权音频，或由此场景的创作者拥有。<br/><br/>此场景尚未发布，因此没有对应的创作者。发布后即可确保创作者上传的音频将视为可用。,音訊發現外掛程式會找到此地點使用的音訊素材，並確認音訊皆為授權音訊或由此地點的創作者擁有。<br/><br/>此地點尚未發布，因此沒有對應的創作者。發布後即可確保創作者上傳的音訊將視為可用。
Studio.AudioDiscovery.Dialog.Close,View Anyway,View Anyway,Ver de todos modos,Afficher quand même,Visualizza comunque,それでも表示する,계속 보기,Ver mesmo assim,继续查看,继续查看,繼續查看
Studio.AudioDiscovery.PausedDialog.Text,The Audio Discovery plugin finds any audio assets used in this place and checks that they are licenced sound effects or owned by the creator of this place.,The Audio Discovery plugin finds any audio assets used in this place and checks that they are licenced sound effects or owned by the creator of this place.,El plugin Descubrimiento de audio encuentra cualquier recurso de audio utilizado en este lugar y comprueba que son efectos de sonido con licencia o de propiedad de la persona que creó este lugar.,Le plugin Audio Discovery trouve tous les contenus audio utilisés dans cet endroit et vérifie qu'ils sont des effets sonores sous licence ou possédés par le créateur de ce lieu.,Il plugin Audio Discovery trova tutte le risorse audio utilizzate in questo luogo e verifica che siano consentiti effetti sonori o di proprietà del creatore di questo posto.,オーディオ検知プラグインは、このプレース内で使われているすべてのオーディオアセットを見つけ、ライセンスされた音響エフェクトなのかこのプレースのクリエーターが所有しているかをチェックします。,"오디오 검색 플러그인은 이 플레이스에서 사용된 모든 오디오 애셋을 찾고, 해당 애셋이 이 플레이스의 크리에이터가 소유 중이거나 라이선스가 부여된 음향 효과인지를 확인합니다.",O plugin Descoberta de áudio encontra quaisquer ativos de áudio usados neste local e verifica se eles são efeitos sonoros licenciados ou se são de propriedade do criador deste local.,音频发现插件将找到此场景使用的音频素材，并确认音频是否为授权音频，或由此场景的创作者拥有。,音频发现插件将找到此场景使用的音频素材，并确认音频是否为授权音频，或由此场景的创作者拥有。,音訊發現外掛程式會找到此地點使用的音訊素材，並確認音訊皆為授權音訊或由此地點的創作者擁有。
Studio.AudioDiscovery.PausedDialog.Close,Discover,Discover,Descubrir,Découvrir,Scopri,見つけよう,검색,Descobrir,发现,发现,發現
